id,label,group,nodesize
SLC3A2,SLC3A2,1,39
ZNF503,ZNF503,1,39
UNC13D,UNC13D,1,38
LINC00671,LINC00671,1,36
TFG,TFG,1,32
NICN1,NICN1,1,23
PDE6D,PDE6D,1,23
SF3A1,SF3A1,1,22
SLC35E1,SLC35E1,1,20
ACSF3,ACSF3,1,19
CTSD,CTSD,1,19
FERMT3,FERMT3,1,19
TMEM248,TMEM248,1,18
DERL3,DERL3,1,18
ZNF71,ZNF71,1,18
LSM14A,LSM14A,1,15
RUNDC3A,RUNDC3A,1,15
MT1G,MT1G,1,14
PTPN6,PTPN6,1,13
PRSS53,PRSS53,1,12
CDKN1C,CDKN1C,1,10
NAPSA,NAPSA,1,10
DPF2,DPF2,1,9
GPR108,GPR108,1,9
EHBP1L1,EHBP1L1,1,5
LRRC61,LRRC61,1,5
CEACAM22P,CEACAM22P,1,4
FUT10,FUT10,1,3
LYSMD2,LYSMD2,1,3
LILRB4,LILRB4,1,2
ZNF841,ZNF841,1,1
PRSS23,PRSS23,1,1
USP31,USP31,1,0
monocytes,monocytes,2,100
lymphocytes,lymphocytes,2,92
leukocytes,leukocytes,2,92
hematocrit,hematocrit,2,89
hemoglobin,hemoglobin,2,87
neutrophils,neutrophils,2,79
creatinine,creatinine,2,61
basophils,basophils,2,40
