id,label,group,nodesize
ZFAND1,ZFAND1,1,57
LMO7,LMO7,1,29
C5orf25,C5orf25,1,28
HNRNPC,HNRNPC,1,24
MRPS6,MRPS6,1,20
KLHL12,KLHL12,1,19
RNF207,RNF207,1,18
LOC441454,LOC441454,1,17
HLA-DMB,HLA-DMB,1,17
C9orf85,C9orf85,1,16
FAM103A1,FAM103A1,1,16
KCTD12,KCTD12,1,16
SLC35E1,SLC35E1,1,16
FAM120A,FAM120A,1,15
PDK4,PDK4,1,15
NAP1L5,NAP1L5,1,14
CHD6,CHD6,1,14
SDF2L1,SDF2L1,1,14
MTHFR,MTHFR,1,13
SEC22C,SEC22C,1,13
ALG2,ALG2,1,12
GBF1,GBF1,1,12
HABP4,HABP4,1,10
LYSMD3,LYSMD3,1,10
SPSB2,SPSB2,1,10
MRI1,MRI1,1,10
LOC100190986,LOC100190986,1,9
SLC39A8,SLC39A8,1,8
HIST1H2BB,HIST1H2BB,1,8
HIST3H2A,HIST3H2A,1,7
NOC3L,NOC3L,1,7
ZC2HC1A,ZC2HC1A,1,7
ZNF491,ZNF491,1,6
OR3A3,OR3A3,1,6
MTL5,MTL5,1,6
OXLD1,OXLD1,1,6
PGM5,PGM5,1,5
CENPA,CENPA,1,5
KHDRBS2,KHDRBS2,1,5
IQSEC1,IQSEC1,1,5
LOC283070,LOC283070,1,4
ZNF737,ZNF737,1,4
PRPF40B,PRPF40B,1,4
DYRK2,DYRK2,1,4
RMND5A,RMND5A,1,4
SNORA48,SNORA48,1,3
SERTAD1,SERTAD1,1,3
FERMT3,FERMT3,1,3
ETS2,ETS2,1,2
ZNF740,ZNF740,1,2
FLT4,FLT4,1,2
LOC643802,LOC643802,1,2
HCG26,HCG26,1,2
TMEM199,TMEM199,1,1
MYO5A,MYO5A,1,1
AP3D1,AP3D1,1,1
ANKLE2,ANKLE2,1,1
SNORA10,SNORA10,1,1
ZBTB49,ZBTB49,1,1
RRAS,RRAS,1,1
FLJ40292,FLJ40292,1,0
SCARNA15,SCARNA15,1,0
POLR2A,POLR2A,1,0
UBE2M,UBE2M,1,0
mch,mch,2,76
creatinine,creatinine,2,66
monocytes,monocytes,2,56
crp,crp,2,51
neutrophils,neutrophils,2,51
basophils,basophils,2,47
alt,alt,2,45
platelets,platelets,2,37
hemoglobin,hemoglobin,2,36
lymphocytes,lymphocytes,2,31
mcv,mcv,2,31
hematocrit,hematocrit,2,31
leukocytes,leukocytes,2,29
ast,ast,2,27
CX3CL1,CX3CL1,3,100
TRAIL,TRAIL,3,97
MCP4,MCP4,3,96
CXCL11,CXCL11,3,87
OSM,OSM,3,86
CXCL10,CXCL10,3,76
CSF1,CSF1,3,65
MCP3,MCP3,3,11
Beta-NGF,Beta-NGF,4,63
CCL4,CCL4,4,43
CCL20,CCL20,4,39
HGF,HGF,4,25
RANKL,RANKL,4,21
TRAIL,TRAIL,4,21
CXCL10,CXCL10,4,20
IL7,IL7,4,19
Flt3L,Flt3L,4,18
OPG,OPG,4,17
CD5,CD5,4,15
CXCL5,CXCL5,4,15
CCL3,CCL3,4,13
VEGFA,VEGFA,4,12
CCL19,CCL19,4,12
CX3CL1,CX3CL1,4,11
4E-BP1,4E-BP1,4,11
AXIN1,AXIN1,4,11
TNFRSF9,TNFRSF9,4,11
ST1A1,ST1A1,4,11
IL18,IL18,4,11
IL-12B,IL-12B,4,10
MMP-10,MMP-10,4,9
MCP-2,MCP-2,4,9
FGF-21,FGF-21,4,9
IL6,IL6,4,9
CST5,CST5,4,8
CD40,CD40,4,8
PD-L1,PD-L1,4,8
STAMPB,STAMPB,4,7
CXCL1,CXCL1,4,7
CCL11,CCL11,4,7
CXCL6,CXCL6,4,6
FGF-19,FGF-19,4,6
IL-18R1,IL-18R1,4,6
TNFSF14,TNFSF14,4,6
OSM,OSM,4,6
IL10,IL10,4,5
ADA,ADA,4,5
CCL23,CCL23,4,5
CSF-1,CSF-1,4,4
CCL25,CCL25,4,4
TWEAK,TWEAK,4,4
TGF-alpha,TGF-alpha,4,3
MCP4,MCP4,4,3
LIF-R,LIF-R,4,2
MCP3,MCP3,4,2
CXCL9,CXCL9,4,2
FGF23,FGF23,4,2
MCP1,MCP1,4,2
SCF,SCF,4,2
CDCP1,CDCP1,4,1
IL8,IL8,4,1
TNFB,TNFB,4,1
MMP-1,MMP-1,4,1
LAPTGF-beta1,LAPTGF-beta1,4,1
IL-10RB,IL-10RB,4,1
CD244,CD244,4,1
GALACTURONIC-ACID-MEOX-5TMS_2-1M/z334,GALACTURONIC-ACID-MEOX-5TMS_2-1M/z334,5,28
OCTADECADIENOIC-ACID--9-12-(Z-Z)-TMS-1M/z337,OCTADECADIENOIC-ACID--9-12-(Z-Z)-TMS-1M/z337,5,25
ACETAMINOPHEN-2TMS-1M/z297,ACETAMINOPHEN-2TMS-1M/z297,5,25
LYSINE-N-N-N-O-TMS_2-1,LYSINE-N-N-N-O-TMS_2-1,5,22
OCTADECENOIC-ACID--9-(Z)-TMS-1M/z222,OCTADECENOIC-ACID--9-(Z)-TMS-1M/z222,5,20
ACONITIC-ACID--trans-3TMS-1,ACONITIC-ACID--trans-3TMS-1,5,20
CITRULLINE-3TMS_1-(Ornthine)-1,CITRULLINE-3TMS_1-(Ornthine)-1,5,18
ORNITHINE-N-N-O-TMS_1-1M/z144,ORNITHINE-N-N-O-TMS_1-1M/z144,5,17
LYSINE-N-N-O-TMS_3-1,LYSINE-N-N-O-TMS_3-1,5,16
LAMINARIBIOSE-MEOX-8TMS_1-1M/z217,LAMINARIBIOSE-MEOX-8TMS_1-1M/z217,5,15
1-MONOPALMITOYLGLYCEROL-2TMS-1M/z371,1-MONOPALMITOYLGLYCEROL-2TMS-1M/z371,5,15
GLUCURONIC-ACID-MEOX-5TMS_2-1M/z334,GLUCURONIC-ACID-MEOX-5TMS_2-1M/z334,5,15
ISOERYTHRITOL-4TMS-1M/z277,ISOERYTHRITOL-4TMS-1M/z277,5,15
LYXOSE-MEOX-4TMS_1-1M/z104,LYXOSE-MEOX-4TMS_1-1M/z104,5,14
3-HYDROXYBUTYRIC-ACID-2TMS-1M/z204,3-HYDROXYBUTYRIC-ACID-2TMS-1M/z204,5,13
OCTADECENOIC-ACID--9-(E)-TMS-1M/z339,OCTADECENOIC-ACID--9-(E)-TMS-1M/z339,5,13
SORBOSE-MEOX-5TMS_1-1M/z364,SORBOSE-MEOX-5TMS_1-1M/z364,5,11
1-PALMITOYL-sn-GLYCERO-3-PHOSPHOCHOLINE-TMS-derivative-1M/z301,1-PALMITOYL-sn-GLYCERO-3-PHOSPHOCHOLINE-TMS-derivative-1M/z301,5,11
BETA-ALANINE-N-O-TMS-1M/z218,BETA-ALANINE-N-O-TMS-1M/z218,5,10
ADENOSINE-5-MONOPHOSPHATE-5TMS-1M/z230,ADENOSINE-5-MONOPHOSPHATE-5TMS-1M/z230,5,10
TAURINE-3TMS-1M/z328,TAURINE-3TMS-1M/z328,5,9
ORNITHINE-N-N-N-O-TMS_2-1M/z420,ORNITHINE-N-N-N-O-TMS_2-1M/z420,5,9
2-AMINOBUTYRIC-ACID--O-N-TMS-1M/z130,2-AMINOBUTYRIC-ACID--O-N-TMS-1M/z130,5,9
SERINE-N-O-O-TMS-1M/z307,SERINE-N-O-O-TMS-1M/z307,5,9
INOSINE-4TMS-1M/z217,INOSINE-4TMS-1M/z217,5,8
SUCROSE-8TMS-1M/z362,SUCROSE-8TMS-1M/z362,5,8
CITRIC-ACID-4TMS-1M/z465,CITRIC-ACID-4TMS-1M/z465,5,8
BETA-ALANINE--N-N-O-TMS-1M/z304,BETA-ALANINE--N-N-O-TMS-1M/z304,5,8
VALINE-N-O-TMS-1M/z246,VALINE-N-O-TMS-1M/z246,5,8
HEXADECANOIC-ACID-TMS-1M/z171,HEXADECANOIC-ACID-TMS-1M/z171,5,8
FUMARIC-ACID-2TMS-1M/z246,FUMARIC-ACID-2TMS-1M/z246,5,7
CELLOBIOSE-MEOX-8TMS_2-1M/z361,CELLOBIOSE-MEOX-8TMS_2-1M/z361,5,7
HEPTADECANOIC-ACID-TMS-1M/z132,HEPTADECANOIC-ACID-TMS-1M/z132,5,7
LYSINE-N-N-O-TMS_1-1M/z102,LYSINE-N-N-O-TMS_1-1M/z102,5,7
METHYL-HISTIDINE-2TMS-1M/z168,METHYL-HISTIDINE-2TMS-1M/z168,5,7
CYSTEINE-N-O-S-TMS-1M/z218,CYSTEINE-N-O-S-TMS-1M/z218,5,7
THREONINE-N-O-O-TMS-1M/z293,THREONINE-N-O-O-TMS-1M/z293,5,6
PHENYLALANINE-N-O-TMS-1M/z268,PHENYLALANINE-N-O-TMS-1M/z268,5,6
DODECANOICACID-TMS-1M/z257,DODECANOICACID-TMS-1M/z257,5,6
GAMMA-TOCOPHEROL-TMS-1,GAMMA-TOCOPHEROL-TMS-1,5,6
