id,label,group,nodesize
KIAA0226,KIAA0226,1,44
LZIC,LZIC,1,41
FEM1B,FEM1B,1,41
SLC3A2,SLC3A2,1,36
ZNF503,ZNF503,1,36
CXCR2P1,CXCR2P1,1,35
UNC13D,UNC13D,1,35
LINC00671,LINC00671,1,33
MAGED4B,MAGED4B,1,32
SLC35B2,SLC35B2,1,32
TFG,TFG,1,29
TCF7L2,TCF7L2,1,23
C2CD2L,C2CD2L,1,23
LYSMD1,LYSMD1,1,22
NICN1,NICN1,1,21
PDE6D,PDE6D,1,21
SF3A1,SF3A1,1,20
HABP4,HABP4,1,20
SLC35E1,SLC35E1,1,18
HLCS,HLCS,1,18
ACSF3,ACSF3,1,17
CTSD,CTSD,1,17
FERMT3,FERMT3,1,17
TMEM248,TMEM248,1,17
KCTD6,KCTD6,1,17
DERL3,DERL3,1,16
C4orf33,C4orf33,1,16
ZNF71,ZNF71,1,16
DHX30,DHX30,1,16
LOC283070,LOC283070,1,16
AGFG1,AGFG1,1,14
CTDP1,CTDP1,1,14
LSM14A,LSM14A,1,14
SH3BGRL3,SH3BGRL3,1,14
RUNDC3A,RUNDC3A,1,14
MT1G,MT1G,1,12
SGTB,SGTB,1,12
PTPN6,PTPN6,1,12
SLC9A3R2,SLC9A3R2,1,12
PRSS53,PRSS53,1,11
GRID2IP,GRID2IP,1,10
ZSWIM3,ZSWIM3,1,10
ZNF385D,ZNF385D,1,9
ZHX1,ZHX1,1,9
CDKN1C,CDKN1C,1,9
NAPSA,NAPSA,1,9
DPF2,DPF2,1,8
FAM64A,FAM64A,1,8
GPR108,GPR108,1,8
LOC100506730,LOC100506730,1,8
ING1,ING1,1,8
VSIG10L,VSIG10L,1,8
TRIM36,TRIM36,1,8
ATG4D,ATG4D,1,7
PHACTR4,PHACTR4,1,7
YIPF3,YIPF3,1,6
EHBP1L1,EHBP1L1,1,5
LRRC61,LRRC61,1,5
CEACAM22P,CEACAM22P,1,3
FUT10,FUT10,1,3
LYSMD2,LYSMD2,1,3
FAM78A,FAM78A,1,3
IL17RA,IL17RA,1,2
DGAT1,DGAT1,1,2
LILRB4,LILRB4,1,2
CCRL2,CCRL2,1,1
RAD54L2,RAD54L2,1,1
ZNF841,ZNF841,1,1
USE1,USE1,1,1
PRSS23,PRSS23,1,1
USP31,USP31,1,0
alt,alt,2,100
monocytes,monocytes,2,91
lymphocytes,lymphocytes,2,84
leukocytes,leukocytes,2,84
ast,ast,2,82
hematocrit,hematocrit,2,81
hemoglobin,hemoglobin,2,80
eosinophils,eosinophils,2,73
neutrophils,neutrophils,2,72
mch,mch,2,69
creatinine,creatinine,2,56
platelets,platelets,2,55
mcv,mcv,2,55
crp,crp,2,47
basophils,basophils,2,36
