id,label,group,nodesize
LOC100128398,LOC100128398,1,30
MYO5A,MYO5A,1,22
LOC100507582,LOC100507582,1,21
KRT18,KRT18,1,19
RBM17,RBM17,1,19
NAT8B,NAT8B,1,18
HABP4,HABP4,1,17
CLEC11A,CLEC11A,1,15
OR3A3,OR3A3,1,15
GNG11,GNG11,1,14
MAN2C1,MAN2C1,1,13
ISG20,ISG20,1,13
PUM2,PUM2,1,12
UBE2S,UBE2S,1,12
INHBB,INHBB,1,12
COMTD1,COMTD1,1,11
LOC146880,LOC146880,1,11
PIGM,PIGM,1,11
SGIP1,SGIP1,1,11
PSMA5,PSMA5,1,10
BTD,BTD,1,10
SESTD1,SESTD1,1,9
SPRY3,SPRY3,1,9
CYBASC3,CYBASC3,1,9
TRPM2,TRPM2,1,9
C10orf11,C10orf11,1,8
NEK9,NEK9,1,8
RHOU,RHOU,1,7
LEMD2,LEMD2,1,6
TSPAN13,TSPAN13,1,6
BCKDHA,BCKDHA,1,6
SIK1,SIK1,1,6
TSTD2,TSTD2,1,5
VPS45,VPS45,1,5
BTAF1,BTAF1,1,5
MMP11,MMP11,1,5
PDHX,PDHX,1,5
PPP1R21,PPP1R21,1,5
OR2H2,OR2H2,1,5
POU5F1P3,POU5F1P3,1,5
STRADA,STRADA,1,4
DANCR,DANCR,1,4
ILDR2,ILDR2,1,4
GIT1,GIT1,1,4
ARHGAP23,ARHGAP23,1,4
HEATR3,HEATR3,1,4
PRSS23,PRSS23,1,4
RELA,RELA,1,3
BRWD1,BRWD1,1,3
BRCA2,BRCA2,1,3
POP7,POP7,1,2
UBASH3B,UBASH3B,1,2
SGTB,SGTB,1,2
SLC35F3,SLC35F3,1,2
PTCH2,PTCH2,1,2
DEDD2,DEDD2,1,1
BABAM1,BABAM1,1,1
SENP5,SENP5,1,0
CDC26,CDC26,1,0
ast,ast,2,61
hemoglobin,hemoglobin,2,51
monocytes,monocytes,2,47
mch,mch,2,40
lymphocytes,lymphocytes,2,34
leukocytes,leukocytes,2,32
neutrophils,neutrophils,2,31
crp,crp,2,31
basophils,basophils,2,29
creatinine,creatinine,2,29
mcv,mcv,2,28
hematocrit,hematocrit,2,28
eosinophils,eosinophils,2,26
platelets,platelets,2,25
alt,alt,2,24
MCP4,MCP4,3,100
CX3CL1,CX3CL1,3,91
CXCL11,CXCL11,3,86
OSM,OSM,3,83
CXCL10,CXCL10,3,65
TRAIL,TRAIL,3,56
CSF1,CSF1,3,32
