id,source,target,Weight,group
0,KCNQ5,PLXNA4,0.9528470745717271,1
1,CD300C,USP8,0.96068914640197,0
2,UBE2Z,CD164,0.9776373088340963,0
3,UBE2Z,TREM1,0.9864989131507675,0
4,UBE2Z,CKAP4,0.9861342683093283,0
5,UBE2Z,LAG3,0.9812566842932167,1
6,UBE2Z,CANT1,0.9505948719880548,1
7,ZNF585A,CCL23,0.9544814613087624,1
8,DACT1,PLXNA4,0.9613046180404369,1
9,DACT1,CD40,0.9507006526857428,1
10,DACT1,HDGF,0.9567512084312315,1
11,EID2B,ZBTB16,0.9846677319091698,1
12,NSD1,PLXNA4,0.9608928573958958,0
13,NSD1,CXCL12,0.9766519546811081,1
14,NSD1,HDGF,0.9530686537811892,0
15,EIF6,EGLN1,0.9843674033111928,1
16,EIF6,CD40,0.9893336508262012,1
17,IFITM1,CTSO,0.9644489244754444,1
18,PAQR4,CCL23,0.9500359923321764,1
19,C2,CA13,0.9556741528408469,0
20,ast,FGF-19,0.9959063794325855,1
21,mcv,NFATC3,0.9835390817156542,1
22,TRAIL,CCL3,0.9619983042422986,0
23,TRAIL,CST5,0.9540559968449968,0
24,ENTPD5,NTF4,0.9785144903906401,1
25,ENTPD5,PSIP1,0.9835489731001213,0
26,ENTPD5,DFFA,0.9876332494647478,0
27,ENTPD5,TRAF2,0.9927049991764816,0
28,S100P,Benzenebutanoic_acid_Ri2182Mz192,0.9567687857399301,0
29,EGLN1,EIF6,0.9843674033111928,1
30,EGLN1,CD40,0.9565094029273418,1
31,EGLN1,Benzenebutanoic_acid_Ri2182Mz192,0.979213841593125,0
32,FGF-19,ast,0.9959063794325855,1
33,NTF4,ENTPD5,0.9785144903906401,1
34,NTF4,PSIP1,0.9951307854024823,0
35,NTF4,DFFA,0.9974968838745051,0
36,NTF4,TRAF2,0.9956903936391354,0
37,CTSO,IFITM1,0.9644489244754444,1
38,CTSO,LAMINARIBIOSE-MEOX8TMS_2-1M/z361,0.9924207153108461,0
39,IRF9,BETA-ALANINE-N-O-TMS-1M/z218,0.9679474552983293,1
40,PAG1,BAG6,0.9602793889762403,1
41,TRIM5,Benzenebutanoic_acid_Ri2182Mz192,0.9715142415776099,0
42,PLXNA4,KCNQ5,0.9528470745717271,1
43,PLXNA4,DACT1,0.9613046180404369,1
44,PLXNA4,NSD1,0.9608928573958958,0
45,PLXNA4,HDGF,0.9648018650091829,1
46,IRAK1,TINAGL1,0.9693053698028321,0
47,NFATC3,mcv,0.9835390817156542,1
48,NFATC3,N-ACETYLGLUCOSAMINE-MEOXN-O-O-O-O-TMS_2-1M/z159,0.9676362184681737,1
49,NFATC3,GAMMA-TOCOPHEROL-TMS-1,0.9689242144703581,0
50,TINAGL1,IRAK1,0.9693053698028321,0
51,TINAGL1,SEMA3F,0.964213815350912,1
52,TINAGL1,ORNITHINE-N-N-O-TMS_1-1M/z144,0.9671359125507578,0
53,TINAGL1,LAMINARIBIOSE-MEOX8TMS_2-1M/z361,0.9613781696276462,0
54,TINAGL1,ASPARAGINE-N-N-O-TMS-1M/z231,0.9570705140371328,0
55,APEX1,TRYPTOPHAN-N-N-O-TMS-1M/z303,0.9838606082776394,1
56,PSIP1,ENTPD5,0.9835489731001213,0
57,PSIP1,NTF4,0.9951307854024823,0
58,PSIP1,DFFA,0.9971528862600628,1
59,PSIP1,TRAF2,0.996973817931407,1
60,PSIP1,Myo_Inositol_phosphate_Ri2399Mz299,0.9562680259698497,0
61,IL7,CD164,0.9621100021269942,0
62,IL7,CD5,0.9770969094140948,1
63,IL7,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9860328900057785,0
64,IL7,LYXOSE-MEOX4TMS_1-1M/z104,0.9556709335320072,1
65,CD40,DACT1,0.9507006526857428,1
66,CD40,EIF6,0.9893336508262012,1
67,CD40,EGLN1,0.9565094029273418,1
68,CD40,CXCL12,0.9565205557299569,0
69,CD40,HDGF,0.9706003680724354,1
70,CD40,CRKL,0.9703404549152184,1
71,CCL25,DDX58,0.979142476203056,1
72,CCL25,NOMO1,0.9962523299140623,0
73,CCL25,GLB1,0.9971481401253576,1
74,CCL25,ANGPT2,0.9894440812256591,0
75,CCL25,KLRD1,0.9976875093059249,1
76,CCL25,APLP1,0.984012454248525,0
77,CD164,UBE2Z,0.9776373088340963,0
78,CD164,IL7,0.9621100021269942,0
79,CD164,CD5,0.9922386618605091,0
80,CD164,TREM1,0.9902476515527762,1
81,CD164,CKAP4,0.997907853700969,1
82,CD164,LAG3,0.9873240548617987,0
83,CD164,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9779530092224471,1
