id,source,target,Weight,group
0,HLA-DMB,FGF23,0.9530060215459544,0
1,HLA-DMB,GALACTURONIC-ACID-MEOX-5TMS_2-1M/z334,0.9519136384963454,1
2,HLA-DMB,GLUCURONIC-ACID-MEOX-5TMS_2-1M/z334,0.9570059038226314,1
3,FAM103A1,CXCL6,0.974716439611348,0
4,FAM103A1,IL-18R1,0.9517376718088667,0
5,FAM103A1,LIF-R,0.9714732496076328,0
6,SLC35E1,LIF-R,0.9614818538545119,1
7,SEC22C,Flt3L,0.9790688784996556,1
8,LYSMD3,3-HYDROXYBUTYRIC-ACID-2TMS-1M/z204,0.9592427415134301,0
9,HIST3H2A,4E-BP1,0.9787178246327317,0
10,HIST3H2A,LYXOSE-MEOX-4TMS_1-1M/z104,0.9619792964350798,0
11,ZNF737,TNFRSF9,0.951067341891613,0
12,ETS2,IL-18R1,0.9666439812110996,1
13,MYO5A,CXCL6,0.9736345727337287,1
14,MYO5A,IL-18R1,0.9794088784122068,1
15,MYO5A,LIF-R,0.9671526914872496,1
16,AP3D1,MMP-1,0.9823799523317935,1
17,ANKLE2,4E-BP1,0.959172891133945,1
18,SNORA10,CSF-1,0.9871243753622567,1
19,SNORA10,TNFB,0.9711248026416819,0
20,SNORA10,IL-10RB,0.9894971163395561,0
21,mch,PD-L1,0.9555746511930064,1
22,platelets,HGF,0.9655908628224796,1
23,mcv,PYROGLUTAMIC-ACID-N-O-TMS-1M/z159,0.9534126962830308,0
24,MCP4,CD5,0.9664816478412349,1
25,CSF1,CSF-1,0.9939086473833445,0
26,CSF1,TNFB,0.9912909124411892,1
27,CSF1,IL-10RB,0.9962748762453663,1
28,MCP3,CXCL5,0.950452749953863,0
29,MCP3,CCL19,0.9920077945847365,1
30,MCP3,PD-L1,0.998979822911662,1
31,Beta-NGF,CHOLESTEROL-TMS-1M/z247,0.9555732012520783,1
32,Beta-NGF,GLYCINE-N-N-O-TMS-1M/z246,0.9558550679616189,1
33,CCL4,TNFSF14,0.9927828642318155,1
34,CCL4,ADA,0.9894155797922219,0
35,CCL4,CCL23,0.9655993168607779,0
36,CCL4,CCL25,0.9974738136140779,0
37,HGF,platelets,0.9655908628224796,1
38,TRAIL,LAPTGF-beta1,0.950942070309044,0
39,IL7,CSF-1,0.9614600636580672,0
40,IL7,TNFB,0.9582699523268844,1
41,IL7,IL-10RB,0.9501521263130646,1
42,IL7,ACETAMINOPHEN-2TMS-1M/z297,0.992404126423983,1
43,IL7,ORNITHINE-N-N-O-TMS_1-1M/z144,0.9614389801463863,0
44,IL7,LYSINE-N-N-O-TMS_1-1M/z102,0.9930238218970442,0
45,IL7,CYSTEINE-N-O-S-TMS-1M/z218,0.968100720492402,1
46,IL7,LACTOSE-MEOX-8TMS_1-1M/z204,0.9850534426925178,1
47,Flt3L,SEC22C,0.9790688784996556,1
48,Flt3L,HYPOXANTHINE-2TMS-1M/z282,0.9719180260254031,0
49,OPG,CELLOBIOSE-MEOX-8TMS_2-1M/z361,0.9835618891230553,0
50,OPG,ALPHA-TOCOPHEROL-TMS-1M/z504,0.9547485370330289,0
51,CD5,MCP4,0.9664816478412349,1
52,CD5,LAMINARIBIOSE-MEOX-8TMS_1-1M/z217,0.9588358565540565,1
53,CD5,PHENYLALANINE-N-O-TMS-1M/z268,0.9622931715341384,0
54,CD5,ALPHA-TOCOPHEROL-TMS-1M/z504,0.9820434806419124,1
