id,source,target,Weight,group
0,CIC,ST1A1,0.9614251350698368,1
1,BCS1L,CXCL9,0.9500499213880396,1
2,BCS1L,CST5,0.979259384708336,1
3,CYYR1,4E-BP1,0.9703625294936303,1
4,CYYR1,IL7,0.9966685524721186,1
5,CYYR1,SCF,0.9536131511852941,0
6,CYYR1,TNFRSF9,0.9503377252145226,0
7,CYYR1,CD8a,0.9691558270939242,1
8,CYYR1,MCP4,0.9530853435766503,0
9,PI4KAP1,CST5,0.957672046243797,1
10,ARHGAP33,CXCL5,0.9931342491422939,0
11,TMEM184A,CXCL9,0.986595928890575,0
12,TMEM184A,IL-10RB,0.9715812957646985,0
13,PPFIA3,CXCL9,0.9575674323392986,1
14,PPFIA3,CST5,0.975255599038938,1
15,MREG,CX3CL1,0.9781657481745605,0
16,TMX1,CXCL9,0.9507766196058398,1
17,CIT,CXCL9,0.9813242599679278,0
18,CIT,IL-10RB,0.9811027965624811,0
19,HOXA4,STAMPB,0.9704162219622882,1
20,hematocrit,CXCL6,0.988974174221201,0
21,CX3CL1,CXCL5,0.9503126489392248,0
22,MCP4,FGF-19,0.9681795901771405,0
23,MCP3,VEGFA,0.9998013025579567,0
24,MCP3,OSM,0.9592703024674866,1
25,MCP3,DNER,0.9978126539314671,0
26,MCP3,CCL19,0.9871111814074577,1
27,MCP3,HGF,0.9966469525201866,0
28,VEGFA,MCP3,0.9998013025579567,0
29,VEGFA,OSM,0.9587346628658127,0
30,VEGFA,DNER,0.9983168793759373,1
31,VEGFA,CCL19,0.9856865781036007,0
32,VEGFA,HGF,0.9970434772807526,1
33,VEGFA,HEPTADECANOIC-ACID-TMS-1M/z132,0.9566075758221994,1
34,RANKL,CYSTINE-N-N-O-O-TMS-1M/z297,0.9781752795473476,1
35,4E-BP1,CYYR1,0.9703625294936303,1
36,4E-BP1,IL7,0.9641502821165306,1
37,4E-BP1,FGF23,0.9819803743558525,0
38,4E-BP1,SCF,0.9920078157684692,0
39,4E-BP1,TNFRSF9,0.9917152957517841,0
40,4E-BP1,CD8a,0.9975756241755653,1
41,4E-BP1,MMP-10,0.9909401415998703,0
42,4E-BP1,MCP4,0.9935129374569253,0
43,4E-BP1,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9663635348714652,0
44,4E-BP1,MALIC-ACID-3TMS-1M/z245,0.9814543224145402,0
45,IL8,HEXADECANOIC-ACID-TMS-1M/z171,0.9802954077003397,1
46,IL8,OCTADECENOIC-ACID--9-(Z)-TMS-1M/z222,0.9891060925921253,1
47,IL8,OCTADECENOIC-ACID--9-(E)-TMS-1M/z339,0.9896550713449558,1
48,IL8,OCTADECADIENOIC-ACID--9-12-(Z-Z)-TMS-1M/z337,0.9602983957602886,1
49,IL7,CYYR1,0.9966685524721186,1
50,IL7,4E-BP1,0.9641502821165306,1
51,IL7,CD8a,0.960777486913846,1
52,IL7,BETA-ALANINE--N-N-O-TMS-1M/z304,0.9612693834878832,0
53,IL6,uPA,0.975697909155359,1
54,TWEAK,TRYPTOPHAN-N-N-O-TMS-1M/z303,0.970753085589912,1
55,OSM,MCP3,0.9592703024674866,1
56,OSM,VEGFA,0.9587346628658127,0
57,OSM,CCL19,0.972562172729951,1
58,ST1A1,CIC,0.9614251350698368,1
59,ST1A1,TYROSINE-N-O-O-TMS-1M/z382,0.9502813161298012,1
60,ST1A1,MALTOSE-MEOX-8TMS_1-1M/z361,0.9938525542726462,1
61,FGF23,4E-BP1,0.9819803743558525,0
62,FGF23,SCF,0.9960777967841006,1
63,FGF23,TNFRSF9,0.9955336937606644,1
64,FGF23,CD8a,0.988809312670896,0
65,FGF23,MMP-10,0.9983499208458131,1
66,FGF23,MCP4,0.9921641021863951,1
67,FGF23,ALPHA-TOCOPHEROL-TMS-1M/z504,0.9528125984507247,0
68,FGF23,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.96271523938715,1
69,FGF23,MALIC-ACID-3TMS-1M/z245,0.9959248654688652,1
70,CSF-1,IL-18R1,0.9973391037238719,0
71,CSF-1,MMP-1,0.9990405639404002,0
72,CSF-1,CD244,0.9978993986836762,0
73,CSF-1,LACTOSE-MEOX-8TMS_1-1M/z204,0.9500978722777809,0
74,SCF,CYYR1,0.9536131511852941,0
75,SCF,4E-BP1,0.9920078157684692,0
76,SCF,FGF23,0.9960777967841006,1
77,SCF,TNFRSF9,0.9993174988042289,1
78,SCF,CD8a,0.9974996960453452,0
79,SCF,MMP-10,0.9981056804557902,1
80,SCF,MCP4,0.9989412874460168,1
81,SCF,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9627041513086082,1
82,SCF,MALIC-ACID-3TMS-1M/z245,0.9881951582542305,1
83,DNER,MCP3,0.9978126539314671,0
84,DNER,VEGFA,0.9983168793759373,1
85,DNER,CCL19,0.9780795605864957,0
86,DNER,HGF,0.9991659510832757,1
87,DNER,HEPTADECANOIC-ACID-TMS-1M/z132,0.9544492849528424,1
88,CCL19,MCP3,0.9871111814074577,1
89,CCL19,VEGFA,0.9856865781036007,0
90,CCL19,OSM,0.972562172729951,1
91,CCL19,DNER,0.9780795605864957,0
92,CCL19,HGF,0.9758797149735499,0
93,CX3CL1,MREG,0.9781657481745605,0
94,CX3CL1,FGF-21,0.9774300824101056,1
95,CX3CL1,-Tryptophan_Ri2161Mz202,0.9704956038139311,1
96,CX3CL1,SORBOSE-MEOX-5TMS_2-1,0.952759206669277,1
97,TNFRSF9,CYYR1,0.9503377252145226,0
98,TNFRSF9,4E-BP1,0.9917152957517841,0
99,TNFRSF9,FGF23,0.9955336937606644,1
100,TNFRSF9,SCF,0.9993174988042289,1
101,TNFRSF9,CD8a,0.9962541661483213,0
102,TNFRSF9,MMP-10,0.9980093743901424,1
103,TNFRSF9,MCP4,0.9984151036482839,1
104,TNFRSF9,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9691349836404055,1
105,TNFRSF9,MALIC-ACID-3TMS-1M/z245,0.9904119843388749,1
106,CD8a,CYYR1,0.9691558270939242,1
107,CD8a,4E-BP1,0.9975756241755653,1
108,CD8a,IL7,0.960777486913846,1
109,CD8a,FGF23,0.988809312670896,0
110,CD8a,SCF,0.9974996960453452,0
111,CD8a,TNFRSF9,0.9962541661483213,0
112,CD8a,MMP-10,0.9944732144966815,0
113,CD8a,MCP4,0.9979357334590494,0
114,CD8a,FUMARIC-ACID-2TMS-1M/z246,0.9505661712429234,0
115,CD8a,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9610039574590052,0
116,CD8a,MALIC-ACID-3TMS-1M/z245,0.9806328217326464,0
117,IL-18R1,CSF-1,0.9973391037238719,0
118,IL-18R1,MMP-1,0.9981358992637223,1
119,IL-18R1,CD244,0.9998751591805253,1
120,IL-18R1,LACTOSE-MEOX-8TMS_1-1M/z204,0.9621407107334039,1
121,CXCL5,ARHGAP33,0.9931342491422939,0
122,CXCL5,CX3CL1,0.9503126489392248,0
123,CXCL5,LYSINE-N-N-N-O-TMS_2-1,0.9544499170538524,0
124,CXCL5,HEPTADECANOIC-ACID-TMS-1M/z132,0.997831067961055,1
125,CCL25,2-AMINOBUTYRIC-ACID--O-N-TMS-1M/z130,0.9710847599658426,1
126,TNFB,FGF-19,0.990452351055007,0
127,MMP-10,4E-BP1,0.9909401415998703,0
128,MMP-10,FGF23,0.9983499208458131,1
129,MMP-10,SCF,0.9981056804557902,1
130,MMP-10,TNFRSF9,0.9980093743901424,1
131,MMP-10,CD8a,0.9944732144966815,0
132,MMP-10,MCP4,0.995724902477988,1
133,MMP-10,GLUTAMINE-N-N-O-TMS_1-1M/z347,0.9679883108410579,1
134,MMP-10,MALIC-ACID-3TMS-1M/z245,0.9953093296491059,1
135,LIF-R,uPA,0.9727304315929487,1
136,CXCL6,hematocrit,0.988974174221201,0
137,CCL20,SUCROSE-8TMS-1M/z362,0.9567663545137992,0
138,CCL20,INOSINE-4TMS-1M/z217,0.9584760871220961,0
139,CDCP1,TYROSINE-N-O-O-TMS-1M/z382,0.9625902030961334,0
140,CDCP1,MALTOSE-MEOX-8TMS_1-1M/z361,0.9782404060371663,0
141,CXCL9,BCS1L,0.9500499213880396,1
142,CXCL9,TMEM184A,0.986595928890575,0
143,CXCL9,PPFIA3,0.9575674323392986,1
144,CXCL9,TMX1,0.9507766196058398,1
145,CXCL9,CIT,0.9813242599679278,0
146,CXCL9,IL-10RB,0.9922934367766613,1
147,HGF,MCP3,0.9966469525201866,0
148,HGF,VEGFA,0.9970434772807526,1
149,HGF,DNER,0.9991659510832757,1
150,HGF,CCL19,0.9758797149735499,0
151,HGF,HEPTADECANOIC-ACID-TMS-1M/z132,0.9537483290936062,1
152,MMP-1,CSF-1,0.9990405639404002,0
153,MMP-1,IL-18R1,0.9981358992637223,1
154,MMP-1,CD244,0.9987464612238754,1
155,FGF-19,MCP4,0.9681795901771405,0
156,FGF-19,TNFB,0.990452351055007,0
157,FGF-19,3-HYDROXYBUTYRIC-ACID-2TMS-1M/z204,0.9507904136340273,0
158,STAMPB,HOXA4,0.9704162219622882,1
159,STAMPB,TYROSINE-N-O-O-TMS-1M/z382,0.9688709444510702,1
160,STAMPB,MALTOSE-MEOX-8TMS_1-1M/z361,0.9739388164861369,1
