id,label,group,nodesize
THTPA,THTPA,1,22
UPF1,UPF1,1,9
TMEM184A,TMEM184A,1,7
ZNF597,ZNF597,1,6
MICAL3,MICAL3,1,1
leukocytes,leukocytes,2,57
neutrophils,neutrophils,2,50
c_CXCL10,c_CXCL10,3,100
p_VEGFA,p_VEGFA,4,94
p_RANKL,p_RANKL,4,52
p_4E-BP1,p_4E-BP1,4,37
p_IL8,p_IL8,4,36
p_CXCL10,p_CXCL10,4,33
p_MCP3,p_MCP3,4,30
p_IL7,p_IL7,4,28
p_IL6,p_IL6,4,25
p_TWEAK,p_TWEAK,4,23
p_OSM,p_OSM,4,20
p_ST1A1,p_ST1A1,4,19
p_MCP-2,p_MCP-2,4,17
p_FGF23,p_FGF23,4,17
p_CSF-1,p_CSF-1,4,16
p_SCF,p_SCF,4,14
p_CCL4,p_CCL4,4,14
p_DNER,p_DNER,4,14
p_CCL19,p_CCL19,4,14
p_CX3CL1,p_CX3CL1,4,12
p_TNFRSF9,p_TNFRSF9,4,12
p_CD8a,p_CD8a,4,11
p_IL-18R1,p_IL-18R1,4,11
p_CD40,p_CD40,4,11
p_CXCL5,p_CXCL5,4,10
p_CCL25,p_CCL25,4,9
p_TNFB,p_TNFB,4,9
p_MMP-10,p_MMP-10,4,9
p_LIF-R,p_LIF-R,4,9
p_CXCL1,p_CXCL1,4,9
p_CXCL6,p_CXCL6,4,8
p_CCL20,p_CCL20,4,8
p_CDCP1,p_CDCP1,4,7
p_CXCL9,p_CXCL9,4,7
p_HGF,p_HGF,4,6
p_MMP-1,p_MMP-1,4,5
p_FGF-19,p_FGF-19,4,5
p_PD-L1,p_PD-L1,4,5
p_STAMPB,p_STAMPB,4,5
p_CCL3,p_CCL3,4,5
p_uPA,p_uPA,4,4
p_IL-10RB,p_IL-10RB,4,4
p_TRAIL,p_TRAIL,4,3
p_FGF-21,p_FGF-21,4,3
p_CCL11,p_CCL11,4,3
p_CCL23,p_CCL23,4,3
p_MCP4,p_MCP4,4,3
p_MCP1,p_MCP1,4,2
p_CST5,p_CST5,4,2
p_CASP-8,p_CASP-8,4,2
p_LAPTGF-beta1,p_LAPTGF-beta1,4,1
p_CD244,p_CD244,4,1
