id,source,target,Weight,group
0,RAE1,EIF1AX,0.8214285714285712,0
1,monocytes,FOXM1,0.8714285714285712,0
2,SCARNA18,BTBD10,0.8321428571428571,1
3,LSM7,FAM100A,0.8035714285714284,0
4,FAM100A,LSM7,0.8035714285714284,0
5,hsa-miR-7156-3p,JAG2,0.8107142857142855,1
6,hsa-miR-10b-5p,JAG2,0.8749999999999999,1
7,RAE1,DHFRL1,0.8571428571428571,1
8,EIF1AX,RAE1,0.8214285714285712,0
9,DHFRL1,RAE1,0.8571428571428571,1
10,c_CXCL10,FBXW11,0.8214285714285712,0
11,BTBD10,SCARNA18,0.8321428571428571,1
12,MALTOSE-MEOX-8TMS_1-1-M/z361,KLHL15,0.8107142857142855,0
13,ast,alt,0.8150137302686686,1
14,PHENYLALANINE-N-O-TMS-1-M/z268,creatinine,0.8285714285714284,1
15,FOXM1,monocytes,0.8714285714285712,0
16,neutrophils,leukocytes,0.9249999999999998,1
17,leukocytes,neutrophils,0.9249999999999998,1
18,alt,ast,0.8150137302686686,1
19,FBXW11,c_CXCL10,0.8214285714285712,0
20,hsa_piR_002808_DQ573776,hsa-miR-1208,0.8107142857142855,1
21,hsa-miR-4802-5p,hsa-miR-1208,0.8964285714285712,1
22,hsa-miR-6740-3p,hsa-miR-1208,0.8785714285714284,1
23,hsa-miR-6086,hsa-miR-1208,0.8107142857142855,1
24,hsa_piR_019068_DQ596183,hsa-miR-1208,0.8035714285714284,1
25,hsa-miR-1207-3p,hsa-miR-1208,0.95,1
26,hsa-miR-7156-3p,hsa-miR-1208,0.8642857142857141,1
27,hsa-miR-3663-5p,hsa-miR-1208,0.8571428571428571,1
28,hsa-miR-4694-3p,hsa-miR-1208,0.8464285714285712,1
29,hsa-miR-1468-3p,hsa-miR-1208,0.8571428571428571,1
30,hsa-miR-572,hsa-miR-1208,0.8714285714285712,1
31,hsa-miR-4726-5p,hsa-miR-1208,0.8428571428571429,1
32,hsa-miR-3153,hsa-miR-1208,0.8499999999999999,1
33,hsa-miR-5687,hsa-miR-1208,0.825,1
34,hsa-miR-10b-5p,hsa-miR-1208,0.8642857142857141,1
35,hsa-miR-3617-3p,hsa-miR-1208,0.8892857142857141,1
36,hsa-miR-1208,hsa_piR_002808_DQ573776,0.8107142857142855,1
37,hsa-miR-6769b-3p,hsa_piR_002808_DQ573776,0.8321428571428571,1
38,hsa_piR_019068_DQ596183,hsa_piR_002808_DQ573776,0.8964285714285712,1
39,hsa-miR-3663-5p,hsa_piR_002808_DQ573776,0.8107142857142855,1
40,hsa-miR-3153,hsa_piR_002808_DQ573776,0.914285714285714,1
41,hsa-miR-4722-5p,hsa_piR_002808_DQ573776,0.8928571428571428,1
42,hsa-miR-6740-3p,hsa-miR-1227-3p,0.807142857142857,1
43,hsa-miR-6769b-3p,hsa-miR-1227-3p,0.8821428571428571,1
44,hsa-miR-6130,hsa-miR-1227-3p,0.8571428571428571,1
45,hsa-miR-6830-3p,hsa-miR-1227-3p,0.8392857142857142,1
46,hsa-miR-10a-3p,hsa-miR-1227-3p,0.8392857142857142,1
47,hsa-miR-1468-3p,hsa-miR-1227-3p,0.8107142857142855,1
48,hsa-miR-5699-3p,hsa-miR-1227-3p,0.8714285714285712,1
49,hsa-miR-3928-3p,hsa-miR-1227-3p,0.8464285714285712,1
50,hsa-miR-4727-5p,hsa-miR-1227-3p,0.8285714285714284,1
51,hsa-miR-3944-5p,hsa-miR-1227-3p,0.825,1
52,hsa-miR-203b-3p,hsa-miR-1227-3p,0.8357142857142855,1
53,hsa-miR-3153,hsa-miR-1227-3p,0.8107142857142855,1
54,hsa-miR-5687,hsa-miR-1227-3p,0.8821428571428571,1
55,-Tryptophan_Ri2161Mz202,hsa-miR-1227-3p,0.8142857142857142,1
56,hsa-miR-6086,hsa-miR-130a-5p,0.8535714285714284,1
57,hsa_piR_002811_DQ573780,hsa-miR-130a-5p,0.8285714285714284,1
58,hsa-miR-374b-5p,hsa-miR-130a-5p,0.8357142857142855,1
59,hsa-miR-1207-3p,hsa-miR-130a-5p,0.8107142857142855,1
60,hsa-miR-6830-3p,hsa-miR-130a-5p,0.9214285714285713,1
61,hsa-miR-7156-3p,hsa-miR-130a-5p,0.8821428571428571,1
62,hsa-miR-31-5p,hsa-miR-130a-5p,0.8749999999999999,1
63,hsa-miR-3661,hsa-miR-130a-5p,0.8714285714285712,1
64,hsa-miR-10a-3p,hsa-miR-130a-5p,0.8214285714285712,1
65,hsa-miR-3663-5p,hsa-miR-130a-5p,0.8571428571428571,1
66,hsa-miR-4694-3p,hsa-miR-130a-5p,0.9107142857142855,1
67,hsa_piR_019752_DQ597110,hsa-miR-130a-5p,0.8357142857142855,1
68,hsa-miR-675-5p,hsa-miR-130a-5p,0.8214285714285712,1
69,hsa-miR-3675-5p,hsa-miR-130a-5p,0.8857142857142855,1
70,hsa-miR-30b-5p,hsa-miR-130a-5p,0.9107142857142855,1
71,hsa-miR-572,hsa-miR-130a-5p,0.8642857142857141,1
72,hsa-miR-4726-5p,hsa-miR-130a-5p,0.9035714285714285,1
73,hsa-miR-5001-5p,hsa-miR-130a-5p,0.825,1
74,hsa-miR-4727-5p,hsa-miR-130a-5p,0.8785714285714284,1
75,hsa-miR-514a-3p,hsa-miR-130a-5p,0.8964285714285712,1
76,hsa-miR-15a-5p,hsa-miR-130a-5p,0.8357142857142855,1
77,hsa-miR-6790-5p,hsa-miR-130a-5p,0.8535714285714284,1
78,hsa-miR-6842-3p,hsa-miR-130a-5p,0.8999999999999999,1
79,hsa-miR-1224-5p,hsa-miR-130a-5p,0.8928571428571428,1
80,hsa-miR-4778-5p,hsa-miR-130a-5p,0.9535714285714283,1
81,hsa-miR-3617-3p,hsa-miR-130a-5p,0.825,1
82,hsa-miR-6830-3p,hsa-miR-8060,0.8214285714285712,1
83,hsa-miR-4736,hsa-miR-8060,0.8357142857142855,1
84,hsa-miR-3928-3p,hsa-miR-8060,0.8607142857142854,1
85,hsa-miR-4727-5p,hsa-miR-8060,0.8499999999999999,1
86,hsa-miR-3944-5p,hsa-miR-8060,0.9107142857142855,1
87,hsa-miR-1208,hsa-miR-4802-5p,0.8964285714285712,1
88,hsa-miR-6740-3p,hsa-miR-4802-5p,0.8285714285714284,1
89,hsa-miR-6086,hsa-miR-4802-5p,0.8892857142857141,1
