id,label,group,nodesize
KEL,KEL,1,39
LARS,LARS,1,31
KLHDC8B,KLHDC8B,1,29
RNASE6,RNASE6,1,28
BTF3,BTF3,1,26
JAK2,JAK2,1,25
SLC25A39,SLC25A39,1,24
RMI2,RMI2,1,24
A4GALT,A4GALT,1,24
MEF2A,MEF2A,1,23
PES1,PES1,1,20
EIF2C2,EIF2C2,1,20
KLC3,KLC3,1,18
HPS1,HPS1,1,17
SNTB1,SNTB1,1,17
MTRNR2L2,MTRNR2L2,1,15
DIAPH3,DIAPH3,1,15
ANK1,ANK1,1,13
LZTFL1,LZTFL1,1,13
CA11,CA11,1,13
EFHA1,EFHA1,1,13
PPP1R32,PPP1R32,1,12
ZNF704,ZNF704,1,12
SCGB1C1,SCGB1C1,1,12
IL16,IL16,1,12
SLC1A5,SLC1A5,1,12
TACC3,TACC3,1,11
UPK3BL,UPK3BL,1,11
POLL,POLL,1,11
SERP1,SERP1,1,10
PRICKLE2,PRICKLE2,1,10
TNFSF15,TNFSF15,1,10
SGTA,SGTA,1,10
CCDC170,CCDC170,1,9
SMPD1,SMPD1,1,9
SRP68,SRP68,1,9
LMBRD2,LMBRD2,1,7
LYL1,LYL1,1,7
HOXA4,HOXA4,1,7
DFNA5,DFNA5,1,7
ACHE,ACHE,1,6
SLC31A1,SLC31A1,1,6
C3orf33,C3orf33,1,6
EVPL,EVPL,1,6
LOC643723,LOC643723,1,6
DDX39A,DDX39A,1,5
SLC41A2,SLC41A2,1,5
RFC4,RFC4,1,5
CCDC163P,CCDC163P,1,5
GPR146,GPR146,1,5
QRSL1,QRSL1,1,5
ADPRHL1,ADPRHL1,1,4
GPR113,GPR113,1,4
FAM206A,FAM206A,1,4
PRSS57,PRSS57,1,4
DNAJC4,DNAJC4,1,4
AGBL5,AGBL5,1,3
UTP18,UTP18,1,3
INPP4A,INPP4A,1,3
RBM5,RBM5,1,3
UFSP2,UFSP2,1,3
SPPL3,SPPL3,1,3
NFIA,NFIA,1,2
MGAT3,MGAT3,1,2
INSM2,INSM2,1,2
NEK1,NEK1,1,2
TTC30B,TTC30B,1,2
BLVRB,BLVRB,1,1
TAL1,TAL1,1,1
CIAPIN1,CIAPIN1,1,1
BEX1,BEX1,1,1
CDK10,CDK10,1,1
DOK6,DOK6,1,1
ST6GALNAC4,ST6GALNAC4,1,1
LOC100506746,LOC100506746,1,0
leukocytes,leukocytes,2,100
alt,alt,2,89
mcv,mcv,2,77
creatinine,creatinine,2,74
neutrophils,neutrophils,2,67
basophils,basophils,2,60
hematocrit,hematocrit,2,58
lymphocytes,lymphocytes,2,55
hemoglobin,hemoglobin,2,52
platelets,platelets,2,42
mch,mch,2,40
monocytes,monocytes,2,39
ast,ast,2,31
