id,label,group,nodesize
p_CXCL9,p_CXCL9,5,15
p_CXCL5,p_CXCL5,5,15
p_FGF23,p_FGF23,5,11
p_CCL3,p_CCL3,5,10
p_IL7,p_IL7,5,10
p_MMP-10,p_MMP-10,5,10
p_CD8a,p_CD8a,5,10
p_CD244,p_CD244,5,9
p_OSM,p_OSM,5,9
p_IL6,p_IL6,5,8
p_IL-18R1,p_IL-18R1,5,8
p_MCP4,p_MCP4,5,7
p_TGF-alpha,p_TGF-alpha,5,7
p_CD6,p_CD6,5,7
p_OPG,p_OPG,5,7
p_CCL25,p_CCL25,5,6
p_LIF-R,p_LIF-R,5,5
p_CD40,p_CD40,5,5
p_CXCL6,p_CXCL6,5,5
p_CCL23,p_CCL23,5,5
p_SCF,p_SCF,5,5
p_CX3CL1,p_CX3CL1,5,5
p_ST1A1,p_ST1A1,5,5
p_CXCL10,p_CXCL10,5,4
p_AXIN1,p_AXIN1,5,4
p_VEGFA,p_VEGFA,5,3
p_TRAIL,p_TRAIL,5,3
p_MCP3,p_MCP3,5,3
p_FGF-19,p_FGF-19,5,3
p_CXCL1,p_CXCL1,5,3
p_MCP-2,p_MCP-2,5,3
p_TNFSF14,p_TNFSF14,5,3
p_uPA,p_uPA,5,2
p_CCL19,p_CCL19,5,2
p_IL8,p_IL8,5,2
p_CST5,p_CST5,5,2
p_MMP-1,p_MMP-1,5,2
p_TWEAK,p_TWEAK,5,2
p_SIRT2,p_SIRT2,5,2
p_IL-12B,p_IL-12B,5,2
p_ADA,p_ADA,5,1
p_TNFB,p_TNFB,5,1
p_FGF-21,p_FGF-21,5,1
p_IL10,p_IL10,5,1
p_IL-10RB,p_IL-10RB,5,1
p_MCP1,p_MCP1,5,1
ERYTHRITOL-4TMS-1-M/z277,ERYTHRITOL-4TMS-1-M/z277,6,16
OCTADECENOIC-ACID--9-(E)-TMS-1-M/z339,OCTADECENOIC-ACID--9-(E)-TMS-1-M/z339,6,13
ORNITHINE-N-N-O-TMS_1-1-M/z144,ORNITHINE-N-N-O-TMS_1-1-M/z144,6,12
CYSTEINE-N-O-S-TMS-1-M/z218,CYSTEINE-N-O-S-TMS-1-M/z218,6,11
ASPARAGINE-N-N-O-TMS-1-M/z231,ASPARAGINE-N-N-O-TMS-1-M/z231,6,11
ISOERYTHRITOL-4TMS-1-M/z277,ISOERYTHRITOL-4TMS-1-M/z277,6,11
FRUCTOSE-MEOX-5TMS_1-1-M/z366,FRUCTOSE-MEOX-5TMS_1-1-M/z366,6,9
-Tryptophan_Ri2161Mz202,-Tryptophan_Ri2161Mz202,6,8
LYSINE-N-N-O-TMS_1-1-M/z102,LYSINE-N-N-O-TMS_1-1-M/z102,6,8
HEXADECANOIC-ACID-TMS-1-M/z171,HEXADECANOIC-ACID-TMS-1-M/z171,6,8
CELLOBIOSE-MEOX-8TMS_2-1-M/z361,CELLOBIOSE-MEOX-8TMS_2-1-M/z361,6,7
NIGEROSE-MEOX-8TMS_2-1-M/z361,NIGEROSE-MEOX-8TMS_2-1-M/z361,6,6
SERINE-N-O-O-TMS-1-M/z307,SERINE-N-O-O-TMS-1-M/z307,6,6
BETA-ALANINE-N-O-TMS-1-M/z218,BETA-ALANINE-N-O-TMS-1-M/z218,6,6
PYROGLUTAMIC-ACID-N-O-TMS-1-M/z159,PYROGLUTAMIC-ACID-N-O-TMS-1-M/z159,6,5
THREONINE-N-O-O-TMS-1-M/z293,THREONINE-N-O-O-TMS-1-M/z293,6,5
LYSINE-N-N-O-TMS_3-1,LYSINE-N-N-O-TMS_3-1,6,4
SORBOSE-MEOX-5TMS_1-1-M/z364,SORBOSE-MEOX-5TMS_1-1-M/z364,6,4
TYROSINE-N-O-O-TMS-1-M/z382,TYROSINE-N-O-O-TMS-1-M/z382,6,4
SORBOSE-MEOX-5TMS_2-1,SORBOSE-MEOX-5TMS_2-1,6,4
MALTOSE-MEOX-8TMS_1-1-M/z361,MALTOSE-MEOX-8TMS_1-1-M/z361,6,3
METHYL-HISTIDINE-2TMS-1-M/z168,METHYL-HISTIDINE-2TMS-1-M/z168,6,3
URIC-ACID-N-O-O-O-TMS-1-M/z72,URIC-ACID-N-O-O-O-TMS-1-M/z72,6,2
OCTADECENOIC-ACID--9-(Z)-TMS-1-M/z222,OCTADECENOIC-ACID--9-(Z)-TMS-1-M/z222,6,2
PHENYLALANINE-N-O-TMS-1-M/z268,PHENYLALANINE-N-O-TMS-1-M/z268,6,2
ISOCITRIC-ACID-4TMS-1-M/z466,ISOCITRIC-ACID-4TMS-1-M/z466,6,2
LEUCINE--N-O-TMS-1-M/z158,LEUCINE--N-O-TMS-1-M/z158,6,1
CITRIC-ACID-4TMS-1-M/z465,CITRIC-ACID-4TMS-1-M/z465,6,0
GLYCINE-N-N-O-TMS-1-M/z246,GLYCINE-N-N-O-TMS-1-M/z246,6,0
ISOLEUCINE--N-O-TMS-1-M/z233,ISOLEUCINE--N-O-TMS-1-M/z233,6,0
VALINE-N-O-TMS-1-M/z246,VALINE-N-O-TMS-1-M/z246,6,0
