id,label,group,nodesize
EIF1AX,EIF1AX,1,15
FOXM1,FOXM1,1,13
BTBD10,BTBD10,1,8
FAM100A,FAM100A,1,6
LSM7,LSM7,1,5
JAG2,JAG2,1,5
DHFRL1,DHFRL1,1,4
RAE1,RAE1,1,4
FBXW11,FBXW11,1,3
SCARNA18,SCARNA18,1,2
KLHL15,KLHL15,1,1
alt,alt,2,64
creatinine,creatinine,2,42
monocytes,monocytes,2,30
leukocytes,leukocytes,2,23
neutrophils,neutrophils,2,22
ast,ast,2,21
c_CXCL10,c_CXCL10,3,100
hsa-miR-1208,hsa-miR-1208,4,47
hsa_piR_002808_DQ573776,hsa_piR_002808_DQ573776,4,27
hsa-miR-1227-3p,hsa-miR-1227-3p,4,24
hsa-miR-130a-5p,hsa-miR-130a-5p,4,23
hsa-miR-8060,hsa-miR-8060,4,17
hsa-miR-4802-5p,hsa-miR-4802-5p,4,16
hsa-miR-6740-3p,hsa-miR-6740-3p,4,16
hsa-miR-424-5p,hsa-miR-424-5p,4,13
hsa-miR-6769b-3p,hsa-miR-6769b-3p,4,13
hsa-miR-5590-5p,hsa-miR-5590-5p,4,13
hsa-miR-6086,hsa-miR-6086,4,13
hsa-miR-451a,hsa-miR-451a,4,13
hsa_piR_014959_DQ590455,hsa_piR_014959_DQ590455,4,12
hsa-miR-6784-3p,hsa-miR-6784-3p,4,11
hsa_piR_002811_DQ573780,hsa_piR_002811_DQ573780,4,10
hsa_piR_019068_DQ596183,hsa_piR_019068_DQ596183,4,10
hsa-miR-6130,hsa-miR-6130,4,10
hsa-miR-1537-5p,hsa-miR-1537-5p,4,9
hsa-miR-374b-5p,hsa-miR-374b-5p,4,9
hsa-miR-1207-3p,hsa-miR-1207-3p,4,9
hsa-miR-6830-3p,hsa-miR-6830-3p,4,9
hsa-miR-7156-3p,hsa-miR-7156-3p,4,8
hsa-miR-548ak,hsa-miR-548ak,4,8
hsa-miR-31-5p,hsa-miR-31-5p,4,8
hsa-miR-367-5p,hsa-miR-367-5p,4,8
hsa-miR-3661,hsa-miR-3661,4,8
hsa-miR-10a-3p,hsa-miR-10a-3p,4,7
hsa-miR-3663-5p,hsa-miR-3663-5p,4,7
hsa-miR-4694-3p,hsa-miR-4694-3p,4,7
hsa-miR-3689a-3p,hsa-miR-3689a-3p,4,6
hsa-miR-1468-3p,hsa-miR-1468-3p,4,6
hsa-miR-4736,hsa-miR-4736,4,6
hsa_piR_019752_DQ597110,hsa_piR_019752_DQ597110,4,5
hsa-miR-675-5p,hsa-miR-675-5p,4,5
hsa-miR-3675-5p,hsa-miR-3675-5p,4,5
hsa-miR-5699-3p,hsa-miR-5699-3p,4,5
hsa-miR-30b-5p,hsa-miR-30b-5p,4,5
hsa-miR-572,hsa-miR-572,4,5
hsa-miR-4726-5p,hsa-miR-4726-5p,4,5
hsa-miR-7150,hsa-miR-7150,4,5
hsa-miR-5001-5p,hsa-miR-5001-5p,4,5
hsa-miR-3928-3p,hsa-miR-3928-3p,4,5
hsa-miR-363-3p,hsa-miR-363-3p,4,5
hsa-miR-4727-5p,hsa-miR-4727-5p,4,5
hsa-miR-514a-3p,hsa-miR-514a-3p,4,5
hsa-miR-3944-5p,hsa-miR-3944-5p,4,4
hsa-miR-15a-5p,hsa-miR-15a-5p,4,4
hsa-miR-6790-5p,hsa-miR-6790-5p,4,4
hsa-miR-203b-3p,hsa-miR-203b-3p,4,4
hsa-miR-3153,hsa-miR-3153,4,4
hsa-miR-6842-3p,hsa-miR-6842-3p,4,3
hsa-miR-1224-5p,hsa-miR-1224-5p,4,2
hsa-let-7b-5p,hsa-let-7b-5p,4,2
hsa-miR-601,hsa-miR-601,4,2
hsa-miR-5687,hsa-miR-5687,4,2
hsa-miR-4722-5p,hsa-miR-4722-5p,4,2
hsa_piR_021303_DQ599270,hsa_piR_021303_DQ599270,4,2
hsa-miR-4778-5p,hsa-miR-4778-5p,4,2
hsa-miR-215-3p,hsa-miR-215-3p,4,1
hsa-miR-10b-5p,hsa-miR-10b-5p,4,1
hsa-miR-486-5p,hsa-miR-486-5p,4,1
hsa-miR-3617-3p,hsa-miR-3617-3p,4,0
p_IL18,p_IL18,5,67
p_Flt3L,p_Flt3L,5,45
p_CCL4,p_CCL4,5,29
p_Beta-NGF,p_Beta-NGF,5,24
p_CSF-1,p_CSF-1,5,19
p_CCL11,p_CCL11,5,19
p_CD5,p_CD5,5,18
p_CCL20,p_CCL20,5,17
p_TNFRSF9,p_TNFRSF9,5,17
p_EN-RAGE,p_EN-RAGE,5,16
