id,label,group,nodesize
FAM159A,FAM159A,1,26
RNF41,RNF41,1,17
REP15,REP15,1,16
SUMF2,SUMF2,1,15
RFPL3,RFPL3,1,14
CAPZB,CAPZB,1,14
LOC595101,LOC595101,1,14
EIF1AX,EIF1AX,1,13
CENPV,CENPV,1,13
QRSL1,QRSL1,1,12
ZNF708,ZNF708,1,12
PRKCZ,PRKCZ,1,12
C17orf66,C17orf66,1,12
FOXM1,FOXM1,1,12
ALG10B,ALG10B,1,11
DENND6B,DENND6B,1,11
LOC399815,LOC399815,1,11
SDHA,SDHA,1,10
SLC9A3R2,SLC9A3R2,1,9
COL15A1,COL15A1,1,9
LOC646471,LOC646471,1,8
PPIAL4F,PPIAL4F,1,8
ARG2,ARG2,1,8
SOCS3,SOCS3,1,8
PET100,PET100,1,8
SF3B14,SF3B14,1,8
BTBD10,BTBD10,1,8
RABL3,RABL3,1,7
CDK15,CDK15,1,7
HBM,HBM,1,7
FRYL,FRYL,1,7
FLT3LG,FLT3LG,1,6
PYURF,PYURF,1,6
FAM100A,FAM100A,1,6
PYROXD2,PYROXD2,1,5
CDK1,CDK1,1,5
JPX,JPX,1,5
COG3,COG3,1,5
LSM7,LSM7,1,5
BFAR,BFAR,1,5
LOC389791,LOC389791,1,5
CUL4A,CUL4A,1,4
JAG2,JAG2,1,4
ZNF440,ZNF440,1,4
MELK,MELK,1,4
CRELD2,CRELD2,1,4
DHFRL1,DHFRL1,1,4
ARMC5,ARMC5,1,4
RAE1,RAE1,1,3
MAPK11,MAPK11,1,3
ABR,ABR,1,3
THBS3,THBS3,1,3
WDR19,WDR19,1,3
FBXW11,FBXW11,1,2
FCER2,FCER2,1,2
SCARNA18,SCARNA18,1,2
KLHL15,KLHL15,1,1
LOC100289361,LOC100289361,1,1
PPIAL4E,PPIAL4E,1,1
ZNF37BP,ZNF37BP,1,1
GAPDHS,GAPDHS,1,0
TTC30A,TTC30A,1,0
alt,alt,2,57
mcv,mcv,2,51
hemoglobin,hemoglobin,2,45
lymphocytes,lymphocytes,2,39
creatinine,creatinine,2,38
hematocrit,hematocrit,2,38
mch,mch,2,30
monocytes,monocytes,2,27
platelets,platelets,2,26
eosinophils,eosinophils,2,22
crp,crp,2,22
basophils,basophils,2,21
leukocytes,leukocytes,2,20
neutrophils,neutrophils,2,20
ast,ast,2,19
OSM,OSM,3,100
CXCL10,CXCL10,3,90
CX3CL1,CX3CL1,3,85
CXCL11,CXCL11,3,69
TRAIL,TRAIL,3,59
MCP4,MCP4,3,54
CSF1,CSF1,3,16
MCP3,MCP3,3,7
hsa-miR-1208,hsa-miR-1208,4,42
hsa_piR_002808_DQ573776,hsa_piR_002808_DQ573776,4,24
hsa-miR-1227-3p,hsa-miR-1227-3p,4,22
hsa-miR-130a-5p,hsa-miR-130a-5p,4,21
hsa-miR-8060,hsa-miR-8060,4,15
hsa-miR-4802-5p,hsa-miR-4802-5p,4,14
hsa-miR-6740-3p,hsa-miR-6740-3p,4,14
hsa-miR-424-5p,hsa-miR-424-5p,4,12
hsa-miR-6769b-3p,hsa-miR-6769b-3p,4,12
hsa-miR-5590-5p,hsa-miR-5590-5p,4,12
hsa-miR-6086,hsa-miR-6086,4,12
hsa-miR-451a,hsa-miR-451a,4,12
hsa_piR_014959_DQ590455,hsa_piR_014959_DQ590455,4,11
hsa-miR-6784-3p,hsa-miR-6784-3p,4,10
hsa_piR_002811_DQ573780,hsa_piR_002811_DQ573780,4,9
hsa_piR_019068_DQ596183,hsa_piR_019068_DQ596183,4,9
hsa-miR-6130,hsa-miR-6130,4,9
hsa-miR-1537-5p,hsa-miR-1537-5p,4,8
hsa-miR-374b-5p,hsa-miR-374b-5p,4,8
hsa-miR-1207-3p,hsa-miR-1207-3p,4,8
hsa-miR-6830-3p,hsa-miR-6830-3p,4,8
hsa-miR-7156-3p,hsa-miR-7156-3p,4,7
hsa-miR-548ak,hsa-miR-548ak,4,7
hsa-miR-31-5p,hsa-miR-31-5p,4,7
hsa-miR-367-5p,hsa-miR-367-5p,4,7
hsa-miR-3661,hsa-miR-3661,4,7
hsa-miR-10a-3p,hsa-miR-10a-3p,4,6
hsa-miR-3663-5p,hsa-miR-3663-5p,4,6
hsa-miR-4694-3p,hsa-miR-4694-3p,4,6
hsa-miR-3689a-3p,hsa-miR-3689a-3p,4,6
hsa-miR-1468-3p,hsa-miR-1468-3p,4,5
hsa-miR-4736,hsa-miR-4736,4,5
hsa_piR_019752_DQ597110,hsa_piR_019752_DQ597110,4,5
hsa-miR-675-5p,hsa-miR-675-5p,4,4
hsa-miR-3675-5p,hsa-miR-3675-5p,4,4
hsa-miR-5699-3p,hsa-miR-5699-3p,4,4
hsa-miR-30b-5p,hsa-miR-30b-5p,4,4
hsa-miR-572,hsa-miR-572,4,4
hsa-miR-4726-5p,hsa-miR-4726-5p,4,4
hsa-miR-7150,hsa-miR-7150,4,4
hsa-miR-5001-5p,hsa-miR-5001-5p,4,4
hsa-miR-3928-3p,hsa-miR-3928-3p,4,4
hsa-miR-363-3p,hsa-miR-363-3p,4,4
hsa-miR-4727-5p,hsa-miR-4727-5p,4,4
hsa-miR-514a-3p,hsa-miR-514a-3p,4,4
hsa-miR-3944-5p,hsa-miR-3944-5p,4,3
hsa-miR-15a-5p,hsa-miR-15a-5p,4,3
hsa-miR-6790-5p,hsa-miR-6790-5p,4,3
hsa-miR-203b-3p,hsa-miR-203b-3p,4,3
hsa-miR-3153,hsa-miR-3153,4,3
hsa-miR-6842-3p,hsa-miR-6842-3p,4,2
hsa-miR-1224-5p,hsa-miR-1224-5p,4,2
hsa-let-7b-5p,hsa-let-7b-5p,4,2
hsa-miR-601,hsa-miR-601,4,2
hsa-miR-5687,hsa-miR-5687,4,2
hsa-miR-4722-5p,hsa-miR-4722-5p,4,2
hsa_piR_021303_DQ599270,hsa_piR_021303_DQ599270,4,1
hsa-miR-4778-5p,hsa-miR-4778-5p,4,1
hsa-miR-215-3p,hsa-miR-215-3p,4,1
hsa-miR-10b-5p,hsa-miR-10b-5p,4,1
hsa-miR-486-5p,hsa-miR-486-5p,4,1
hsa-miR-3617-3p,hsa-miR-3617-3p,4,0
IL18,IL18,5,60
Flt3L,Flt3L,5,41
CCL4,CCL4,5,26
Beta-NGF,Beta-NGF,5,21
CSF-1,CSF-1,5,17
CCL11,CCL11,5,17
CD5,CD5,5,17
CCL20,CCL20,5,15
TNFRSF9,TNFRSF9,5,15
EN-RAGE,EN-RAGE,5,15
CXCL9,CXCL9,5,13
CXCL5,CXCL5,5,13
FGF23,FGF23,5,10
CCL3,CCL3,5,9
IL7,IL7,5,9
MMP-10,MMP-10,5,9
CD8a,CD8a,5,9
CD244,CD244,5,8
OSM,OSM,5,8
IL6,IL6,5,7
IL-18R1,IL-18R1,5,7
MCP4,MCP4,5,7
TGF-alpha,TGF-alpha,5,6
CD6,CD6,5,6
OPG,OPG,5,6
CCL25,CCL25,5,6
LIF-R,LIF-R,5,5
CD40,CD40,5,5
CXCL6,CXCL6,5,4
CCL23,CCL23,5,4
SCF,SCF,5,4
CX3CL1,CX3CL1,5,4
ST1A1,ST1A1,5,4
CXCL10,CXCL10,5,3
AXIN1,AXIN1,5,3
VEGFA,VEGFA,5,3
TRAIL,TRAIL,5,3
MCP3,MCP3,5,3
FGF-19,FGF-19,5,3
CXCL1,CXCL1,5,3
MCP-2,MCP-2,5,3
TNFSF14,TNFSF14,5,3
uPA,uPA,5,2
CCL19,CCL19,5,2
IL8,IL8,5,2
CST5,CST5,5,2
MMP-1,MMP-1,5,2
TWEAK,TWEAK,5,2
SIRT2,SIRT2,5,2
IL-12B,IL-12B,5,2
ADA,ADA,5,1
TNFB,TNFB,5,1
FGF-21,FGF-21,5,1
IL10,IL10,5,1
IL-10RB,IL-10RB,5,1
MCP1,MCP1,5,1
3-HYDROXYBUTYRIC-ACID-2TMS-1-M/z204,3-HYDROXYBUTYRIC-ACID-2TMS-1-M/z204,6,31
CYSTINE-N-N-O-O-TMS-1-M/z297,CYSTINE-N-N-O-O-TMS-1-M/z297,6,16
TRYPTOPHAN-N-N-O-TMS-1-M/z303,TRYPTOPHAN-N-N-O-TMS-1-M/z303,6,16
ALANINE-N-O-TMS-1-M/z192,ALANINE-N-O-TMS-1-M/z192,6,16
ERYTHRITOL-4TMS-1-M/z277,ERYTHRITOL-4TMS-1-M/z277,6,15
HEPTADECANOIC-ACID-TMS-1-M/z132,HEPTADECANOIC-ACID-TMS-1-M/z132,6,14
LYXOSE-MEOX-4TMS_1-1-M/z104,LYXOSE-MEOX-4TMS_1-1-M/z104,6,14
LACTOSE-MEOX-8TMS_1-1-M/z204,LACTOSE-MEOX-8TMS_1-1-M/z204,6,14
FUMARIC-ACID-2TMS-1-M/z246,FUMARIC-ACID-2TMS-1-M/z246,6,13
ALPHA-TOCOPHEROL-TMS-1-M/z504,ALPHA-TOCOPHEROL-TMS-1-M/z504,6,13
OCTADECENOIC-ACID--9-(E)-TMS-1-M/z339,OCTADECENOIC-ACID--9-(E)-TMS-1-M/z339,6,11
CITRULLINE-3TMS_1-(Ornthine)-1,CITRULLINE-3TMS_1-(Ornthine)-1,6,11
ORNITHINE-N-N-O-TMS_1-1-M/z144,ORNITHINE-N-N-O-TMS_1-1-M/z144,6,11
Benzenebutanoic_acid_Ri2182Mz192,Benzenebutanoic_acid_Ri2182Mz192,6,11
CYSTEINE-N-O-S-TMS-1-M/z218,CYSTEINE-N-O-S-TMS-1-M/z218,6,10
ASPARAGINE-N-N-O-TMS-1-M/z231,ASPARAGINE-N-N-O-TMS-1-M/z231,6,10
ISOERYTHRITOL-4TMS-1-M/z277,ISOERYTHRITOL-4TMS-1-M/z277,6,10
SUCROSE-8TMS-1-M/z362,SUCROSE-8TMS-1-M/z362,6,10
GAMMA-TOCOPHEROL-TMS-1,GAMMA-TOCOPHEROL-TMS-1,6,9
FRUCTOSE-MEOX-5TMS_1-1-M/z366,FRUCTOSE-MEOX-5TMS_1-1-M/z366,6,8
GLUTAMINE-N-N-O-TMS_1-1-M/z347,GLUTAMINE-N-N-O-TMS_1-1-M/z347,6,8
-Tryptophan_Ri2161Mz202,-Tryptophan_Ri2161Mz202,6,7
SALICYLIC-ACID-2TMS-1-M/z268,SALICYLIC-ACID-2TMS-1-M/z268,6,7
LYSINE-N-N-O-TMS_1-1-M/z102,LYSINE-N-N-O-TMS_1-1-M/z102,6,7
HEXADECANOIC-ACID-TMS-1-M/z171,HEXADECANOIC-ACID-TMS-1-M/z171,6,7
BENZOIC-ACID-TMS-1,BENZOIC-ACID-TMS-1,6,7
CHOLESTEROL-TMS-1-M/z247,CHOLESTEROL-TMS-1-M/z247,6,6
CELLOBIOSE-MEOX-8TMS_2-1-M/z361,CELLOBIOSE-MEOX-8TMS_2-1-M/z361,6,6
ADENOSINE-5-MONOPHOSPHATE-5TMS-1-M/z230,ADENOSINE-5-MONOPHOSPHATE-5TMS-1-M/z230,6,6
NIGEROSE-MEOX-8TMS_2-1-M/z361,NIGEROSE-MEOX-8TMS_2-1-M/z361,6,6
Kynuerine_Mz192-Time:-373.01-to-374.92-Mass:-192-to-192,Kynuerine_Mz192-Time:-373.01-to-374.92-Mass:-192-to-192,6,6
SERINE-N-O-O-TMS-1-M/z307,SERINE-N-O-O-TMS-1-M/z307,6,5
OCTADECANOIC-ACID-TMS-1-M/z313,OCTADECANOIC-ACID-TMS-1-M/z313,6,5
BETA-ALANINE-N-O-TMS-1-M/z218,BETA-ALANINE-N-O-TMS-1-M/z218,6,5
N-ACETYL-GLUCOSAMINE-MEOX-N-O-O-O-O-TMS_2-1-M/z159,N-ACETYL-GLUCOSAMINE-MEOX-N-O-O-O-O-TMS_2-1-M/z159,6,5
GLYCERIC-ACID-3TMS-1-M/z307,GLYCERIC-ACID-3TMS-1-M/z307,6,5
MALIC-ACID-3TMS-1-M/z245,MALIC-ACID-3TMS-1-M/z245,6,5
CREATININE-3TMS-1-M/z329,CREATININE-3TMS-1-M/z329,6,5
