	Score	Rank
mch	13.0	1
lymphocytes	8.791777536832768	2
neutrophils	7.420786724349229	3
mcv	6.107339230125447	4
basophils	4.757950476975111	5
ast	2.66382786943179	6
monocytes	2.458671682980491	7
leukocytes	2.1074976239058203	8
hemoglobin	1.2870557426894227	9
hematocrit	0.9031259327097203	10
creatinine	0.6754457540842506	11
alt	0.2129361198991095	12
