	Score	Rank
RAPGEF3	0.053087629825884476	1
ZNF622	0.049846643140141596	2
PRPF8	0.04390356278729441	3
THBS3	0.042265983964435996	4
KXD1	0.03577870368365725	5
TPT1-AS1	0.03553436883629192	6
SOCS3	0.03355727447265116	7
RAD1	0.030871040723981905	8
CYB5D1	0.030715903257389328	9
MTMR9LP	0.029563348416289593	10
NVL	0.02498447634237108	11
LOC100129034	0.024551138404079582	12
ZNF646	0.02453412118879095	13
ITGB2-AS1	0.023235047846889956	14
XYLB	0.02231479631479632	15
PIGU	0.020705453091418007	16
CAPZB	0.019422514427642635	17
ZNF204P	0.017806863201120907	18
ALKBH5	0.01741509412881962	19
GINS1	0.017041775143071584	20
ILDR1	0.016839206277802773	21
KCNG1	0.015214068647401983	22
FAM120B	0.015072549019607846	23
OR2AE1	0.014971725771648372	24
SEPT2	0.014527777777777782	25
SERP1	0.014444444444444446	26
PDCD1	0.013729633799293246	27
C3orf33	0.013689526847421587	28
HKDC1	0.012500000000000002	29
DDX51	0.012043062200956939	30
TCN2	0.01177411769517033	31
MRPS14	0.0113114425993683	32
ZNF37BP	0.011150723638737793	33
FAM218A	0.01022581508236823	34
NLRC3	0.00978414774080409	35
HPS6	0.009769012602068092	36
AGBL5	0.00922271423751687	37
SDHA	0.009200259909031842	38
ASPHD2	0.00899883969182215	39
TPTEP1	0.008581481481481483	40
DUSP6	0.008491064491064494	41
ARMC2	0.008306837606837609	42
USF1	0.007874631904043672	43
EPB41L4A	0.007837775735294119	44
RHOBTB2	0.007722925852956816	45
EML2	0.007407407407407408	46
CEBPE	0.007407407407407408	47
POMGNT1	0.007365053247406191	48
DDX42	0.007320574162679427	49
TRAF3	0.0072725490196078445	50
VCL	0.0072	51
SYNGR1	0.006965574108431252	52
REXO2	0.006813794049088168	53
CLCN5	0.006541666666666669	54
SUCLG1	0.006000000000000001	55
ACAA2	0.0050669265756985065	56
ACBD5	0.004828296703296705	57
PPIP5K1	0.004534412955465588	58
TBC1D19	0.004242424242424244	59
GSK3A	0.0038800904977375566	60
MID1IP1	0.0037265855302292556	61
PIGW	0.003181818181818183	62
UPF1	0.0027602952602952605	63
DNAL4	0.0026198830409356728	64
SPPL3	0.002592592592592593	65
CYBB	0.002592592592592593	66
TNFSF15	0.002500000000000001	67
VAV3	0.0014736842105263167	68
MBD5	0.0014000000000000009	69
MTPAP	0.0013333333333333337	70
AAMP	0.0013254437869822482	71
MB21D2	0.0012280701754385968	72
