	Score	Rank
alt	15.000000000000004	1
hemoglobin	14.788790715877015	2
platelets	9.960507313924928	3
leukocytes	8.58662153447671	4
ast	8.332190463258684	5
monocytes	7.82146135549738	6
crp	6.926510446533868	7
lymphocytes	5.726869512284656	8
mch	5.423380865968736	9
mcv	2.703196581623568	10
creatinine	0.9014590444236137	11
hematocrit	0.4387631736338671	12
eosinophils	0.3774153411411685	13
neutrophils	0.016860575580451842	14
