	Score	Rank
p_Beta-NGF	0.10190085377585381	1
p_CCL4	0.06914989177489178	2
p_CCL20	0.06396520146520147	3
p_HGF	0.04174242424242425	4
p_RANKL	0.03414772727272728	5
p_TRAIL	0.0339944314944315	6
p_CXCL10	0.032767045454545465	7
p_IL7	0.030746006563782537	8
p_Flt3L	0.030311823593073595	9
p_OPG	0.028908955627705634	10
p_CD5	0.02545454545454546	11
p_CXCL5	0.0247955747955748	12
p_CCL3	0.02193722943722944	13
p_VEGFA	0.02027777777777778	14
p_CCL19	0.020000000000000004	15
p_CX3CL1	0.019095643939393944	16
p_4E-BP1	0.018876817626817633	17
p_AXIN1	0.018723776223776228	18
p_TNFRSF9	0.018397435897435897	19
p_ST1A1	0.018188459268004727	20
p_IL18	0.017782931354359932	21
p_IL-12B	0.016140046296296298	22
p_MMP-10	0.01561689814814815	23
p_MCP-2	0.015555555555555557	24
p_FGF-21	0.014606060606060607	25
p_IL6	0.014567400192400194	26
p_CST5	0.014130608974358975	27
p_CD40	0.013281250000000001	28
p_PD-L1	0.013028846153846156	29
p_STAMPB	0.011786616161616163	30
p_CXCL1	0.011636904761904765	31
p_CCL11	0.011313459268004726	32
p_CXCL6	0.011190070346320349	33
p_FGF-19	0.0109965034965035	34
p_IL-18R1	0.009962797619047621	35
p_TNFSF14	0.009843750000000002	36
p_OSM	0.009840659340659343	37
p_IL10	0.008889462809917356	38
p_ADA	0.008452380952380953	39
p_CCL23	0.0082711038961039	40
p_CSF-1	0.007974941724941726	41
p_CCL25	0.00793650793650794	42
p_TWEAK	0.0075	43
p_TGF-alpha	0.006153846153846155	44
p_MCP4	0.005852272727272728	45
p_LIF-R	0.004772727272727274	46
p_MCP3	0.004761904761904763	47
p_CXCL9	0.004642857142857143	48
p_FGF23	0.0044444444444444444	49
p_MCP1	0.004230769230769231	50
p_SCF	0.004129464285714287	51
p_CDCP1	0.0031250000000000006	52
p_IL8	0.002727272727272728	53
p_TNFB	0.002727272727272728	54
p_MMP-1	0.002727272727272728	55
p_LAPTGF-beta1	0.002380952380952382	56
p_IL-10RB	0.001851851851851852	57
p_CD244	0.0017857142857142854	58
