 Score Rank
alt 0.13152300981922982 1
creatinine 0.11565857026106588 2
lymphocytes 0.09662759126884539 3
neutrophils 0.09556107411066495 4
mcv 0.09308184276953672 5
leukocytes 0.09209509304621119 6
monocytes 0.08698616389149597 7
hemoglobin 0.08061134673243107 8
hematocrit 0.07264223062141212 9
platelets 0.07042512640819917 10
mch 0.06478795107090779 11
