	Score	Rank
KIAA0226	0.041371494323272986	1
LZIC	0.038617517790851125	2
FEM1B	0.038275692227571934	3
SLC3A2	0.033958366027331544	4
ZNF503	0.03367762997236681	5
CXCR2P1	0.032735659213886874	6
UNC13D	0.03265925925482425	7
LINC00671	0.030779115037207698	8
MAGED4B	0.030560129432856707	9
SLC35B2	0.029997812713602186	10
TFG	0.027347992175373134	11
TCF7L2	0.021870317272914677	12
C2CD2L	0.021662844566330906	13
LYSMD1	0.021365102179331425	14
NICN1	0.020263097051750854	15
PDE6D	0.019898947613233325	16
SF3A1	0.0193554912923334	17
HABP4	0.01907352469277603	18
SLC35E1	0.017447222349183132	19
HLCS	0.017124709208919734	20
ACSF3	0.01660162463798827	21
CTSD	0.016536735031224686	22
FERMT3	0.016377896613190734	23
TMEM248	0.01611589068323073	24
KCTD6	0.016024242424242427	25
DERL3	0.01551235431235431	26
C4orf33	0.015467544702234305	27
ZNF71	0.015440728518127899	28
DHX30	0.015318731611637793	29
LOC283070	0.014958106452177598	30
AGFG1	0.013776225694956344	31
CTDP1	0.013689256198347108	32
LSM14A	0.013623060762766646	33
SH3BGRL3	0.013504530673178184	34
RUNDC3A	0.013149206349206346	35
MT1G	0.012070332413581842	36
SGTB	0.01180042215993633	37
PTPN6	0.011695398159263707	38
SLC9A3R2	0.01165809158912607	39
PRSS53	0.010501587301587298	40
GRID2IP	0.009478188224183648	41
ZSWIM3	0.00945878155706727	42
ZNF385D	0.00911893884272401	43
ZHX1	0.008842272919893058	44
CDKN1C	0.008823529411764706	45
NAPSA	0.008704761904761904	46
DPF2	0.008374532871972316	47
FAM64A	0.008364442529148412	48
GPR108	0.008314381270903013	49
LOC100506730	0.008106156469792835	50
ING1	0.008085278555866791	51
VSIG10L	0.007911111111111112	52
TRIM36	0.007823761915833527	53
ATG4D	0.0070441688166905546	54
PHACTR4	0.0066137566137566125	55
YIPF3	0.006050944224857269	56
EHBP1L1	0.004951111111111112	57
LRRC61	0.004796514161220043	58
CEACAM22P	0.0035007780890133834	59
FUT10	0.0033898540400088386	60
LYSMD2	0.003245149911816578	61
FAM78A	0.0028444444444444446	62
IL17RA	0.002793650793650794	63
DGAT1	0.0024486956521739133	64
LILRB4	0.00202020202020202	65
CCRL2	0.0016174702490491966	66
RAD54L2	0.0013852813852813855	67
ZNF841	0.001367521367521367	68
USE1	0.0012499999999999998	69
PRSS23	0.0010604288499025335	70
USP31	0.00034999999999999956	71
