	Score	Rank
PCNP	13.0	1
CAPRIN1	11.893327023759309	2
HLA-DMB	9.344619026116892	3
CCL7	9.340536269769924	4
TSFM	7.289514461013214	5
CENPW	4.855426617122782	6
HNRNPC	4.535494966148797	7
BCKDHA	4.122479201862007	8
TENM1	2.281599796407047	9
ACAP1	2.0464544113128453	10
KIAA1468	1.965981147815966	11
DAGLB	0.6941470944546593	12
