 Score Rank
MKRN7P 0.06244057004385255 1
LARS 0.037589555773128835 2
NUP93 0.0343858513626999 3
NEXN 0.031028365546047522 4
CENPW 0.030749311491038468 5
RFT1 0.027401467819982858 6
CUL5.1 0.02684542144163823 7
GPR35 0.025971675012386796 8
ALG12 0.025139463169842433 9
RFT1.1 0.02400970294443046 10
SF3B3 0.023709250584869782 11
CENPW.1 0.02354215446356075 12
RFK 0.022981106169498854 13
ALG12.1 0.020887210475325994 14
RAF1.1 0.020702846404217715 15
THEM4 0.020574173412566267 16
PPIB 0.018358707243641595 17
COL19A1 0.01678706896818352 18
PRKD3 0.016611158372838115 19
LOC100126784 0.016548987175695255 20
OR6A2 0.01632231362359185 21
ARGLU1.1 0.016202307183557182 22
KCNH3 0.015724115517862295 23
ABT1 0.015193930536804956 24
LOC399753 0.014799007385293021 25
FOXN3.1 0.014253506079471295 26
ZNF750 0.014237328972807472 27
GNG12-AS1 0.013898286149209897 28
RAF1 0.01375081332066626 29
FOXN3 0.013682568112715171 30
LOC100507250 0.013382019455868562 31
GFER 0.013102883653314641 32
SF3B5 0.012901718550253363 33
LOC728752 0.012709210694468452 34
ITGAM 0.011760109016897358 35
YY2 0.01135735591193119 36
OR8I2 0.011265285365158209 37
YIPF2 0.011121745354082311 38
TTC31 0.009539390323155802 39
REPS1.1 0.009452714654125111 40
FAM102A 0.009422762139043653 41
OR5M3 0.009271325629137425 42
CUL5 0.008540130259657443 43
MARCH1 0.008467796734078247 44
C11orf63 0.008406458916122784 45
LOC619207 0.008118195241897665 46
FLVCR1.1 0.007605989686831638 47
CARD16 0.007159650388597758 48
OR4F3 0.007146624850587555 49
QSOX1 0.007095949692094031 50
ARGLU1 0.0070164942633309454 51
ZNF71 0.006953234755440638 52
JAK1 0.006861920758979583 53
FANK1 0.006615155391993629 54
BTBD19 0.006300848782648872 55
MEN1.1 0.006208661926308983 56
SOCS5 0.00589439726939727 57
PIK3R3 0.005805101696549065 58
OR4K13 0.005756229730414513 59
ABT1.1 0.005693890056022409 60
BLVRA 0.0056308934173595815 61
CARD16.1 0.005508282567106098 62
SLC35D1 0.005307888176638176 63
SOCS5.1 0.005192982226827383 64
FLVCR1 0.004874700956937799 65
EPHA1-AS1 0.0046794923954217825 66
DEPDC1 0.004603174603174602 67
TTC31.1 0.004473580137183078 68
EIF1B 0.004414769027269026 69
GATSL2 0.003488594738594739 70
RNF44.1 0.002827841072326367 71
PAPD5 0.0026614946585921825 72
REPS1 0.002493980048159614 73
LOC339874 0.002478632478632479 74
DEPDC1.1 0.002460407239819004 75
MEN1 0.002128968253968254 76
CIB1 0.0013012820512820515 77
RNF44 0.00021156004489337874 78
