	Score	Rank
AASS	0.048763955632860435	1
GATAD2B	0.04052667150530929	2
IRF4	0.035213420098611024	3
THTPA	0.030151708975722138	4
FBXL19	0.029945862960568843	5
PPIH	0.02986865061323266	6
CIC	0.028845150082564275	7
BCS1L	0.027032526297232188	8
EGR3	0.02548804658994158	9
ZNHIT3	0.025246565487793565	10
ITGB2-AS1	0.0252361688041995	11
LY6G5B	0.02470047699214366	12
MED12	0.024440212826021098	13
CYYR1	0.02356401489010185	14
PKMYT1	0.021377870160202792	15
NELL2	0.021014734081891872	16
MRPS11	0.020337614900272468	17
PI4KAP1	0.019687645687645687	18
ARHGAP33	0.019316215375038904	19
ZNF516	0.01845172684458399	20
MIR1307	0.01778084918177798	21
FRYL	0.017467948717948722	22
STK17A	0.016570052204417533	23
ZXDA	0.01649501428174534	24
C19orf71	0.016308099794941903	25
CLDN7	0.01630472817855457	26
NR2C2AP	0.016244564139945978	27
LOC727896	0.016146861160230144	28
ORAOV1	0.015553258145363411	29
SPPL3	0.015546031746031745	30
PLA2G4C	0.014563152437088198	31
SH2D3A	0.012796548942543525	32
UPF1	0.012466321661368102	33
FAM122A	0.012351319732898682	34
TPPP3	0.01216129265471371	35
STBD1	0.012032227032227037	36
TMEM156	0.011898923444976079	37
SOCS3	0.010214427117000649	38
DDX24	0.010054363850803482	39
GPSM2	0.010051005979314806	40
CD209	0.009972001584724801	41
TMEM184A	0.009858294279250161	42
TUBGCP6	0.009810924369747901	43
PPFIA3	0.009653009259259262	44
MREG	0.009520245057087163	45
ZNF597	0.009335501059398118	46
SNORA30	0.009326297119711136	47
IL16	0.00931487630017042	48
SLC12A6	0.009164899108566877	49
GOLIM4	0.009061966923236946	50
UPP1	0.008704262610841439	51
TMX1	0.008463707345286295	52
CDC42EP1	0.007911582024113996	53
SNORA70B	0.007898513251454428	54
SIPA1	0.00756220238095238	55
LOC100507053	0.006616541353383459	56
CIT	0.005757314386605004	57
SNX15	0.005311795175149213	58
AATF	0.005218028348463131	59
ICOSLG	0.0040541310541310546	60
PVRL3	0.003309631544925664	61
ZC3HC1	0.0031896211116025364	62
RBM48	0.002494444444444445	63
HOXA4	0.0023073242546926757	64
MICAL3	0.0014722119985277882	65
TAF6L	0.0012500000000000007	66
MRPL55	0.001244444444444445	67
