	Score	Rank
FCER2	0.07597057766290824	1
THBS3	0.05391371459728834	2
LOC646471	0.05079236850337356	3
REP15	0.05039147941594347	4
HBM	0.048615166208768316	5
FAM100A	0.045088931975601036	6
RAE1	0.04245986851975862	7
SDHA	0.0404589733828345	8
CAPZB	0.038977018728605414	9
CENPV	0.03572250563713917	10
MELK	0.03437926305024934	11
FOXM1	0.03275214861809885	12
PRKCZ	0.031435803462594704	13
MAPK11	0.030527384331930432	14
ARG2	0.030450962552035086	15
FBXW11	0.0283730820836084	16
ZNF708	0.02679223495802443	17
RFPL3	0.02628571713374345	18
ABR	0.025421597103558527	19
CUL4A	0.025098358792409462	20
LOC399815	0.023925746319967384	21
EIF1AX	0.021738354178930806	22
LOC100289361	0.021492921065656638	23
COL15A1	0.02142956933174661	24
FAM159A	0.02074805453560188	25
ZNF440	0.020387839180875514	26
PYURF	0.019974062502343147	27
CDK15	0.018476126786034247	28
SF3B14	0.017904242264729885	29
KLHL15	0.017763984095143296	30
PPIAL4E	0.015211532948972626	31
LOC595101	0.0070404100715246234	32
