	Score	Rank
KEL	0.05048445527783764	1
LARS	0.03945060217560219	2
KLHDC8B	0.03739025542740714	3
RNASE6	0.03604077885192437	4
BTF3	0.03405340405853177	5
JAK2	0.031812598692607545	6
SLC25A39	0.03155943372073403	7
RMI2	0.03143754444026184	8
A4GALT	0.030751498419880775	9
MEF2A	0.030167317326063457	10
PES1	0.026505307274424923	11
EIF2C2	0.02624086024269848	12
KLC3	0.023750488106024443	13
HPS1	0.022685592335940634	14
SNTB1	0.02268028266238406	15
MTRNR2L2	0.019562641606759256	16
DIAPH3	0.01920545141133377	17
ANK1	0.01740592640532545	18
LZTFL1	0.01734986338275525	19
CA11	0.017334728867623612	20
EFHA1	0.01724086313010462	21
PPP1R32	0.01617343221578903	22
ZNF704	0.015415050635638873	23
SCGB1C1	0.015297237484737486	24
IL16	0.015276018099547511	25
SLC1A5	0.015235401853048914	26
TACC3	0.014921973691437362	27
UPK3BL	0.01426534364758049	28
POLL	0.014110644257703081	29
SERP1	0.013862626344243996	30
PRICKLE2	0.013423891150058076	31
TNFSF15	0.013298204110704112	32
SGTA	0.013074937348975812	33
CCDC170	0.012477804058686414	34
SMPD1	0.011738095238095242	35
SRP68	0.011516170634920636	36
LMBRD2	0.010034471737412915	37
LYL1	0.009921799516908216	38
HOXA4	0.009213663787193202	39
DFNA5	0.009169094794094798	40
ACHE	0.008741015380511181	41
SLC31A1	0.008499484004127967	42
C3orf33	0.008238569909622543	43
EVPL	0.008123637275422991	44
LOC643723	0.007818258046276623	45
DDX39A	0.007567991577279506	46
SLC41A2	0.007535952453343758	47
RFC4	0.007335597151386626	48
CCDC163P	0.007288575717368287	49
GPR146	0.00670179588929589	50
QRSL1	0.0065461152409681846	51
ADPRHL1	0.006233766233766234	52
GPR113	0.006233766233766234	53
FAM206A	0.006194754727842965	54
PRSS57	0.005642660397492331	55
DNAJC4	0.005342848777631387	56
AGBL5	0.005005509789993492	57
UTP18	0.004912280701754387	58
INPP4A	0.004498054029304031	59
RBM5	0.004077848366910867	60
UFSP2	0.0038909741550350436	61
SPPL3	0.0038394503100385455	62
NFIA	0.0034523809523809533	63
MGAT3	0.0028386243386243396	64
INSM2	0.0027473684210526325	65
NEK1	0.002682202665755299	66
TTC30B	0.0026083733974358986	67
BLVRB	0.0025272331154684094	68
TAL1	0.0023786739576213264	69
CIAPIN1	0.002137820512820513	70
BEX1	0.00201911976911977	71
CDK10	0.001301282051282052	72
DOK6	0.0012946428571428575	73
ST6GALNAC4	0.0012869822485207095	74
LOC100506746	0.0009206349206349208	75
