	Score	Rank
ZNF606	0.04563083104055773	1
SEPT10	0.040462716433203226	2
NCR1	0.04020905095993687	3
BAZ2A	0.03735694547724623	4
MYO5A	0.03474626722483865	5
HP1BP3	0.032926577956588314	6
PLEKHD1	0.03210311869084312	7
KDELR2	0.03068539818244787	8
ZNF385D	0.030412012310458314	9
MIB1	0.027308098873790484	10
NDUFV3	0.027081748732896906	11
BRWD1	0.024882917233560092	12
MRPL49	0.024614866196942996	13
PVR	0.023858213922487374	14
NFE2L2	0.022875684106170645	15
HSD17B1	0.02199486269091532	16
ABHD14A	0.020293064391748602	17
PIGF	0.0202427337155598	18
TMEM169	0.019591221420328972	19
SENP5	0.018651230870215835	20
CFP	0.018550174807938784	21
FAM70A	0.018508075068191524	22
TMEM150B	0.018113687137746255	23
SDF2L1	0.017144020928078898	24
ALG6	0.01697919494720965	25
UBL4A	0.01642053228855073	26
SNRNP25	0.015950381507998376	27
C11orf30	0.015738684807256237	28
IFNA21	0.015532567184005563	29
AGFG1	0.014831771254169146	30
HEATR3	0.014709928294617737	31
METTL17	0.013089315907522428	32
C19orf10	0.013053681318681317	33
FBXW7	0.012566095696918678	34
TCERG1L	0.012206595471088225	35
PPP1R8	0.011301668331806408	36
C3	0.011065465838509316	37
AIFM3	0.011031961697722565	38
ARL2	0.009966170634920637	39
TYROBP	0.009953258710291318	40
FLAD1	0.00912587339611561	41
C1orf177	0.008987940780176805	42
LYZ	0.008659581646423753	43
FN3KRP	0.008199789303294158	44
FAM120A	0.008065934065934066	45
ZFAND4	0.00791339344450383	46
TPD52	0.007769565217391305	47
NEK9	0.007692307692307692	48
BCKDHA	0.007515615962984383	49
ATP11B	0.007485119047619048	50
OR52M1	0.007280428571428571	51
DUSP5	0.006801842139342138	52
NUS1	0.006106658987012045	53
PDE12	0.006094202898550726	54
NDFIP2	0.005821753065774806	55
SH3BGRL3	0.005321642517301038	56
LASP1	0.005228789638300508	57
TMEM198B	0.0033601621808143555	58
PUM2	0.003294761904761905	59
UQCRC2	0.002827041785375118	60
REST	0.0022958144796380096	61
SPRY3	0.0015109890109890115	62
