	Score	Rank
ISOLEUCINE-N-O-TMS-1M/z233	0.056800314726482296	1
THREONINE-N-O-O-TMS-1M/z293	0.04777926406576616	2
TYROSINE-N-O-O-TMS-1M/z382	0.04230558024291226	3
LEUCINE-N-O-TMS-1M/z158	0.02973885934289265	4
PYROGLUTAMICACID-N-O-TMS-1M/z159	0.027135639084056785	5
ORNITHINE-N-N-N-O-TMS_2-1M/z420	0.02540307669443932	6
TRYPTOPHAN-N-N-O-TMS-1M/z303	0.024942575165549617	7
CELLOBIOSE-MEOX8TMS_2-1M/z361	0.022791429620034647	8
CHOLESTEROL-TMS-1M/z247	0.022754486483416252	9
HYPOXANTHINE-2TMS-1M/z282	0.02267537124979697	10
BETA-ALANINE-N-N-O-TMS-1M/z304	0.0223409976444171	11
Myo_Inositol_phosphate_Ri2399Mz299	0.02211944430183979	12
SERINE-N-O-O-TMS-1M/z307	0.02079154742316507	13
ALANINE-N-O-TMS-1M/z192	0.020643687464196436	14
LYSINE-N-N-O-TMS_1-1M/z102	0.02048330358295529	15
TAURINE-3TMS-1M/z328	0.019384691778809426	16
1-PALMITOYL-sn-GLYCERO-3-PHOSPHOCHOLINE-TMSderivative-1M/z301	0.01905129529084361	17
GLUTAMINE-N-N-O-TMS_1-1M/z347	0.016720825393094302	18
BETA-ALANINE-N-O-TMS-1M/z218	0.01637828138248306	19
METHYLHISTIDINE-2TMS-1M/z168	0.016103712953712955	20
3-HYDROXYBUTYRICACID-2TMS-1M/z204	0.015493328100470955	21
ORNITHINE-N-N-O-TMS_1-1M/z144	0.015474524507999741	22
GALACTURONICACID-MEOX5TMS_2-1M/z334	0.01514133776440278	23
PHENYLALANINE-N-O-TMS-1M/z268	0.014818721912762163	24
SORBOSE-MEOX5TMS_2-1	0.014815935939183775	25
ISOERYTHRITOL-4TMS-1M/z277	0.014618254085310972	26
SORBOSE-MEOX5TMS_1-1M/z364	0.014555626063855702	27
LYSINE-N-N-O-TMS_3-1	0.013769289533995414	28
Tryptophan_Ri2161Mz202	0.0128012987012987	29
OCTADECANOICACID-TMS-1M/z313	0.012769386863136865	30
N-ACETYLGLUCOSAMINE-MEOXN-O-O-O-O-TMS_2-1M/z159	0.012606417963714166	31
LAMINARIBIOSE-MEOX8TMS_2-1M/z361	0.012599428075218588	32
FRUCTOSE-MEOX5TMS_1-1M/z366	0.012337814595842019	33
ASPARAGINE-N-N-O-TMS-1M/z231	0.012128145226622115	34
OCTADECENOICACID--9-(Z)-TMS-1M/z222	0.011811200831254308	35
GLYCINE-N-N-O-TMS-1M/z246	0.011728809215994089	36
NAPROXEN-TMS-1M/z303	0.01095215577869944	37
LYXOSE-MEOX4TMS_1-1M/z104	0.010930392417371504	38
GAMMA-TOCOPHEROL-TMS-1	0.010835673448621259	39
INOSITOL-scyllo-6TMS-1M/z432	0.010733315968628355	40
FUMARICACID-2TMS-1M/z246	0.010708938788484244	41
CITRICACID-4TMS-1M/z465	0.010504456521290886	42
URICACID-N-O-O-O-TMS-1M/z72	0.010364769159412018	43
VALINE-N-O-TMS-1M/z246	0.010209420423416953	44
Kynuerine_Mz192Time:373.01to374.92Mass:192to192	0.010208505639097745	45
ALPHA-TOCOPHEROL-TMS-1M/z504	0.009689376799670918	46
INOSINE-4TMS-1M/z217	0.009088663967611335	47
ERYTHRITOL-4TMS-1M/z277	0.00821224702898911	48
MALICACID-3TMS-1M/z245	0.007963241660300482	49
CREATININE-3TMS-1M/z329	0.007914363414363414	50
ISOCITRICACID-4TMS-1M/z466	0.007852863802863805	51
2-AMINOBUTYRICACID-O-N-TMS-1M/z130	0.00752704490887264	52
OCTADECADIENOICACID-9-12-(Z-Z)-TMS-1M/z337	0.007061074954457307	53
HEXADECANOICACID-TMS-1M/z171	0.007044634509875152	54
HEPTADECANOICACID-TMS-1M/z132	0.006970015278838809	55
SALICYLICACID-2TMS-1M/z268	0.0067809873949579835	56
DODECANOICACID-TMS-1M/z257	0.00667482904092811	57
LAMINARIBIOSE-MEOX8TMS_1-1M/z217	0.006658489794519207	58
BENZOICACID-TMS-1	0.006589102482484836	59
LACTOSE-MEOX8TMS_1-1M/z204	0.006404226084373143	60
LYSINE-N-N-N-O-TMS_2-1	0.006127297072675222	61
1-MONOPALMITOYLGLYCEROL-2TMS-1M/z371	0.00601948471696371	62
ACETAMINOPHEN-2TMS-1M/z297	0.005936864219371958	63
MALTOSE-MEOX8TMS_1-1M/z361	0.005672827172827174	64
GLYCERICACID-3TMS-1M/z307	0.004843435511856563	65
OCTADECENOICACID-9-(E)-TMS-1M/z339	0.004765182186234817	66
NIGEROSE-MEOX8TMS_2-1M/z361	0.0044180819180819186	67
SUCROSE-8TMS-1M/z362	0.003912078992436135	68
Benzenebutanoic_acid_Ri2182Mz192	0.003051510989010989	69
ADENOSINE-5-MONOPHOSPHATE-5TMS-1M/z230	0.003011764705882353	70
CYSTINE-N-N-O-O-TMS-1M/z297	0.0026530612244897965	71
GLUCURONICACID-MEOX5TMS_2-1M/z334	0.0025849150849150846	72
ACONITICACID-trans-3TMS-1	0.0023775510204081638	73
CYSTEINE-N-O-S-TMS-1M/z218	0.0015638528138528134	74
CITRULLINE-3TMS_1(Ornthine)-1	0.0013693998309382916	75
