	Score	Rank
LMO7	0.0591579876620825	1
C5orf25	0.05121443903930676	2
PGM5	0.05061584282685264	3
HLA-DMB	0.05027451091025813	4
RNF207	0.04106955353824919	5
ZFAND1	0.039792631537708296	6
LOC441454	0.03657641684221009	7
ZNF740	0.03219568517901852	8
HNRNPC	0.030595806761990668	9
ZNF491	0.025915877226222052	10
LOC643802	0.025337500057546144	11
ANKLE2	0.02506983016983017	12
LYSMD3	0.022315254487097137	13
TMEM199	0.021400886333692654	14
OXLD1	0.02097293040810122	15
FAM103A1	0.020569301388266906	16
SEC22C	0.020304112739112742	17
FRG1	0.019320108073744437	18
ZC2HC1A	0.018059454434454433	19
DYRK2	0.01696741047465685	20
FERMT3	0.016433054247339964	21
PDK4	0.015697572132301198	22
SPSB2	0.01449989898989899	23
ALG2	0.014425722075567115	24
KHDRBS2	0.014306039380794493	25
SLC35E1	0.014150276052449966	26
SNORA48	0.013768917224080269	27
NAP1L5	0.013324595823929157	28
MRI1	0.013140803983396574	29
CENPA	0.013098700533183289	30
CHD6	0.013067195409809045	31
IQSEC1	0.01272985399693474	32
OR3A3	0.01219433465085639	33
ZBTB49	0.01128787878787879	34
SLC39A8	0.011075732600732602	35
GBF1	0.010645076300577119	36
KCTD12	0.010601360544217685	37
RPS6KA3	0.01039799486802328	38
MRPS6	0.010004477366255147	39
LOC100190986	0.009140719696969698	40
PRPF40B	0.008843537414965985	41
FAM120A	0.008712121212121213	42
FLT4	0.008425925925925927	43
HCG26	0.008168260311117455	44
SDF2L1	0.007527272727272728	45
MTL5	0.007406293706293704	46
LOC283070	0.0069979659763313605	47
RMND5A	0.006964285714285715	48
ETS2	0.006121717171717171	49
HABP4	0.004905117038429291	50
C9orf85	0.004539543965734443	51
SCARNA15	0.004224525474525476	52
HIST1H2BB	0.003925852730200555	53
MYO5A	0.0037292214452214444	54
FLJ40292	0.0036435261707988974	55
ZNF737	0.0034932364421967456	56
NOC3L	0.003103707886316581	57
RRAS	0.002506884057971015	58
POLR2A	0.0023611111111111107	59
CMAS	0.002208417789939529	60
KLHL12	0.0021250000000000006	61
LPCAT4	0.001349206349206349	62
AP3D1	0.0012878787878787886	63
SAMM50	0.0012318840579710144	64
UBE2M	0.0012265512265512268	65
HIST3H2A	0.0012259615384615386	66
MTHFR	0.0011333333333333336	67
SNORA10	0.0008959156785243741	68
