	Score	Rank
LINC00671	13.999999999999998	1
FEM1B	13.061565844894131	2
DHX30	11.1736722865791	3
FERMT3	9.040963450573273	4
CTSD	8.980341874925413	5
CDKN1C	7.819804283099236	6
ATG4D	6.481952815353351	7
KIAA0226	5.383675131774971	8
EHBP1L1	4.567350499939418	9
CXCR2P1	4.249710147165844	10
HPS4	4.095255117860939	11
CTDP1	3.645905382754006	12
C2CD2L	0.8596977989165223	13
