 Score Rank
MPL.1 0.0464292769003849 1
MPL 0.04078807805023327 2
YWHAG 0.03899089641057807 3
TBC1D3F 0.03598349080293908 4
KARS.1 0.0338139291601224 5
HLA-DOB 0.029583802029908946 6
GMPR2 0.026991714888002595 7
IRAK1.1 0.026867125039396086 8
CAPS 0.026430620862570007 9
IGF2R 0.023066939459283144 10
IRAK1 0.022764727026379626 11
CCM2 0.022656634642160958 12
TK2 0.02070050634506794 13
KARS 0.020387261519026856 14
CAPS.1 0.019888561192571305 15
MRPS33 0.01977992916603174 16
MRPS33.1 0.01854638401559454 17
CEP120.1 0.01815402024196982 18
HNRNPF.1 0.01747851227747258 19
TSSK1B 0.01663697698003495 20
HLA-DOB.1 0.01428758219538276 21
DKFZP434H168 0.0142059696817741 22
BCKDK 0.01358815496614052 23
C1orf56 0.012399812945584556 24
SF3A3 0.011987130865691586 25
ZNF394.1 0.01196558196788966 26
ATP13A1 0.011955475784280132 27
PIBF1 0.011849287949369468 28
ZNF212.1 0.011628377083578946 29
HNRNPF 0.011340052898889109 30
TRPM6 0.01118041372567123 31
DALRD3 0.010255941288500953 32
ASB3 0.010200358922413619 33
C20orf196 0.009855097702101046 34
ZFYVE28 0.009796201814058953 35
SYNM 0.009551125538076088 36
S1PR5 0.008982128046116141 37
PDE5A 0.008717466062202903 38
GSDMA 0.008651826680341767 39
FAM174B.1 0.00850632517477247 40
EIF2B3.1 0.00841939356939357 41
ZNF212 0.008281621556706255 42
ZMYND19.1 0.00822035924671263 43
MARCH1 0.008132739055815979 44
RABGAP1 0.008085637480798772 45
PTPN12 0.007808789520771087 46
C17orf82 0.007706563366087173 47
MICA 0.007257612847715271 48
MMP8 0.007209645303610821 49
HNRNPH3 0.0069904110026877886 50
ARRDC1.1 0.0068781189181189185 51
CEP120 0.006633621348056131 52
FAM19A2 0.006490023651562111 53
UQCRH 0.0062503603998340825 54
FAM174B 0.0061782717121847555 55
NR4A2 0.006115256355292589 56
ZNF549 0.0061051587301587315 57
RABGAP1.1 0.005888034188034188 58
PCNX 0.005800630721235635 59
SQSTM1 0.005472242572242574 60
PROK2 0.005274485373770087 61
MANBAL 0.004996123321123321 62
FAM122A 0.004990567564480606 63
LRBA 0.004941724941724943 64
KIF14 0.004649016657945228 65
SLC40A1 0.004599854252028165 66
CORO6 0.004143654268859522 67
FOXD3 0.004126234103777963 68
BCKDK.1 0.00405 69
ZBTB6 0.004021919879062737 70
SAP130 0.004013815562456866 71
PCNX.1 0.003971730995342106 72
CCDC88A.1 0.003703703703703703 73
SAP130.1 0.0034046896551724122 74
PTPN12.1 0.0034026761117670217 75
PMS2P1 0.0033319061890490463 76
PEX13 0.0032516842972892123 77
UQCRH.1 0.0032026076690108317 78
ZNF394 0.0029998509944162122 79
EID2.1 0.002871140763997907 80
MXD1 0.002787616261231644 81
AKR7A2P1 0.002594627594627594 82
CORO6.1 0.002490972222222223 83
VAV2 0.002272727272727273 84
MMGT1 0.002241758241758241 85
EID2 0.002223076923076923 86
CCDC88A 0.002070405138339921 87
TEP1.1 0.001727094661042432 88
C17orf82.1 0.0017141666666666661 89
TEP1 0.001617590986012039 90
C11orf35 0.0014529914529914528 91
SLC6A9 0.0013060317460317473 92
ARRDC1 0.0012492651381540276 93
TSGA10 0.0012088888888888887 94
ALG14 0.0011848484848484837 95
UBE2O 0.0011590909090909095 96
TMED3 0.0011590909090909093 97
SOAT2 0.00108974358974359 98
SPSB1 0.0010625 99
SLC40A1.1 0.0006719367588932805 100
EIF2B3 0.0 101
SLC25A13 0.0 102
VPS4B 0.0 103
ZMYND19 0.0 104
SPSB1.1 0.0 105
