	Score	Rank
monocytes	14.0	1
hematocrit	9.273828079267586	2
mcv	5.287218508394366	3
leukocytes	4.948529796627902	4
alt	4.004453872726884	5
neutrophils	3.4155590302435357	6
platelets	3.158903150522006	7
crp	2.6091637113238444	8
hemoglobin	2.2013102999536516	9
lymphocytes	1.824622178417221	10
creatinine	1.7578062863482362	11
mch	1.679119754903718	12
ast	0.7137627288922044	13
