	Score	Rank
alt	0.12000426107827057	1
mcv	0.10592206708555003	2
hemoglobin	0.09469189809260502	3
lymphocytes	0.08080247443192917	4
creatinine	0.0801343600027657	5
hematocrit	0.07994414312683681	6
mch	0.06247839410414272	7
monocytes	0.056193210851642805	8
platelets	0.05548652827071407	9
eosinophils	0.04758088396801418	10
crp	0.04619144859414434	11
basophils	0.045243560723532236	12
leukocytes	0.043422964146100584	13
neutrophils	0.04236104540975057	14
ast	0.0395427601140011	15
