	Score	Rank
KRT18	0.08892998623042976	1
NAT8B	0.07913426127155727	2
LOC100507582	0.07049266848219247	3
MYO5A	0.06918939273689274	4
OR3A3	0.06708596262206429	5
CLEC11A	0.06494155655720306	6
LOC100128398	0.05733413237037364	7
CYBASC3	0.04911301479768506	8
BTAF1	0.045387421862078954	9
GIT1	0.042864242952037064	10
SENP5	0.03927834241445804	11
SGIP1	0.038817543249791656	12
TRPM2	0.038426170210261124	13
HEATR3	0.0374583550607842	14
BTD	0.03069289836618757	15
SIK1	0.03040064428796487	16
BCKDHA	0.02744934126650292	17
C10orf35	0.023464055374887886	18
PRSS23	0.02258755522584574	19
ILDR2	0.020431615303931557	20
PIGM	0.018786155395379565	21
LEMD2	0.016976358756648612	22
MAN2C1	0.016364150538928205	23
POP7	0.004394174665913797	24
