	Score	Rank
GAS6	0.08265643027203504	1
ARMC2	0.06658896562244086	2
NSD1	0.04989655593046142	3
CEP85L	0.04244502024687447	4
ZNF714	0.041777089783281735	5
STAB1	0.041221943690983934	6
PPARGC1B	0.04048351163077317	7
DYNC2H1	0.039456282231171966	8
TOR3A	0.03919732431153782	9
EMR4P	0.03907845462746502	10
TCN2	0.03756296635940599	11
PDS5B	0.03715061998380724	12
XKRX	0.03469710689882956	13
ANKS6	0.03170936546416014	14
NAPRT1	0.031286664831556475	15
PSMB5	0.022883097529359925	16
ZNF597	0.022844777812773175	17
RPL23AP64	0.021180943467505462	18
MAP3K6	0.019134675928292755	19
GOLGA2P5	0.018297658020649712	20
GTF3C3	0.017670293426033042	21
RBPJ	0.017576007326007323	22
KLHDC8B	0.01743545715499822	23
SCO2	0.017161631000087434	24
PLCL1	0.016661980806717647	25
KCNQ5	0.015722764124052272	26
CD300C	0.015454545454545453	27
RNF19A	0.012829056446784979	28
RIC3	0.011933719436738013	29
CDKN1A	0.011806055927880794	30
DNASE1L1	0.011615433733301934	31
ZNF585A	0.01158881112008047	32
DNASE2	0.00949261334163295	33
IFITM1	0.008866933257264288	34
BCRP3	0.008783035714285714	35
PAQR4	0.007666666666666666	36
BTLA	0.006342383107088989	37
P2RY2	0.005772678302090066	38
C9orf89	0.005077700077700078	39
IFITM3	0.00457654126465401	40
ACP2	0.002597402597402597	41
METRNL	0.0013157894736842105	42
PCBD1	0.0012530455969369991	43
LAMTOR2	0.0012500000000000005	44
