 Score Rank
4E-BP1 0.09394452174809316 1
VEGFA 0.08565249433106575 2
IL6 0.05662840136054422 3
IL8 0.05019971655328798 4
STAMPB 0.04282568027210885 5
CCL3 0.03595474300831444 6
ST1A1 0.03526533761652809 7
RANKL 0.03440277777777778 8
IL7 0.0284583522297808 9
MCP3 0.02723639455782313 10
FGF-21 0.02697656840513983 11
TNFRSF9 0.026840079365079362 12
OSM 0.026370370370370367 13
TWEAK 0.02336734693877551 14
TNFB 0.023288888888888887 15
CD5 0.021730555555555555 16
CD8a 0.018144160997732427 17
CCL20 0.016138246409674983 18
IL-10RB 0.015185185185185185 19
MCP1 0.014814814814814814 20
LAPTGF-beta1 0.014642857142857141 21
TRAIL 0.01365238095238095 22
IL18 0.013250000000000001 23
MCP4 0.012146031746031745 24
MCP-2 0.012059240362811792 25
HGF 0.011935185185185184 26
TNFSF14 0.01149234693877551 27
DNER 0.010846938775510205 28
CD40 0.010709090909090911 29
OPG 0.010446428571428572 30
IL-18R1 0.010385185185185187 31
CD244 0.010361111111111114 32
Beta-NGF 0.009985185185185185 33
EN-RAGE 0.009617346938775511 34
CCL11 0.009457671957671958 35
CST5 0.009438932980599647 36
AXIN1 0.008218518518518519 37
TGF-alpha 0.008050000000000002 38
CXCL10 0.007508333333333334 39
CXCL9 0.007291666666666665 40
uPA 0.007111111111111112 41
PD-L1 0.006749999999999999 42
CXCL6 0.005597222222222222 43
CCL4 0.005597222222222222 44
FGF-19 0.005357142857142857 45
MMP-1 0.005357142857142857 46
CD6 0.004642857142857143 47
IL10 0.004642857142857142 48
CXCL5 0.00409090909090909 49
CSF-1 0.00409090909090909 50
CCL19 0.00380952380952381 51
CXCL1 0.0037916666666666667 52
ADA 0.003537414965986394 53
Flt3L 0.0028888888888888888 54
SIRT2 0.002708333333333334 55
CCL25 0.002708333333333333 56
CASP-8 0.002708333333333333 57
IL-12B 0.002653061224489796 58
CX3CL1 0.002653061224489796 59
SCF 0.0025793650793650797 60
LIF-R 0.0018055555555555555 61
