	Score	Rank
p_AXIN1	0.13261091170734027	1
p_IL7	0.09123739878948213	2
p_CXCL5	0.08531506762637714	3
p_CX3CL1	0.0642630492853707	4
p_MCP3	0.05491314489082346	5
p_VEGFA	0.053305881387131396	6
p_STAMPB	0.05322448979591837	7
p_CCL11	0.03912240537240537	8
p_SCF	0.038786630036630035	9
p_uPA	0.038250376937876945	10
p_CCL23	0.03631488881488881	11
p_Flt3L	0.03626868686868687	12
p_CCL20	0.033051948051948055	13
p_HGF	0.02990384615384616	14
p_IL-10RB	0.026848304473304472	15
p_CSF-1	0.024421065046065046	16
p_TNFSF14	0.021645021645021644	17
p_CCL3	0.021555844155844158	18
p_CST5	0.01829004329004329	19
p_CD5	0.0182545405982906	20
p_4E-BP1	0.016153846153846154	21
p_CD8a	0.01193181818181818	22
p_CCL25	0.011227106227106227	23
p_MCP1	0.010923295454545455	24
p_CD6	0.009748029748029748	25
p_CD244	0.009375000000000001	26
p_ADA	0.009307359307359308	27
p_MCP4	0.0037499999999999994	28
