	Score	Rank
FERMT3	0.07039221319595068	1
HPS4	0.043967203529400666	2
HOXA4	0.04291172569477516	3
CTRC	0.04064103276656413	4
DERL3	0.038238139542555304	5
KCTD6	0.03702343632066953	6
DHX30	0.03651332537688141	7
CNP	0.03647247616948325	8
KIAA0226	0.03567942628931892	9
CXCR2P1	0.032791374387864565	10
C4orf33	0.03251722602904907	11
FEM1B	0.03103141621795438	12
FUT10	0.030030683648074957	13
DHPS	0.029231786570917014	14
AGFG1	0.028261615825252197	15
CBLB	0.02567948050069787	16
LINC00671	0.023218190592120564	17
HLCS	0.023096205528164878	18
EHBP1L1	0.022699234704977048	19
GRID2IP	0.0224727962691345	20
CTSD	0.021806361280045494	21
CTDP1	0.021405914837927822	22
IL17RA	0.020329593820776325	23
KLHDC8A	0.01898335513584411	24
EIF2C2	0.0174814358974359	25
C2CD2L	0.017419810755779138	26
HABP4	0.01718290284350891	27
ATG4D	0.01711567015914842	28
KIAA1024	0.01666420115831881	29
BUB1B	0.015602799330959248	30
ACSF3	0.01534432638069002	31
ING1	0.013701728644674246	32
CCDC117	0.012141035245894586	33
CCRL2	0.01168038543582022	34
ALDH18A1	0.01152010691555205	35
LILRB4	0.010356035192474114	36
GPR108	0.009644225561826123	37
FAM64A	0.009512092886697588	38
ABAT	0.007948366013071896	39
DPF2	0.007558717786926476	40
FAM78A	0.0072413793103448315	41
CEACAM22P	0.005619967793880839	42
DGAT1	0.0033844030365769505	43
EYA3	0.0031616804248383204	44
CCL8	0.00234920634920635	45
FN3KRP	0.0019753086419753083	46
