Probes,G104,G108,G109,G110,G112,G113,G117,G123,G126,G128,G132,G133,G134,G135,G136,G139,G142,G144,G302,G303,G304,G306,G310,G316,G319,G328,G332,G337,G356,G358,G359,G360,G362,G363,G367,G368,G373,G374,G375,G379,G382,G383,G385,G386,G387,G390,G391,G395,G397
TGF-alpha,-0.023572,-0.13576,0.232136,3.200725,0.206992,-0.004282,-0.309835,-0.073257,0.522118,-0.437082,-0.267112,-0.216575,-0.093161,-3.223848,-0.197263,0.358431,-6.670513,0.171789,3.478952,-0.081472,-0.316423,-0.314325,0.086865,-0.147643,0.944795,0.042011,-0.378484,-0.002027,-0.386362,4.383223,2.559548,-0.366956,0.39307,-0.517465,-0.208764,0.09975,-0.070815,-0.027444,0.101589,-0.164249,0.097818,-0.324515,0.065804,0.680965,0.6349,0.189966,0.44188,0.377484,0.412002
IL7,-0.334581,-0.363621,-3.578208,-2.923006,0.12418,-4.150199,-0.006388,0.91768,-3.024811,-0.361222,-0.10656,0.097526,-0.995886,0.068023,-1.13904,0.387968,-0.196816,-0.332924,-0.522024,3.245494,-0.268533,-0.149687,0.628856,-0.528822,0.045051,0.56638,0.096155,-3.307148,-3.686885,0.117503,0.035295,-0.507704,0.863088,0.240987,-0.315592,0.438571,-0.20923,-1.037662,-3.901626,-0.303747,-0.628788,-0.063677,0.975401,0.126779,4.398907,0.142484,0.296953,0.311023,4.215411
MCP4,-0.024483,-0.15267,0.080391,-6.613016,-0.025201,-0.095882,0.03857,0.115404,0.100434,0.014409,0.122495,-0.025418,-0.085049,0.079912,0.007351,-6.648953,-0.051995,0.06823,-6.642305,0.018473,-6.653568,-0.179688,-6.649925,-0.0009,0.03845,-0.041429,0.149747,-0.045833,-6.722018,-0.123131,-0.036549,-0.15696,0.037868,0.035427,0.012506,-0.104851,-0.005492,-0.023459,0.071631,-0.063247,-0.023832,-0.020268,0.038063,-6.453947,-3.173373,0.002714,-0.088274,0.068211,0.040538
uPA,-3.359804,-3.386406,-0.009464,0.012334,0.091277,-0.002874,0.017069,0.015662,0.008485,-3.322647,-0.006737,0.098319,-0.019848,-0.111054,-0.045772,-0.05682,0.088954,-0.052659,0.01956,-3.272058,-9e-06,-0.015848,3.353585,0.017421,0.026425,0.162676,0.046949,0.030851,0.047252,-9.924644,-0.071814,0.123811,-0.018188,0.023948,0.024015,0.040465,0.070416,0.049582,-0.069107,0.062964,-0.005197,-0.030875,-0.015407,-0.059567,-0.000368,-3.279229,-0.050759,0.094302,0.041408
CCL19,3.283069,-3.248746,0.220971,-0.06114,0.036072,-3.532804,0.031681,-0.255824,0.293987,0.079633,0.083196,-3.544059,-9.663824,-0.18082,-9.652524,-3.148763,0.098964,0.391388,-6.702808,0.082629,0.151224,0.386446,0.301926,-0.035566,0.404789,-0.162398,-3.620733,-0.026213,0.241094,0.184406,-0.04432,3.374392,0.134214,0.096248,-9.689213,3.277295,9.74287,-0.045577,-3.376532,3.293308,0.025397,0.242437,-3.351561,-0.143455,-3.430862,0.038023,-3.3658,0.301314,-3.295831
CXCL5,-0.161372,-0.289636,-0.09795,0.033978,-0.1611,-0.013396,0.130247,-3.251693,-0.004635,-0.0135,9.677355,-0.104849,-0.010971,-0.062415,0.120793,-0.032656,9.727279,9.654876,-0.015294,-0.130638,9.656689,-0.105921,-0.006713,-0.280108,0.076979,6.45029,-3.268655,0.26327,0.107927,0.192141,9.666506,6.352043,-0.117864,-0.074389,0.209751,-9.850319,-0.095295,-0.041015,0.074001,0.012589,-0.117126,-0.284453,-0.043538,-0.029803,-9.718077,-0.020629,9.881714,0.073047,-6.487013
SCF,-0.02974,0.004159,-0.123528,-0.005845,3.402565,-0.01368,-0.00439,0.121035,0.013121,-0.066426,-0.077372,0.098361,-0.037359,0.091471,0.045617,-9.796295,-0.114059,0.026477,-3.365763,0.18316,-0.008771,-0.019761,0.027902,3.318591,-0.151911,0.047915,0.04642,-3.412731,0.043277,0.027857,0.025648,0.079494,0.044571,0.00515,9.916112,3.257553,-0.142092,9.858076,-3.328702,-0.234915,-0.004108,0.016134,0.069242,0.261032,-0.059174,3.087044,0.046772,0.05155,0.017114
FGF-19,2.943965,0.018737,-0.458498,-0.462668,0.459526,0.003024,0.075094,0.352693,3.277587,0.111022,-0.118548,-0.123534,3.272628,-3.414454,0.32547,-0.259649,-3.489867,-0.209283,0.251487,0.315153,-0.196297,-0.05398,0.502913,0.205348,0.252797,-0.026885,-3.110697,-0.241197,0.018639,0.211379,-0.123921,-0.133655,-3.228713,-3.106515,0.136439,0.250087,-0.216245,-0.185976,-0.05292,0.045003,0.07835,0.048848,0.108922,0.242156,3.450661,-0.151161,0.002095,-3.488857,-0.021067
VEGFA,-0.056046,-0.04421,-3.39139,-0.022117,3.440519,3.302945,0.06221,-0.05268,0.031811,0.015387,-0.056787,0.015747,-0.014322,-0.011701,-0.022877,-0.127819,-0.063627,-3.464274,-0.065689,0.067701,-0.04362,0.025151,-0.013652,0.024198,0.140619,0.147111,0.076621,-3.234897,-0.162903,0.183059,-3.214136,0.062429,-0.050016,-0.08084,-0.048307,-3.334481,-0.176476,0.003353,-9.701281,0.126806,0.06305,-0.020132,-0.029804,0.06124,-3.352292,-0.080635,0.006339,0.085821,0.098647
CXCL10,-3.225647,-9.774261,3.526484,0.07645,0.080679,0.180809,-9.796109,0.083088,0.271069,-3.020431,0.112126,0.189759,-0.010069,-0.15533,-9.939594,0.072737,-9.731945,-9.521471,3.189769,-3.118275,-0.22486,0.103208,-9.69125,3.29369,0.194146,-6.439352,-9.578307,-3.163896,-9.74543,-9.609342,-6.411715,-0.096316,-3.396829,-9.666783,-0.121681,-9.79276,-3.359722,-9.776193,0.030111,9.82727,0.108058,0.055696,0.062989,0.081253,0.187112,0.028505,0.139841,-6.417243,-9.792797
CD6,-0.212561,0.064003,-0.305062,-0.182877,-0.374093,0.073169,-3.332224,0.196358,0.182863,0.024803,-0.428366,-0.031481,0.069231,-0.283429,-0.221539,0.40519,-0.275593,0.385729,3.204719,3.720558,-0.27918,-0.014317,0.23217,-0.345201,0.256085,0.054498,-0.021555,0.093867,-0.10788,3.445861,-0.283647,-0.46516,-0.129729,3.33965,-0.203424,0.210379,0.004769,0.097351,0.506435,0.063708,-0.048319,-0.010951,0.173548,0.024936,-0.05118,-0.267246,0.070302,0.237915,0.27336
AXIN1,2.12839,-0.763439,-0.193161,-1.007906,2.720263,-3.421774,-6.466459,0.560406,-2.770347,-0.541391,-0.144288,0.123668,0.816151,-3.199804,-0.022614,0.097014,-0.89223,0.027893,-0.80291,0.278201,-8.235085,-0.1982,-0.169538,-0.689018,-2.394752,-1.011602,1.79448,0.095975,-0.087349,0.260649,-8.501597,-0.986085,0.060325,0.373992,-3.839217,-0.055055,-2.952188,-8.616086,3.840424,-3.492268,-0.300131,-0.037802,0.479119,0.505864,0.443174,3.36795,0.300871,-2.799543,5.090889
CXCL6,-0.128183,3.131897,0.04119,-0.053951,-0.079469,-0.047318,6.581869,0.117422,-0.084282,-0.062122,-0.047357,9.654766,-0.005896,-0.025454,-6.641971,-9.710882,3.279854,0.182578,0.087547,-0.093988,-0.127926,0.018054,-9.884445,9.806669,0.189909,-0.005127,0.094978,0.060163,-9.880314,3.371601,-3.398225,3.135344,-0.0886,0.058983,-0.189032,0.051197,9.735594,9.690951,-0.13388,0.025414,-0.093307,0.103223,0.119459,-3.073856,0.026444,-0.007675,3.254456,0.123712,0.161175
HGF,-0.090645,-0.122985,0.033151,0.009294,-0.170503,3.350656,-0.116094,0.135744,0.303834,-0.122651,0.026615,3.161931,0.006371,-0.054425,-0.110216,0.06502,-0.003222,0.18807,3.428148,0.046059,-0.135973,-3.405929,0.008232,-0.113879,-0.01377,-3.349657,0.025362,-0.071132,-0.038969,0.142732,-0.191409,-0.128383,0.078114,-3.455084,-0.013998,0.039116,-0.037233,-3.37646,-0.065415,-0.185954,-0.08474,-0.01188,0.057788,0.136697,0.074598,0.004191,0.052631,0.12626,0.082595
Flt3L,-6.731387,-0.081765,3.299406,-3.317314,9.853096,-0.129764,0.060442,-0.006253,-9.679209,-3.236946,-0.083841,-3.275166,0.06836,-0.078602,-0.015356,-0.079454,-0.051279,3.528591,-0.017371,3.521951,0.070913,0.078823,-0.063905,-0.093879,0.010449,-0.103905,0.011887,-0.027863,-0.103712,6.795045,6.546236,3.141304,-0.147296,-0.156549,-9.877964,-0.024941,-0.024389,-0.001162,0.026096,-3.280907,-0.173864,0.071669,-0.00635,-0.052553,0.060114,3.384982,0.027516,0.094163,3.380726
CSF-1,-0.068385,-0.046254,-0.041174,-0.030706,0.125163,0.018068,0.064418,3.274813,0.046742,0.098975,-0.010282,0.028087,0.016825,0.04943,-0.000445,3.318955,0.076487,-0.026155,0.001408,0.152925,0.020458,0.039376,-0.008584,0.06017,0.115306,0.051306,-3.249315,0.007446,-3.334107,0.112364,-0.049114,-0.015329,0.024888,0.017685,0.044059,-6.602071,-0.011748,0.002238,-0.030803,-0.009058,3.354011,0.061978,0.008819,0.0581,0.029138,-6.654941,-0.050481,-3.251142,0.048694
CASP-8,-1.27505,2.955466,2.455065,-0.553158,-0.447898,0.033486,-0.66788,-3.260992,-0.303965,-3.393991,0.015201,-0.065888,0.088471,3.565395,0.16291,-0.255731,-0.242771,-0.595708,-0.865076,0.279819,-0.784321,0.291434,-0.552983,0.0631,1.10614,-3.339718,0.223379,0.299296,0.470521,0.836427,-7.41019,-0.787986,-1.272266,-0.082843,-0.051172,0.010086,-0.408573,-0.707487,-2.997634,0.550507,3.206795,0.808997,0.526667,-0.067434,-0.096047,-0.064041,-0.082464,0.249618,1.12038
CCL20,-0.116797,0.112088,-0.603961,0.236893,3.856403,-0.205545,-0.094857,-0.182663,-0.20359,0.346275,-0.510659,-0.368041,-0.248742,-0.280883,0.195297,0.029935,0.051641,-0.146693,-0.036146,0.45031,-0.151947,-0.06575,-0.104233,-3.12476,-6.148776,-0.088658,0.011459,-0.102031,0.00745,3.527219,0.02772,0.300607,-0.070403,-0.178442,-0.071299,-0.384552,0.05991,-0.811314,-0.033553,-0.00936,3.175808,0.08986,-0.042826,0.741175,-0.016852,3.191388,-0.071216,0.046946,0.019651
IL8,-0.098644,-0.285328,-0.094646,-0.012929,0.186264,-0.065668,0.028285,-3.197915,0.012292,0.350599,-0.389272,0.510165,-0.323119,3.235836,-0.061657,-0.18153,0.230929,-0.4881,0.166439,0.138749,-0.018296,-0.069241,-0.172649,3.438812,0.292619,0.213025,0.091852,-6.637137,-3.249846,0.087618,0.171166,0.665306,-0.284729,0.138853,0.211395,-0.163154,0.078103,-0.413355,0.378445,0.260945,-0.224552,0.208334,-0.063945,-0.730471,-0.23697,-0.178241,0.557587,0.220365,0.268877
4E-BP1,-0.625463,-0.385438,-3.393778,6.630117,-0.551605,0.186529,-0.110449,0.363144,-0.06777,-0.484723,0.091392,3.219644,-2.96034,0.190392,0.072368,-0.594717,0.056955,-0.262101,-0.192458,0.095509,-3.501544,0.780389,0.537221,-0.288936,-0.04304,0.237302,-9.661279,0.047424,-0.074435,-9.784598,-0.403387,-0.242155,0.09299,-0.016219,-0.129213,-3.217711,0.082141,-0.746106,-3.286287,-0.029405,-0.199034,0.383836,0.353898,-6.457746,0.12989,0.046333,-0.061686,0.771968,0.4256
CD5,-0.147983,-0.246684,0.08697,3.088824,-0.105408,0.010531,-0.035005,-3.42212,0.358531,-0.115117,-0.025309,0.035932,-0.083101,0.241994,0.178717,0.19662,-0.044573,0.016009,-0.059568,-3.195486,-0.166902,0.214077,0.35337,3.230175,0.469199,0.30097,-0.322605,-0.085898,-0.115698,0.303656,-3.834246,6.581694,0.139877,0.056432,-0.115593,-0.049217,-0.122916,-3.340902,0.273811,-0.073473,-0.012405,-0.210908,-0.000378,0.067935,0.140494,-0.176657,0.150376,0.228649,0.17291
SIRT2,-0.643589,-0.555947,2.965314,-0.357132,-0.658822,-3.094312,0.004554,0.572235,0.321567,-0.574171,0.0,-0.141389,1.009871,3.681763,-3.182494,6.668251,-0.095398,-0.705649,-0.76629,0.152191,-0.379666,3.776716,-0.345668,-0.648378,0.558838,-0.310264,1.095208,0.275123,-0.022502,0.081603,2.843871,-0.228265,0.33147,0.456261,-0.383311,-0.044547,0.511966,-0.699293,3.465043,0.156177,5.76393,0.439401,0.739738,3.79853,0.142236,0.107554,-0.009026,0.383135,0.934997
ADA,-3.551198,-0.381761,-0.08308,3.039898,-0.104069,3.466429,-0.06191,0.144818,3.43404,-0.141584,-0.129522,0.126312,0.149513,0.336402,0.076503,3.271181,-0.026443,-0.343136,-0.221113,0.122747,-0.067149,-3.09047,3.269916,-0.030904,0.414467,0.116033,0.174738,0.203732,0.131785,0.542056,-3.631061,-0.316763,-0.437236,3.271735,0.163942,-0.078596,3.212376,-6.831166,-0.000891,0.181516,-0.194402,0.301479,0.285176,-0.037641,-0.072654,0.094774,-0.05776,0.240636,0.498079
CCL25,-0.170295,-0.123934,0.007969,-0.042989,-3.041941,0.040763,0.140913,0.042867,0.022487,0.294941,-0.0997,-0.046881,0.056681,0.007371,0.013529,-0.248914,-3.299193,-0.020027,-0.064044,0.208999,0.032111,-0.053957,-0.008537,0.060259,-3.141257,0.306951,0.103849,0.137762,0.052027,0.100035,-0.100742,0.173922,0.014286,-0.034685,0.037185,-0.058327,-0.026354,-0.08255,-0.025332,0.209438,3.295195,0.107226,0.054942,0.161717,0.002273,-0.178076,-0.180208,0.207252,0.094399
LIF-R,-0.164749,-0.198237,0.223626,-0.105448,0.017977,0.062663,0.256324,0.40046,0.781479,0.057293,-0.076538,3.258585,0.097005,0.222029,0.317013,-2.899116,-0.038349,0.069061,-0.084774,0.291763,0.115461,0.249401,0.044312,-3.399485,0.027916,0.455274,-0.019376,-0.21132,0.102205,0.524348,-0.304648,-3.336082,0.032177,-0.186815,-0.203317,-0.039614,-0.299414,-0.081961,0.015271,0.210174,-0.093594,-0.027072,-0.08494,0.097076,0.129076,-0.282091,0.233577,0.351825,0.262039
CD8a,-0.074851,-0.019581,-0.019795,3.362439,0.112735,-0.040057,0.067879,0.02416,-0.018882,3.473476,0.173009,-0.036372,-3.25591,-0.009125,-0.179785,0.053814,0.154242,0.043232,0.018262,0.118034,3.308559,0.037526,-3.322235,0.047717,0.091858,-0.096836,0.135314,0.112374,0.292093,0.110494,0.013282,0.121859,-0.027375,0.06535,0.27379,-0.204099,0.025046,9.624751,-0.011676,0.103015,-0.078182,-9.899524,-0.178321,0.152304,-9.703179,0.016773,-0.313301,-9.86334,0.010057
CCL4,-0.136797,-0.162358,-3.171804,-0.157365,-3.257357,-3.360613,0.061938,0.072035,0.439464,-0.049939,3.167024,0.096966,-0.195363,3.424576,0.079362,0.13613,-0.201691,-3.214402,-0.299373,-0.173567,-0.344429,-0.269286,0.177197,-0.155089,-0.023892,-0.102645,0.331198,-0.339845,-0.056205,3.384515,-0.202024,-0.312165,-0.290584,-0.302194,-0.133381,-3.458782,-0.121604,-0.159462,0.363491,0.031378,-3.386044,-0.229077,-0.134466,0.230863,0.086589,0.207014,-0.229161,0.124287,0.009387
STAMPB,-0.775659,-3.639163,-0.310084,-0.320497,-3.768649,0.041845,-0.294705,0.232767,0.208139,-0.183368,-0.467754,0.341574,0.523461,0.478872,0.257671,-0.28224,-0.196626,-0.612364,-0.742559,3.594826,-0.283944,0.352008,-0.112125,-0.017499,0.625218,3.345661,0.32748,0.272643,0.420112,0.763694,-0.5148,-0.7288,-3.918546,-0.068511,3.301064,-0.381618,-3.519456,-0.646748,3.581904,0.364538,-0.327744,0.642737,0.457377,-0.082441,0.082189,0.239235,-6.686257,0.271968,-2.538776
DNER,-3.405209,-0.109267,-3.354181,0.053802,-0.006717,-0.117312,-0.045823,-3.279354,0.110703,-0.081788,-0.05185,3.321255,-0.008948,-3.182493,0.070059,0.061685,-0.107313,-0.039199,-3.315907,0.072781,3.405891,0.007189,0.079552,3.257443,0.08727,0.042371,-3.332496,-0.013144,-0.065128,3.382416,-0.078314,-0.040681,0.070354,-0.128954,-0.035724,0.086964,-0.087425,-0.059691,-0.047753,0.026492,0.019261,0.082878,0.052924,0.026103,0.030537,0.006218,0.031853,0.080478,-3.272134
IL-18R1,-0.079346,6.735008,-0.012975,-0.0395,-3.208037,-0.043257,0.061861,-3.197755,0.198784,0.071655,-3.278708,0.126878,0.071136,0.005594,-0.054322,0.067635,0.000128,0.265403,-0.079794,0.059226,0.076125,-0.107239,3.486757,-0.058797,0.18029,0.180761,0.110296,0.091614,-6.545317,0.251871,-0.187232,0.093329,-0.070383,0.066723,3.418387,-0.106451,-0.114096,0.079654,-0.077798,-0.079789,6.745942,0.04978,-3.286875,-0.068081,-0.085246,0.043275,3.363531,-6.502025,0.107701
LAPTGF-beta1,-3.44448,-0.230804,3.184111,-0.181187,-0.160097,-0.008318,0.254131,-0.033813,0.109699,0.172824,0.15873,-3.387599,-3.457447,-0.215283,-0.158258,-0.128035,3.309624,-0.382951,-3.528803,0.005012,-0.125472,-0.064863,-0.01127,0.061301,0.39677,0.154716,-0.010016,0.289407,-0.101623,0.328294,0.068815,0.06509,-0.135528,0.033792,0.042937,-0.021542,-0.034696,0.066673,0.267513,-0.021365,-0.057831,-0.051821,0.191416,0.093153,0.026105,0.009409,-0.112796,0.1972,0.301948
CCL23,0.004766,-0.119149,-3.284151,3.341341,0.073126,-0.001418,-0.030816,-0.056862,-0.044654,-0.091371,-0.001654,0.014341,0.021444,0.032101,-6.554771,0.097659,-3.326805,-0.008006,0.038646,3.426374,3.334304,-3.310084,-3.177304,-0.097231,-9.812447,0.073051,-0.041269,0.020222,-0.095119,-9.695722,6.470098,0.073438,9.953865,0.013037,9.889208,0.083349,9.785789,0.052563,0.090847,3.234634,-9.799452,9.778313,-3.273758,0.013901,0.088655,-0.079166,0.10265,-9.833155,0.058738
MCP1,0.022653,-6.483843,0.16785,-0.023781,0.20501,-9.879195,-0.124592,0.038511,-0.059344,0.302855,0.092354,-6.590371,-0.067114,-0.069242,6.717759,0.018279,0.100118,0.285511,-0.08973,0.006701,-0.233966,-9.881978,0.256596,0.108393,-9.732714,0.09908,-6.437849,0.059058,0.1714,0.113762,0.046041,-0.005232,9.797667,0.265425,6.569937,6.599492,-0.053127,0.163895,0.030861,-0.075785,0.124291,0.002553,0.054448,0.036166,0.14099,-6.704233,-0.059487,0.130725,0.098022
CD40,9.882773,-0.04092,-0.007139,6.56984,3.310078,0.014412,-0.005641,-0.003959,-9.879422,0.041539,-3.250081,9.893939,6.675232,-3.285696,-0.012625,-3.281084,9.894208,-9.844442,-0.06848,0.000207,-0.040317,-0.003151,9.942781,9.894515,-9.739642,9.929081,-9.910895,-0.021062,-9.927562,-9.851733,9.86762,3.185138,3.336096,3.350125,0.004225,6.582835,9.880412,-0.015783,9.926229,-0.028356,0.009945,6.664597,-9.855533,-9.824283,-9.893256,9.834166,0.009388,-9.866113,0.086987
MCP-2,0.127654,0.031174,0.183321,-3.163707,0.118971,-0.038699,-6.361742,0.122219,0.131577,6.880731,0.071857,0.188157,0.059996,-3.349219,3.461217,-6.504264,0.100971,0.193678,0.058984,6.837556,0.088628,0.116618,0.204371,0.242987,3.656351,0.064821,-9.794314,0.131601,-9.73099,0.146417,0.055623,3.375196,0.060176,0.098767,0.032176,0.113457,0.066636,0.062168,0.146053,0.208423,0.065472,3.51384,0.16866,0.11438,0.143467,-3.190396,0.032809,0.222667,0.19914
TNFRSF9,-0.064737,-0.139335,-0.063586,-0.027732,0.160399,-0.046056,0.077087,-0.007718,-3.293708,0.12503,-0.018524,-3.328434,0.038017,-0.067463,3.376618,3.246149,3.357452,-0.051936,-0.051405,0.159008,-0.005332,-0.013385,-0.123549,0.035157,-3.216815,0.177734,0.050216,0.069919,0.056182,0.17144,-0.107526,0.065,-0.012976,0.006735,0.040628,3.384698,-0.033685,-3.336312,-0.004469,0.072699,0.004545,0.045881,0.045617,0.063961,-0.01946,-0.044336,-0.109031,0.155997,0.103895
FGF23,-0.119969,-0.408072,0.279793,-0.039812,-0.644031,0.055379,-0.273735,-0.161981,0.048953,-0.795862,-0.522176,-0.125447,-0.336732,-7.385848,-3.738068,0.438507,0.317338,-2.092549,-0.58159,0.38093,0.143054,0.432267,-0.495525,-0.209188,0.357144,0.194935,-3.667325,1.812658,-3.119372,0.390616,-0.748791,-0.484094,0.197011,-0.22909,-0.892128,-0.162461,-0.375473,-0.330452,-0.695544,2.713908,-0.1506,0.257131,-2.672789,0.023571,3.66515,-0.4726,1.260817,3.830816,0.462247
TWEAK,6.578453,-0.091312,-0.056919,-3.330185,3.340294,-0.052519,0.054481,0.021134,-3.267661,0.027681,-0.001994,0.051015,0.006837,-0.066818,-0.016336,0.014852,-0.015715,-0.05569,-0.044214,-3.280411,-0.01282,-0.026632,0.003125,0.007139,0.053942,0.109412,0.053608,0.069397,0.016259,-9.818138,-0.080391,0.017455,-0.077522,-0.014232,-3.26291,-0.022223,-0.059718,-0.01044,0.026117,0.057581,-0.06745,0.037982,0.029901,0.03776,0.000559,-0.01822,-0.089725,0.105465,0.061321
OSM,3.23225,0.123275,-0.538093,-0.241857,-0.072737,-3.006529,2.722991,0.335158,-3.226773,-0.421764,-0.261023,-1.157787,0.393912,0.207232,-4.013024,-0.136191,-0.185035,-0.135921,0.439469,0.340822,-0.670957,2.622985,-0.123849,-0.458712,3.981202,-0.059606,-3.493476,0.377893,-0.27132,-2.483697,-4.249666,-3.835834,0.643461,2.908117,-0.744495,0.5189,-0.062851,-0.601689,0.036003,-0.97589,-0.174259,-0.149392,3.57629,1.329017,0.7678,0.449195,0.038599,0.197992,0.449083
MCP3,-0.20681,0.117255,0.068636,0.0,0.334738,0.0,0.314964,-3.2445,0.16914,0.399908,3.041183,0.0,-2.909769,0.285882,0.419582,-0.285133,-0.233941,-0.914029,0.184287,3.557885,0.232827,-0.001231,-0.008659,0.0,0.163836,0.291964,-3.02491,0.0,-0.099181,-3.071331,0.463711,0.597367,3.158951,0.567184,-6.766361,-0.05692,-0.355743,-0.181985,2.934286,0.233319,0.245846,0.386459,0.364375,-0.312554,3.354425,-0.073125,0.341152,0.184868,0.0
