Probes,G103,G104,G108,G110,G111,G114,G119,G120,G124,G126,G130,G134,G301,G303,G305,G310,G313,G314,G315,G317,G318,G322,G323,G325,G328,G332,G337,G338,G355,G366
hsa-miR-497-5p,-0.393528,0.016243,-0.813836,-0.013991,0.050186,0.069528,-2.908159,-0.095686,1.641196,0.519202,1.381674,1.31035,-0.502223,0.068185,-1.378634,-1.521572,-0.450783,-0.097539,-0.447268,-0.962713,0.356221,0.155227,-0.406213,0.438261,-1.564297,-0.191756,-1.01803,-0.417148,-0.369885,-1.080003
hsa-miR-498,-0.180425,0.276243,-0.584802,0.228325,-1.226903,-1.107338,-1.115195,-0.079586,0.680118,-1.146886,0.882951,1.652041,-0.374673,-0.883809,-1.004332,-1.219066,0.620912,-0.517476,-0.944876,-0.282704,-0.518568,-0.550426,-0.306678,0.244703,-0.339736,-0.099424,0.523413,-0.302505,-0.941082,-0.711615
hsa-miR-4999-3p,-0.823905,-0.505366,0.521507,-0.498135,-0.107504,-1.13124,-1.074925,-0.73509,0.451453,-0.854962,0.601413,-0.297087,-0.294503,-1.608889,-1.132731,-0.063043,-0.531987,1.289671,-1.365341,-0.00478,-0.094278,0.066304,1.383864,0.117581,-0.128277,-0.646144,0.848265,0.791439,-0.558058,0.220392
hsa-miR-4999-5p,-0.460286,3.420633,-0.406692,-0.590104,-0.384534,-5.992533,-1.552072,0.676654,0.334336,-1.183412,-1.199677,0.259724,-1.696601,0.25112,-1.295207,-1.259999,2.324863,0.550204,-5.617481,-0.834242,0.65537,-0.637303,0.593787,0.080564,-0.786689,-1.3342,-1.697408,1.639436,0.101153,0.94647
hsa-miR-499a-3p,-1.587008,0.250708,-1.246386,0.828129,0.113784,-6.553248,-2.399777,1.132897,1.687624,0.286074,0.223822,1.259724,2.432682,-1.281026,-1.75146,-0.252386,-0.318993,-0.069524,-6.617481,-0.947283,0.414168,-0.75278,1.51625,0.103897,-2.379265,-1.462648,-1.3731,-1.0725,-0.091816,3.012444
hsa-miR-499a-5p,-0.306853,-0.164329,2.295309,0.078766,-1.495895,-5.714999,-2.37548,0.850264,-0.085043,-0.378428,-0.284325,1.429649,-3.889246,-0.568308,-0.917349,0.024454,3.053561,-0.162634,-5.598622,0.347604,-1.343354,-1.453996,-0.719371,0.431471,-0.301262,-0.045886,-0.807411,1.531322,-1.5021,2.045528
hsa-miR-499b-3p,-1.362032,3.295102,-1.497248,-0.628763,0.524337,-0.688307,-1.004997,0.270078,0.304023,0.260481,1.339854,1.101026,0.546853,0.395166,-0.70421,-0.860068,0.216339,0.771277,-0.91181,-0.512314,-0.193961,0.80373,-0.675911,0.336424,-0.301262,-1.30836,-0.386674,0.026459,-2.571294,0.767994
hsa-miR-499b-5p,-0.664175,0.288183,1.204162,-0.602815,-1.284283,0.246933,-0.071231,0.83855,0.208456,-0.230278,1.021778,0.800292,-0.654781,0.360308,-2.226825,-2.190985,0.018365,-0.386381,-0.634488,0.214761,-1.629658,0.439318,-0.499323,0.675397,0.476345,1.503743,-0.648405,1.306012,0.500164,-1.376984
hsa-miR-5000-3p,-2.74994,2.105131,-0.338309,-0.213926,0.589654,-0.440738,-3.572687,-2.678558,0.674771,1.025574,1.063975,0.500732,-2.076873,1.052279,-0.691522,-0.009212,0.485435,1.377935,-1.740262,-0.712943,-1.695155,-0.044399,-1.201099,0.255373,0.234791,-2.369171,0.022167,-0.335534,-2.710674,2.349505
hsa-miR-5000-5p,-0.60332,-1.257439,-0.3236,-0.413154,-0.494062,-0.960112,-1.450169,0.023572,-0.297393,-0.443183,0.990575,0.375201,-1.776772,-0.860971,0.111319,-0.097108,0.253934,0.114476,-0.755085,-0.210949,0.664525,-0.105309,0.08697,0.025712,-0.112228,-0.156736,-1.132106,0.904175,-0.955918,0.314276
hsa-miR-5001-3p,-0.863544,-0.501364,-0.239612,-0.038359,-0.960564,-1.400684,-0.185402,1.469609,0.557415,-0.85041,0.311285,-1.359186,-1.281564,0.880419,-1.206872,-1.128264,0.928457,0.791073,-0.740929,-0.526865,-0.441685,0.583562,-0.480981,0.698464,0.409231,-0.437221,0.286825,-0.046505,-2.731086,-1.375458
hsa-miR-5001-5p,2.563717,-0.763619,0.400007,0.695578,-0.937946,-1.815163,-0.918485,0.472143,0.52302,0.162141,1.84925,-0.573166,0.929728,-0.905033,-0.911722,-0.683679,-0.850089,-0.02911,-1.167965,-0.189784,2.234682,-0.553975,0.367905,0.317013,-0.595766,-1.471453,0.423784,0.002723,-0.5021,-3.249262
hsa-miR-5002-3p,-1.03204,1.613278,0.298293,0.389214,-1.20303,-0.670605,0.939474,0.775057,0.584677,-0.250243,0.896247,0.573833,-0.285175,-2.456437,0.778343,-0.252386,-1.236253,-0.01131,-1.133103,1.844018,-0.528784,0.61727,1.577595,0.384166,0.312269,-1.053536,0.54248,0.379452,-0.339199,-0.765894
hsa-miR-5002-5p,-0.217429,-1.394627,-0.458107,0.782716,-1.013613,0.783113,-1.397786,-0.424006,0.315163,-0.353337,0.531251,0.684222,-1.02675,-0.962386,-0.218596,-0.651656,1.481475,-0.361179,-1.416283,-0.121729,-0.28783,-0.47113,0.060568,0.038129,0.37681,-0.307674,-0.686888,-0.022148,-0.529299,0.863414
hsa-miR-5003-3p,-0.176988,1.374091,0.436424,-0.496892,-1.297665,-0.625867,-0.154185,0.164689,0.464419,-0.7299,1.284063,1.688567,-0.63648,-0.386573,-1.382502,-1.592569,-0.799384,0.595165,-1.662973,-0.188989,0.671511,0.644251,-0.580961,0.34764,-0.742772,-0.373914,-0.833688,0.149007,-1.820162,0.512822
hsa-miR-5003-5p,-0.448978,0.891166,0.146793,-0.311819,-0.189464,-0.299308,-0.113666,-0.075181,1.250181,-0.211981,0.697176,0.862389,-1.087186,-0.99757,-0.822205,-0.415284,-0.92426,0.004607,-0.869423,-0.021022,0.103339,0.73241,0.142263,-0.024208,-0.373412,0.300983,-0.312674,-0.472816,-1.215947,0.629548
hsa-miR-5004-3p,-0.359578,0.055198,0.337472,-0.561144,-0.115144,-0.582672,-0.322581,0.222636,1.083172,0.163911,-0.182322,0.818267,0.043874,0.435165,-0.787177,-0.852226,0.364954,0.220571,-0.439026,-0.50927,-0.541187,0.25441,0.511827,0.599794,0.576988,-1.01378,-1.49867,-0.456676,-1.508628,-0.037094
hsa-miR-5004-5p,0.869507,-2.316332,1.581064,-0.610786,-1.918432,-0.872239,-1.160633,0.297982,0.559834,-1.379809,1.520738,0.22125,0.489265,2.095265,-2.964867,0.491775,-0.372574,0.558507,-1.727071,-1.12512,0.5133,-0.185113,1.42491,0.557002,-3.803763,-0.426579,0.011965,0.277997,0.264719,0.318547
hsa-miR-5006-3p,0.091899,0.043988,-0.225234,0.684487,-1.295969,-0.435953,-0.044716,0.538456,1.010472,0.106667,0.816813,0.926114,-0.488284,-0.583738,0.462304,-0.677477,-0.809205,-0.304628,-0.578823,-0.367357,-0.677304,0.139366,0.884257,-0.087029,0.35409,-0.48053,-0.998137,0.081306,-1.124013,0.869812
hsa-miR-5006-5p,-1.35942,0.835671,-0.870873,-0.077353,-0.583067,-1.141748,-0.311965,1.078533,0.61099,-0.275334,1.127131,0.429649,-0.09088,-0.99917,-0.931829,-1.62103,-0.498612,1.486292,-0.808465,-0.392953,0.284119,-0.367037,0.008824,-0.072571,1.201238,1.19959,-0.284332,0.144731,-0.661159,0.426183
hsa-miR-5007-3p,-1.072448,-0.749292,0.292034,0.040807,-1.212687,-0.356331,-0.444426,0.562158,-0.245267,-1.013487,0.764053,-1.140207,-0.283525,1.870938,-0.588394,-0.860829,-0.050176,0.147051,-1.190587,-0.073607,-0.233729,0.256497,0.221107,0.855279,-0.950765,0.187803,-1.083125,-1.055842,-2.779412,0.104081
hsa-miR-5007-5p,-0.451631,-1.279806,-0.028836,-0.283273,0.454064,-0.152998,0.328039,0.219008,0.403938,-0.762899,-0.103753,-1.535456,-1.374673,1.2093,-0.712604,-0.436098,-0.355519,-0.564732,-1.054493,-0.545228,-1.096784,0.722872,0.326455,0.895128,-1.514666,-0.525544,-0.561172,0.93605,-1.073492,-0.659785
hsa-miR-5008-3p,-0.05449,-0.012326,-0.20219,-0.570214,-1.151941,1.356876,-0.832069,0.859253,-0.052377,-2.122011,0.850923,0.970217,-0.587218,1.180154,-1.659308,-0.545433,-0.54808,-0.379209,-1.128302,-0.490645,0.944657,-0.099409,1.292856,-0.085104,1.324342,0.833745,-0.71838,0.036884,-1.845952,-0.29077
hsa-miR-5008-5p,-1.2782,1.209129,-2.086037,0.492012,2.61258,2.165896,-3.772389,-5.877953,-1.106975,-1.369278,1.633213,-1.270791,-2.533103,1.87405,-1.751092,-0.749885,-2.657316,2.028251,-0.949332,-1.33439,-1.932549,-1.985133,0.111186,-0.659676,-0.149259,-1.007219,-0.675924,1.023425,0.974659,-0.57596
hsa-miR-5009-3p,-0.631471,-0.521881,-0.399417,-0.084408,-1.049978,-0.220802,-0.458934,-0.026529,1.090308,-0.866149,0.544484,0.300366,-1.747227,-0.487271,-0.978398,-1.481204,-0.9335,0.18009,-0.597707,-0.160419,0.75319,-0.492913,0.286917,0.2415,0.020666,-0.32306,-1.020005,0.503125,-1.478431,0.258799
hsa-miR-5009-5p,-0.999664,-1.722325,0.228762,-0.8279,-1.427164,-0.137004,1.910766,0.478759,1.381973,-0.050928,0.478636,-0.225703,-1.953377,1.587102,-1.301622,-0.888713,-2.329082,-0.198484,-0.328668,0.042695,0.795041,-0.506719,-0.166848,0.281262,0.725705,-0.327436,-0.641037,-0.606352,-2.075028,0.151003
hsa-miR-500a-3p,-0.740991,0.678129,0.056467,0.140734,-0.414975,-0.437944,2.376501,0.898547,1.030628,-0.33774,0.239135,0.357421,-0.731182,-1.085492,-1.471937,-0.989351,1.792608,-0.057747,-1.265578,0.372551,-0.499426,-0.203854,-3.567525,-0.189035,0.686247,0.262492,-0.182482,-2.165609,-1.147992,0.641696
hsa-miR-500a-5p,-0.895501,2.582905,-1.225332,0.240129,-0.311471,-6.162458,-1.549218,0.890906,0.718203,0.769283,1.139518,1.603678,2.110754,0.856998,-1.734972,-1.51542,-0.582028,-0.636565,-5.350695,-0.882263,-0.30773,-0.659671,-0.306678,0.931545,-5.001702,-1.065313,-0.999293,-0.429121,-0.013062,-0.232006
hsa-miR-500b-3p,-2.584122,2.658793,-0.083952,-0.830998,-0.445564,1.534509,0.51476,0.777975,-0.957855,-0.211981,0.517736,1.633182,-0.230283,0.384387,-2.574507,0.992501,-2.134569,0.23533,-1.414825,0.117737,-1.20585,0.338449,0.151268,0.713871,0.039775,-0.510277,-2.488108,-0.442683,-1.281879,-1.284361
hsa-miR-500b-5p,-0.901215,-0.164329,-1.594508,-0.506197,-4.552479,-7.09687,-1.759424,0.79203,1.213492,-4.768374,3.896247,-3.062204,1.525791,-0.436518,-2.119636,-0.898749,-2.582028,0.515438,-3.598622,-0.286654,-0.30773,3.5002,1.899595,0.633105,-0.038228,1.459349,-1.658033,-2.461542,-1.12854,-0.144133
hsa-miR-501-3p,0.177245,1.012864,-0.008139,-0.623223,-0.321153,-0.297022,0.890669,0.493222,0.619795,0.548917,1.301886,0.152809,-0.135157,0.793693,-1.115493,-0.429559,2.716264,0.32856,-1.518733,-0.638646,-0.913451,0.385597,-2.329721,-0.496474,0.934693,-0.373541,-0.32837,-0.255664,-0.465137,-0.274731
hsa-miR-501-5p,-0.226418,2.250708,-0.222539,0.527149,-0.051866,-0.613461,-0.6766,0.06397,0.521614,0.904051,0.045391,0.785793,-0.728782,1.206626,-1.374616,-1.244071,-1.19978,-0.733921,-1.282108,0.038379,0.101021,-0.890844,-0.150374,0.537971,-0.091809,0.027823,-1.94029,-0.610686,-0.518865,1.190851
hsa-miR-5010-3p,-0.37192,-0.271244,0.203037,0.261812,-0.484307,-0.97546,-0.677976,-0.78914,0.427571,0.18175,0.755385,0.631693,-1.348678,0.879151,-1.118645,-1.029993,-0.052348,1.254313,-0.623713,-0.483346,-0.995786,0.326171,-0.04938,0.422073,-1.001702,-1.689174,-1.473518,0.140847,-1.702064,-0.304126
hsa-miR-5010-5p,0.493461,-0.505366,-1.206753,1.18627,0.204322,-0.419577,1.083311,-0.352868,0.964038,-1.730957,1.208191,-0.471459,0.262757,-1.205738,-2.195847,-1.321456,-0.424075,-0.973087,-0.299296,-0.706131,0.345764,-0.030099,2.068015,-0.008657,-1.466321,-0.397736,0.348559,-0.760052,-0.362511,0.410984
hsa-miR-5011-3p,2.188267,-1.164329,0.42084,0.245802,2.52347,1.869963,-1.772097,-2.534689,0.830942,2.598997,0.989357,1.089799,0.110754,3.07992,-0.886975,0.509454,3.464936,1.619775,-0.102767,-1.388616,-1.127158,-0.212988,-0.110081,0.475866,0.2837,-4.612801,-1.684029,0.457321,-5.792035,0.959526
hsa-miR-5011-5p,-0.535877,-0.492383,0.855995,-0.473282,-1.09822,-0.876415,0.136842,0.475465,0.319981,-0.34261,0.292548,1.510268,-2.433567,-1.300999,-0.943558,-0.517398,-0.54808,-0.092244,-0.718171,0.003111,-0.069271,0.712536,-0.349092,0.967708,-0.4339,0.322613,-0.805036,-0.390181,-0.560899,0.78289
hsa-miR-502-3p,-0.482115,1.525331,0.220474,1.043237,-0.045519,-0.335738,-1.595339,-1.102728,-0.493336,-1.183412,0.328563,-0.967686,0.110754,-0.760953,-1.058669,-1.094845,-1.54808,0.384194,-1.30584,-0.568004,-0.644765,0.695857,0.303197,-0.420971,1.2837,-1.065313,-0.506724,0.520116,0.072223,0.619243
hsa-miR-502-5p,0.613359,-0.919217,0.431371,0.914008,-2.359834,-6.956007,0.055606,0.534049,0.49227,-0.446446,1.159282,-1.242776,-0.889246,0.366104,-1.860503,-0.169924,-0.304043,0.604706,-6.196185,-0.830733,-1.274563,0.005145,-0.336392,-0.088919,1.946665,-0.286894,-2.802673,1.267979,-0.51383,0.790714
hsa-miR-503-3p,-1.163806,1.768557,-0.472875,-0.56564,0.046356,-0.40934,-0.555147,0.362379,0.125686,-0.031409,1.64832,0.20083,-1.589686,1.471349,-1.734972,-0.95693,0.17286,0.565624,-0.672623,-0.907905,-0.408571,0.050355,-0.594286,0.217692,-0.54227,-0.735781,-0.51271,-0.424802,-1.517252,0.201179
hsa-miR-503-5p,-1.05449,0.382238,0.495334,-0.180747,-0.759711,-0.754544,-0.051454,1.071963,1.402401,-0.894428,1.125066,0.619052,0.256184,-1.352579,-0.413044,-0.475892,-1.195845,0.44884,-0.730108,-0.256659,1.037098,0.26424,0.235156,0.120771,0.463782,0.933122,-1.86242,0.719788,-0.681743,0.069574
hsa-miR-504-3p,-1.657223,5.083598,0.422366,0.521964,-0.445564,-1.767902,-0.118249,0.313255,0.735739,-2.082483,0.461845,0.591568,-0.474209,-2.037077,-1.939242,-0.021707,-0.788478,-0.869226,-1.04584,-0.129844,-0.843783,-0.928858,-1.252408,0.492872,-1.493907,-0.911745,-0.085708,-2.487537,-0.614868,1.439372
hsa-miR-504-5p,-0.60144,-0.971684,0.07664,0.629983,0.363457,-0.882109,-0.820891,-0.132021,0.573329,-0.938299,0.917621,-0.526872,-1.358732,0.173895,-2.223258,-1.179629,1.687274,0.156357,-1.064391,-1.071741,1.099445,-0.618194,0.249671,0.445277,-1.163759,0.44024,-0.564251,0.734855,-0.25407,1.375677
hsa-miR-5047,-0.365821,1.112511,-0.362353,0.13061,-0.544067,-0.854688,0.222732,1.076598,0.962187,-0.53964,0.401483,0.81366,0.415608,-1.350221,-0.824494,-0.042272,-0.694237,0.067979,-0.648375,-0.27286,0.429236,-0.243327,0.107287,0.914896,-0.564297,-0.629625,-0.642388,0.550091,-0.833064,-0.025555
hsa-miR-505-3p,-1.104458,1.430414,0.086338,0.185681,-1.017602,-2.195696,-0.557925,0.39555,0.039745,-1.310901,0.788188,0.377963,0.357846,-0.068667,-1.520378,-0.569391,-0.946184,-0.074686,-1.449323,-1.138603,-0.337174,-0.896767,-1.678293,0.457467,0.178518,0.713106,0.231638,2.146567,-0.108683,0.792447
hsa-miR-505-5p,-1.088673,-1.2445,0.246946,-0.276845,0.027896,-1.334738,-0.42869,-0.34042,1.563925,-1.130944,1.696939,-0.427686,-1.336705,0.939349,-0.351425,-0.803485,-0.246679,0.174401,-0.517592,-0.813607,0.303095,2.156246,-0.004317,0.18997,0.453625,-0.122047,-2.09342,-0.603561,-1.155802,-0.795273
hsa-miR-506-3p,-1.61546,0.250708,-1.68197,0.910047,1.082757,-4.47796,-2.193115,-1.89632,0.441444,1.280535,0.55521,2.330113,-0.152281,0.921498,-2.360227,-2.05737,-0.560654,1.396794,-5.327975,-0.439905,-0.974487,-0.892117,-0.901741,-0.983566,1.546735,-0.888574,-0.613639,-0.654187,-2.276097,1.611875
hsa-miR-506-5p,-0.611708,-1.292085,-0.07276,-0.316819,0.527248,0.424552,-0.859865,-0.040434,0.894424,-0.328675,0.511583,-0.669887,0.59618,-0.263453,0.491856,0.393977,0.765896,0.361405,-0.553787,0.051066,-1.230051,1.292308,0.967761,0.745132,0.930063,-0.71468,-1.220741,0.923889,-2.290596,0.345303
hsa-miR-507,0.118594,-1.324794,0.647531,-0.441765,-0.230551,-0.07986,-0.333396,0.167581,1.240714,-0.328333,1.768492,-0.666275,-0.659765,1.169926,-0.543546,-1.582032,-1.157888,-0.136639,-0.513633,-0.837409,-1.450987,0.003775,-0.502429,0.384677,1.149158,-0.303612,-0.189079,1.682881,-1.088613,1.464318
hsa-miR-508-3p,-1.092835,0.066996,0.636053,0.063391,-0.918128,-1.504595,0.720824,0.252491,0.957713,-1.165967,-0.648073,0.005967,-0.152281,-0.453796,-1.514706,-0.4171,0.65898,-0.094247,-0.966551,-0.243566,-0.99054,0.27938,0.371394,0.060155,0.546735,0.338043,-0.690455,0.695191,-0.517651,-0.19548
hsa-miR-508-5p,-1.153857,-0.376633,0.315774,0.154984,-0.693341,-0.03589,-1.676008,0.36002,1.267858,0.547885,0.934721,1.141329,-0.071244,-2.210533,-1.329918,-1.164361,-0.715706,-0.329839,-0.872232,0.587671,0.010311,-0.768709,-0.108034,-0.240474,0.052695,-0.017845,-1.450989,-0.668867,0.070448,0.44083
hsa-miR-5087,-1.688144,1.27177,-1.686587,-0.199344,1.064193,-0.4406,-2.307772,-3.725832,0.474693,1.679323,-0.013743,0.089799,0.203863,1.045561,-0.977542,-1.375243,0.768659,2.407738,-0.795834,-0.833494,-1.414442,0.320877,-0.48088,0.053428,-1.105342,-2.428033,-1.748336,1.886244,-3.676641,-0.485995
hsa-miR-5088-3p,-0.224047,-0.240278,0.551882,0.933809,-0.871366,-0.921301,-0.67504,0.910425,1.933146,-0.942625,0.643481,0.259724,-0.75598,1.293364,-1.350922,-1.342131,-0.55531,0.141043,-0.135797,-0.894507,-0.250774,0.250407,0.824084,0.490365,-2.886225,0.496186,0.286825,0.636623,-0.612183,1.361596
hsa-miR-5088-5p,0.21207,-1.381921,-0.167663,-0.724269,-1.162721,-0.158595,-2.088328,-0.332515,1.3396,-0.122805,0.661782,0.592299,-0.641319,-0.401032,-2.336106,-1.533238,-0.279465,-0.152486,-1.01366,-0.540278,0.108456,-0.67459,0.513004,0.009447,-2.175731,0.050188,0.113611,2.251183,-2.567523,-0.725628
hsa-miR-5089-3p,-0.786886,0.186168,-0.490289,-0.542014,-0.126152,-1.322866,-1.646101,0.497589,0.316043,0.120594,0.915057,-0.413235,-0.379052,0.583081,-0.609901,-0.789118,-0.921804,-0.44197,-1.093919,-0.138148,-0.154679,-0.103748,0.47854,0.16601,-0.263787,-0.062852,-0.69691,0.656381,-0.576505,-0.186918
hsa-miR-5089-5p,-0.991284,-1.242332,-0.196088,-0.159078,-0.021964,-0.422678,-1.413117,-0.158522,-0.201339,-0.666703,0.063001,-0.547631,-0.521515,-0.496498,-1.659779,-1.012335,-1.582028,-0.204454,-1.312727,-0.43968,0.18755,0.3224,0.400293,0.5858,-0.676771,-0.289112,-1.178702,-0.063186,0.026664,0.641595
hsa-miR-509-3-5p,-0.397037,-0.164329,-0.887555,-0.698842,0.268551,-0.50068,2.190932,0.910805,1.024115,1.124711,1.55521,1.011797,-0.04125,-1.464472,-1.174257,-0.885015,0.970513,-1.591477,-1.399938,-0.619229,-1.610293,-0.384995,0.142407,1.329592,1.2837,0.488614,-0.106971,0.095187,-0.990695,-0.127308
hsa-miR-509-3p,-0.6373,0.191815,-0.354944,0.384461,-1.695604,-1.083468,-0.276666,-0.21304,0.397983,-0.60791,0.70862,-1.485703,0.193216,-1.2749,-0.240577,-0.707169,0.136559,-0.10605,-0.365492,-0.478569,-0.533106,0.52371,0.717326,0.062238,-1.764663,0.474697,-0.396541,-0.178141,-1.14337,1.19907
hsa-miR-509-5p,-1.536803,-0.987451,-0.430864,-0.002491,-0.582671,0.039888,-1.899571,-0.392887,0.594781,0.240964,0.749406,0.755251,-0.115522,-0.376532,-0.948679,-1.592973,0.475688,-0.830337,-1.902105,-0.41391,0.69227,-0.430207,0.764935,-0.073203,0.190591,-0.189279,-0.454257,1.239328,-0.626266,-1.286453
hsa-miR-5090,-1.030366,-0.660755,0.135782,-0.468761,1.545631,-0.135828,-1.861186,-0.739247,0.08273,-0.587348,0.716924,-5.846613,-0.533103,-0.671145,-1.171543,-1.193307,0.393927,0.5924,-0.404333,-0.536336,-0.669368,0.378051,-0.728141,-0.260406,-0.201011,-0.894659,-0.719076,0.328197,-3.017388,-0.005235
hsa-miR-5091,-0.743247,0.503095,-0.127382,-0.079416,-0.80897,-0.641161,-0.612689,0.914394,1.43287,-1.069241,0.64722,-0.352206,-0.654781,-1.696698,-1.195176,-0.69812,0.678362,0.049015,-0.019354,-0.380158,-0.127409,0.055416,-0.217394,0.453298,-0.510981,0.260289,-0.867261,-0.19971,-1.936827,0.647625
hsa-miR-5092,0.637968,-0.342666,1.076185,0.585088,-1.050598,-1.014089,-0.597736,-0.187773,-0.248004,0.203057,1.551112,0.05809,0.110754,1.239357,-0.629677,0.27416,-1.296273,0.162557,-1.261761,-1.182365,-0.007071,-0.392191,0.99803,0.625644,1.471327,-1.593118,-1.286958,-0.417148,-0.932468,0.257032
hsa-miR-5093,-0.632467,3.295102,1.22492,-0.066706,-1.53337,1.033939,-0.91309,0.653348,0.487126,-1.449096,1.22487,-1.099357,-5.059171,-1.003618,0.569883,-1.186797,-0.076792,0.341409,-1.672623,-0.833354,-1.162082,0.882704,0.144339,-0.083102,2.453625,-0.17328,-1.001565,-1.296294,-1.132644,1.026913
hsa-miR-5094,-2.066761,-2.864769,-0.587334,0.340959,-1.745124,-1.42369,-0.47351,0.154905,0.469687,0.097947,1.183529,-1.325238,-2.474209,0.953461,-1.036053,-1.11103,0.536617,-0.197681,-1.298227,-0.07752,-0.431602,-1.204344,-0.353361,0.565772,3.676018,-1.238088,-1.848659,-0.445054,-0.541968,-0.49504
hsa-miR-5095,-0.258692,-0.178268,0.290323,0.191198,-0.774016,-0.37146,-0.531783,-0.239816,0.424043,0.551167,1.278495,-0.942991,-0.737243,-1.15613,-1.856374,-1.445593,-0.277173,-1.435456,-1.485986,-0.260374,0.277232,0.847021,0.225543,0.612537,-0.217494,-0.165558,-0.826944,0.09214,-1.27037,-0.208191
hsa-miR-5096,-0.692546,-1.469184,-0.189126,0.446946,-1.938947,0.06636,-0.303077,1.471051,1.000535,-0.423239,0.658088,0.75005,-1.130255,1.230221,-1.116457,-1.285176,-0.944598,-0.39995,-0.748659,-0.000536,-0.192866,0.727611,0.747592,1.821931,-2.582548,-0.281792,-0.714852,1.8071,0.105962,0.844049
hsa-miR-510-3p,-0.616195,-1.012326,-0.098598,0.467683,0.69429,-0.534483,-1.822378,0.474801,0.595738,-0.724818,1.289911,0.507652,0.685448,0.040761,-0.834831,-1.773114,0.833916,0.49569,-0.731624,-0.295165,-1.098968,-0.086721,0.718428,0.495602,0.896677,-1.269262,-0.434196,0.831094,-1.867664,1.053023
hsa-miR-510-5p,-0.56851,-1.427364,-0.46474,0.347432,0.041702,-1.080481,-1.567188,-0.046592,1.009408,0.281812,0.56694,3.482116,-0.111639,1.777189,0.434953,-1.080022,-0.2727,0.120721,-0.807333,-0.568897,-0.537212,0.405533,-2.229336,-0.355899,4.743132,-0.023327,-0.673381,0.06743,-1.603187,2.282568
hsa-miR-5100,-0.827375,-0.768401,0.139529,0.081171,-0.490492,-1.214761,-0.035743,0.002468,0.755521,-0.253801,0.787205,-0.666275,-2.211175,0.24279,-0.822907,-1.032879,-1.350702,0.152868,-0.798392,-0.213322,0.095957,0.287409,0.303383,0.042429,-1.000093,0.412151,-0.399421,0.120374,-0.83638,0.438323
hsa-miR-511-3p,-0.68075,2.295102,0.26912,-0.051358,-1.413502,0.185804,-1.098712,0.104612,0.222956,1.542827,0.618713,-0.818278,-1.23717,-1.341799,0.32614,-0.857085,0.211522,-0.032688,-0.800498,-0.649763,0.295266,0.258126,0.2431,-0.147391,-0.841831,0.874386,-0.723023,2.512463,-1.450353,-0.021109
hsa-miR-511-5p,-0.656102,-0.749292,-0.256207,-0.384635,-0.784426,-0.832356,-0.048769,-0.624671,0.75608,0.288209,1.610845,-0.576777,-1.763716,1.580084,-1.850449,-0.81498,-0.067454,0.030011,-0.906213,-1.665033,-1.011906,0.370076,-0.736521,-0.909566,-0.038228,-0.830158,-1.494058,1.042284,-1.566483,-1.527462
hsa-miR-512-3p,-0.249138,0.214182,-0.255706,-0.060959,-0.786944,-2.407571,-0.433022,0.353477,1.971417,-1.40309,2.48121,-1.062204,-1.336705,1.261767,-3.064279,-1.377917,-0.997065,2.303934,-0.565708,0.736252,-1.095001,3.532622,3.142223,0.694506,-5.239862,-2.447542,-0.137848,-0.779718,-2.974994,-0.225853
hsa-miR-512-5p,-1.047696,-0.117636,1.677432,-0.019348,-0.337273,-2.33202,0.255964,0.923721,0.383392,-0.643787,0.404771,-0.222205,-0.535328,0.503784,-1.248458,-0.439862,0.427776,-0.65588,-0.958532,0.133028,-0.454174,-0.834644,-1.005738,-0.429822,0.77687,0.231128,-0.20478,0.110898,-1.014638,0.193991
hsa-miR-513a-3p,-1.693402,-0.164329,-0.595348,-0.19866,1.623371,-6.528586,-4.02868,-1.296887,0.421503,0.492751,1.410821,-4.384132,-0.725748,1.498035,-1.137409,-0.667423,0.225327,1.087345,-5.965405,-1.495494,-0.683239,0.976638,-0.120983,-0.300595,-0.201726,-1.141381,0.468155,1.832211,-2.496271,-0.121823
hsa-miR-513a-5p,-1.506605,-0.405337,0.950745,-0.454706,-0.917202,0.54774,-0.154321,1.375582,1.395034,-0.347799,1.291385,0.522758,-2.02675,-2.141775,-2.050999,-0.784412,-1.10286,-0.238543,-0.712186,0.335447,0.090434,-1.675125,0.942451,-0.318466,-2.185785,0.571846,-0.235501,-1.137887,-1.060795,0.183032
hsa-miR-513b-3p,-0.39,2.250708,-0.313819,-0.704574,-0.657448,-0.974611,-0.253726,-0.038851,0.806229,-0.738421,0.896247,0.695823,-1.889246,0.031762,-1.529548,-0.916783,-1.137546,2.081542,-0.762672,-0.510976,0.029305,-0.123862,0.743013,-0.392372,1.141681,-0.394573,-1.275564,-0.421649,0.886942,0.211229
hsa-miR-513b-5p,-5.712662,3.53611,-3.407937,-0.213415,2.491915,-0.109489,-2.707422,0.798743,0.024115,-1.967683,2.140173,1.823625,0.473324,-1.163254,0.048771,-1.207992,0.89602,-0.099898,-1.775193,-0.73817,-4.144611,-0.9878,0.401142,0.443249,-3.038228,-2.669934,-0.503456,-0.324039,-1.224086,0.42343
hsa-miR-513c-3p,-1.537383,-3.864769,-1.363523,0.029562,2.906953,-0.583142,-3.5976,-3.246656,1.076582,0.308931,1.585907,-2.922479,-0.014777,2.274453,-1.299153,-1.453298,0.773734,1.414509,-0.073161,-0.996299,-0.76878,0.640231,-0.722241,2.14124,1.868663,-4.028937,-1.170587,3.128593,-2.624901,1.241926
