Probes,G103,G104,G108,G110,G111,G114,G119,G120,G124,G126,G130,G134,G301,G303,G305,G310,G313,G314,G315,G317,G318,G322,G323,G325,G328,G332,G337,G338,G355,G366
hsa-miR-3124-3p,-0.201267,2.755329,-0.54102,-0.022475,-0.705057,-0.284423,0.065876,0.584675,0.788008,0.416658,0.879946,0.208194,0.788825,0.536199,-0.27771,-1.172346,-1.178486,-0.230658,-0.878962,-0.680111,0.535474,-0.48149,0.019683,0.61539,-0.919117,0.331751,-1.235501,0.2711,-0.750028,-2.024861
hsa-miR-3124-5p,-2.19721,0.981101,-0.660466,-0.032072,-0.726653,-0.609441,-0.1357,0.272422,0.774801,-0.500753,1.059746,-0.726601,-0.458612,0.183137,-1.048471,-1.053935,-1.03454,-0.107794,-0.899131,0.10788,-1.046387,-0.559791,-0.161027,0.181952,0.264592,-0.334607,-0.81278,2.010771,-1.318104,-0.906671
hsa-miR-3125,0.163023,-0.31018,-0.0046,-0.224282,-0.282492,-1.492417,-0.482606,0.574309,0.152702,-1.545982,1.468052,0.99669,-0.111639,-1.413526,-0.375931,0.936594,-1.692081,-0.14576,-0.119055,-1.088714,0.011376,-0.837925,1.044448,0.295679,1.055748,0.746739,-0.575247,0.828677,-1.024203,-0.51484
hsa-miR-3126-3p,-0.304786,-0.497266,1.558002,-0.199344,-0.936489,-0.207473,-1.285544,0.010783,1.042624,-0.246076,-0.086475,0.008636,-0.100259,-0.177894,-0.978707,-0.570427,-0.743995,-0.083518,-1.017651,-0.160337,-0.788725,-0.697261,-0.229336,0.701425,0.174942,0.050386,-2.146819,-0.401381,-0.237916,0.393368
hsa-miR-3126-5p,-1.813636,-0.038798,0.778447,-0.704805,-0.394938,-0.320108,0.080396,0.794458,1.012341,-0.295122,-0.855365,-0.062204,0.073083,-0.992486,-0.992795,-0.78526,-1.461012,-0.686196,-0.463169,0.396801,-0.774762,-0.025119,-0.540914,0.199025,0.650483,-0.083239,-0.167741,0.637389,-1.091173,-0.15962
hsa-miR-3127-3p,-0.308781,1.133351,2.62181,-0.382831,-0.226903,-1.835236,-0.718196,-0.41257,0.680604,-0.341264,-0.103753,-0.155313,-1.211175,-0.24638,-0.630635,1.026768,-1.004719,-0.004569,-1.986283,-0.39272,-0.798535,-0.129156,0.576612,0.234614,-0.690304,-0.255249,-0.704338,0.014963,-0.62211,-0.241283
hsa-miR-3127-5p,-0.57792,-1.254932,0.099649,-0.341311,-0.902811,-2.4274,-0.609456,0.33797,0.593564,-0.338981,0.585046,0.146342,-0.26229,-1.002539,-0.912449,-1.139492,-0.535857,-0.373918,-0.68793,-0.833863,-0.12793,-0.162323,0.060354,0.374105,-1.501287,0.016513,-0.569643,0.750933,-0.568733,0.450512
hsa-miR-3128,-0.451631,-1.835706,0.770542,-0.932603,0.614171,-2.443195,1.197079,-0.810319,2.026934,-0.560266,1.195808,0.566385,-2.439444,1.718186,-0.992097,-1.231776,-1.646583,0.317109,-1.552329,0.114056,0.520584,1.656926,-0.047029,0.435518,1.131697,-0.3789,-0.473396,3.072528,-3.138593,0.67278
hsa-miR-3129-3p,-0.272221,-2.334254,0.388419,-0.589384,-0.330086,-0.998659,-1.213241,-0.482439,1.384733,-0.365019,0.393747,2.429649,-0.581124,-0.070057,-0.03561,-1.381802,-0.713272,0.387888,-0.828742,-0.317402,-0.489337,0.801581,0.327613,0.01072,-1.590769,0.804846,-1.117072,-0.059254,-3.151509,0.497306
hsa-miR-3129-5p,0.213413,-1.164329,-0.203923,-0.347619,-0.195645,-0.837384,-0.313809,-0.667001,0.633725,0.144642,1.985252,0.047503,-0.126938,1.542724,-1.052346,-0.605694,0.140438,1.256476,-2.00322,-1.404635,-0.489728,-0.251911,0.171156,-0.609751,1.692165,-2.945995,-0.992151,0.070953,-2.954091,1.919997
hsa-miR-3130-3p,-0.588344,-1.300702,0.168996,-0.116785,0.524519,-1.257128,-2.326017,-1.115921,0.255468,0.426505,1.038568,-3.2038,0.465184,0.855273,-1.037774,0.123798,0.942001,1.227661,-0.604611,-0.738472,0.086121,-0.286502,-1.412494,0.24271,-1.330291,-2.407035,0.902019,1.905492,-2.230594,-0.181225
hsa-miR-3130-5p,-0.892018,-0.9574,0.30537,0.613897,-0.898469,-0.596643,-1.457117,0.701783,0.837452,-0.952117,0.794709,0.591568,0.084758,-1.216413,-1.25912,-0.605769,1.117341,-0.25345,-0.732486,-0.029105,0.86783,-0.765196,0.456283,0.137657,-1.269898,0.144786,-0.747495,1.706789,0.28929,0.709339
hsa-miR-3131,-0.487925,0.014008,-0.022298,0.352128,-0.399233,-1.607974,-0.33184,0.268488,0.15217,-0.017288,0.369811,-1.105925,-0.585854,0.505154,-1.814825,0.37887,-0.491515,0.063231,-0.295489,-0.578714,-0.108076,0.269928,0.487853,0.268533,-0.018862,-0.319078,-0.783564,-5.103374,-1.028169,0.678577
hsa-miR-3132,-0.696597,2.812951,-0.265405,0.200867,-1.937143,-0.646152,-1.132045,0.304414,1.084642,-1.057881,-0.19395,-0.173235,-0.827846,0.00083,-1.235479,-0.55117,-0.840946,-1.105039,-2.547092,-0.363048,0.588819,0.681688,0.181005,0.677228,-0.112228,-0.159222,-0.843271,0.090254,-1.82737,0.099703
hsa-miR-3133,-0.224685,-1.801759,0.309701,-0.124057,0.692255,-1.417839,-0.692917,-0.384873,0.298031,-0.643983,1.00109,-0.696333,-2.281564,-0.31079,-0.507634,-0.517089,-1.30838,0.606972,-0.480755,-0.933572,0.093094,-1.243846,-0.301624,0.048495,-1.224094,-1.375118,-0.775152,-0.827277,-1.230432,-0.594104
hsa-miR-3134,-0.419063,-2.623761,0.220732,0.287219,0.261966,0.484673,-0.772724,-1.579077,1.788718,0.013202,0.574319,-2.166541,-1.363178,0.306161,-1.050474,-0.951216,1.613523,1.800168,-0.350695,-0.664083,-2.08032,0.169093,-0.801622,-0.273073,0.383236,-2.052986,-0.908012,-1.163574,-2.925599,0.919997
hsa-miR-3135a,0.02151,0.250708,-2.192165,-0.174215,-4.56438,-6.798831,0.28445,0.490703,0.86606,-1.189217,0.177429,-2.614745,1.788825,-0.580908,-2.04813,-0.691671,-1.084528,-0.207028,-1.386319,0.248981,0.057034,-0.761785,0.07687,0.938431,-0.512766,-0.436314,-2.257496,0.765229,-1.265828,0.713547
hsa-miR-3135b,-0.216273,-0.399349,0.44007,-0.684738,0.803479,0.146329,-0.109092,-0.154007,0.80233,-0.496295,-0.30837,-1.829941,-0.650239,0.84673,1.058545,0.195073,-0.298235,-0.535188,-0.41093,-0.18313,-0.053973,0.093621,0.362461,-0.819776,0.064422,-0.107228,-1.202066,0.540683,-0.843137,0.855867
hsa-miR-3136-3p,0.064616,-0.744325,1.033524,-0.077353,-0.85914,-0.584632,0.030852,0.074618,0.261462,-1.344404,1.997531,-0.241936,0.458677,-0.636479,-0.28246,-0.548482,-1.0865,-0.470062,-1.173052,0.096978,0.188227,-0.544194,-0.647221,0.216203,0.63354,0.08738,-0.848217,3.205332,-0.810471,-0.19548
hsa-miR-3136-5p,-0.125799,0.473101,-0.336474,-0.56331,-1.776105,-1.081861,-0.53493,0.77228,1.370225,-0.976101,1.303423,0.697129,-0.474209,-0.53907,-0.587794,-1.045935,-0.267154,0.439887,-0.780508,-0.422472,0.340988,1.264057,-0.248916,1.169591,0.535239,-0.033691,-1.14346,-0.00211,-1.250457,0.003413
hsa-miR-3137,-0.383439,0.786761,2.565957,-0.153121,0.586796,0.609503,-0.747127,-0.904835,1.583391,0.096696,-0.162646,0.891992,-1.959636,1.063961,-0.523053,-0.132386,-1.205879,0.962897,-1.042572,-0.946039,0.540267,-0.618194,-0.874766,0.158453,-1.201726,-0.745765,-1.349162,-1.324039,-0.289036,-0.145098
hsa-miR-3138,-0.830299,-1.125855,0.514967,-0.394738,-0.331036,-0.87353,0.172837,0.642451,1.421309,-0.420451,0.863826,-0.3941,-1.508156,1.244924,-0.77502,-0.958954,-1.19978,-0.489363,-1.357328,-0.169426,-0.045411,0.789617,-0.042127,0.269553,-0.782971,0.404661,-0.926929,0.041446,-0.98989,0.16197
hsa-miR-3139,0.083437,-0.971684,-0.142812,0.837758,0.582451,-5.528586,0.22711,-0.366415,0.575054,-0.603315,1.262375,2.99669,-1.474209,2.41399,0.042636,-0.24519,-1.678243,-0.587655,-6.183585,-0.17177,0.184384,0.263161,-0.151896,0.508287,0.868663,0.261123,0.207718,0.220282,-1.577676,2.270495
hsa-miR-3140-3p,-0.335295,0.288183,-0.656435,0.300393,-0.337466,-0.411219,-0.797492,-0.060312,0.120593,0.74182,1.84378,0.423223,0.985223,0.751629,-0.787439,-0.628604,-0.565539,0.889834,-1.856802,-0.690112,-0.454323,0.920929,0.193856,0.975792,0.637337,-1.182077,-0.748517,1.665314,-1.4281,0.692587
hsa-miR-3140-5p,-0.797106,1.020095,-0.088343,-0.1012,-1.496769,-1.449578,0.298922,0.633954,1.07683,-0.800083,-0.103753,-0.683692,3.570185,-1.890236,-1.711436,-0.696867,-0.604054,-0.107195,-0.905284,-0.131679,-0.477655,0.422639,-0.623805,0.146069,0.900372,-0.867152,-0.8874,0.50485,-0.4281,1.059928
hsa-miR-3141,0.190478,2.457723,0.093214,-0.267021,-1.258513,-0.986534,-0.819995,-0.264248,0.391075,-0.522395,0.838532,-0.257334,-0.998871,-0.150625,-1.208622,-1.176214,-1.537905,-0.509224,-1.201894,-0.757612,0.346042,-0.032427,0.155255,0.431471,-2.533923,0.795456,-0.83978,-1.042857,-1.207191,-0.058629
hsa-miR-3142,-0.821389,0.530816,1.108541,-0.24834,-0.987107,-0.521379,-0.247532,0.066205,0.479523,0.337236,0.000584,-3.115315,-0.626212,0.471143,-0.368844,0.740235,-0.310726,-0.037716,-0.834894,-0.584741,-1.948014,1.229214,-0.666784,1.782944,-1.654899,-0.50143,-0.853612,0.667065,-1.301688,-0.7332
hsa-miR-3143,-0.081538,-0.801759,-0.820798,0.458301,-1.01926,-1.430342,0.330406,0.362598,0.923713,-0.195545,0.671374,1.408587,-1.567318,-1.512869,-1.263572,-0.262167,-0.382719,0.100401,-0.281982,-1.433673,-3.170756,-1.105309,-0.605369,1.090434,-1.038228,0.35012,-0.434669,0.230063,-1.536806,0.397319
hsa-miR-3144-3p,-0.029735,-0.006788,1.028193,-0.370449,-0.574675,-1.134815,-0.297956,-0.254731,1.262833,-0.02817,0.551802,-0.364767,-1.854481,1.173159,-0.698185,-0.879521,-0.182511,-0.381468,-1.423558,-0.685571,0.442182,0.56361,-0.470512,0.418175,-2.329277,0.002001,-0.448886,0.479229,-0.624242,0.545037
hsa-miR-3144-5p,-1.894687,-1.414873,-1.387787,-0.166479,2.823256,0.378543,-2.578502,-3.248056,0.784649,1.726148,2.404042,0.405575,-0.789711,1.592546,-1.038261,0.176782,1.976751,2.260658,-2.200554,-0.931173,-3.412181,-1.160329,-2.125293,-1.332859,-0.875498,-3.930422,-0.111947,0.014568,-4.866514,-0.898164
hsa-miR-3145-3p,-0.485614,-0.405337,-0.477938,-0.085068,-0.853648,-1.494813,-0.836714,0.352965,0.993537,0.292508,-0.33405,-0.792743,-0.037345,-0.475198,-0.338619,-1.10441,-0.688156,0.277747,-0.922482,-0.161378,0.067385,0.436417,-1.070753,0.39578,1.911732,-0.405167,-1.140106,0.22466,-1.907268,0.816375
hsa-miR-3145-5p,-2.400142,-0.671289,-1.030878,-0.336571,-0.973322,-0.474382,-0.513149,-0.575988,-0.790874,-0.45927,0.701744,-0.68965,0.695716,-0.097678,-1.022755,-0.985338,-1.316886,0.915577,-0.830524,0.225235,-0.619035,-0.480691,-1.177079,0.287538,0.551181,-0.902484,-0.89048,2.446648,-1.869924,0.118848
hsa-miR-3146,0.275524,-0.563736,0.725533,-0.106872,0.399903,-0.466858,-0.961193,-1.059611,1.261023,-0.285773,0.045391,0.426018,-0.207929,-0.072471,-1.355214,-1.789414,-0.605487,0.056007,-0.85739,-0.134706,-0.783117,-1.169449,0.573538,-0.051738,-0.453265,0.878302,0.088019,0.640424,-0.632656,-0.74382
hsa-miR-3147,-0.106511,-1.180631,0.02045,-0.283396,-1.355269,-1.153997,-0.445274,1.325086,0.619827,-0.315369,0.250531,0.575226,-0.967249,-1.157876,-1.529475,-0.644822,-1.875133,0.174401,-0.055734,-0.216001,-0.463746,0.06782,0.275978,0.240807,-1.26771,1.421003,-0.158918,-0.370892,-0.741442,1.173417
hsa-miR-3148,0.350324,-0.749292,-0.08874,-0.010908,0.220111,-0.584448,-0.195013,-0.463802,0.265552,0.120982,-0.238912,0.318618,-0.156351,-1.587044,-1.513385,-1.061338,-1.318993,-0.017057,-0.170716,-0.191367,0.646284,0.003294,0.711968,0.064052,-1.748721,0.662749,-0.65498,1.459401,0.00525,0.10057
hsa-miR-3149,-0.631912,-0.257439,-0.146761,-0.284639,-0.190971,-0.231721,-0.192034,-1.863261,1.294649,0.648988,-0.609281,0.628958,-1.02675,-0.038334,-1.363524,-1.391789,0.342421,0.219548,-1.459219,0.092266,-2.671277,-0.136109,0.074758,-0.379495,-0.131337,-1.698531,-0.004099,-1.986343,-0.735381,1.592635
hsa-miR-3150a-3p,-1.8341,0.513743,-0.704691,-0.969597,0.032484,-6.162458,-1.307176,0.70849,0.256153,-1.300869,1.548324,3.223198,-3.412808,-1.278306,-0.828081,-0.697171,-1.80442,0.602901,-5.672623,-0.219622,0.184974,-0.222266,0.171444,0.97796,-2.175731,-1.168682,-0.505783,0.528404,-1.022107,0.285282
hsa-miR-3150b-3p,-0.481501,-0.179596,0.413708,-0.144468,-0.372929,0.475072,-0.513207,0.399821,0.505673,-0.893333,1.126173,1.125614,0.265728,-0.109208,-1.68257,-0.363125,-1.295055,-0.53455,-1.192815,-0.619229,-0.395193,-0.89529,0.23842,-0.005934,-0.376813,0.294465,-0.140238,-0.173654,-0.877199,0.310638
hsa-miR-3150b-5p,-0.72199,0.572636,0.052218,-0.216181,-0.756274,-0.739137,-0.552504,0.039561,0.373363,-0.41223,1.487135,-0.143632,1.165201,-0.693544,-1.776077,-0.038607,0.749816,-0.422405,-1.634726,0.354054,0.320789,-0.025574,0.475142,-0.31541,-2.432507,0.59739,-0.117682,0.083863,-0.422431,1.170959
hsa-miR-3151-3p,-0.374115,0.697151,0.195969,-0.278266,-0.470352,-1.172741,-0.667062,-0.099638,0.495045,-0.180352,1.007279,-1.505811,-1.152281,0.481733,-1.328789,-0.746767,-1.537359,0.296125,0.030521,-1.149744,-0.078407,0.201233,1.134355,0.386079,0.225985,0.547974,-0.609234,-0.530211,-1.094144,-0.813828
hsa-miR-3151-5p,-2.04186,2.059936,-3.137973,-0.026504,0.292175,-0.758925,-2.972101,-3.671233,0.962187,0.909698,1.746107,-0.740276,-2.059171,1.857489,-2.423709,-0.484704,2.37571,3.975753,-2.500937,-1.536484,-0.95291,-0.213736,-2.119065,-2.545221,-0.554549,-5.438365,-3.094645,0.358292,-3.838196,-0.503973
hsa-miR-3152-3p,-0.501257,-1.656182,0.024387,-0.554043,-0.757798,-1.241212,-0.457021,0.278095,0.362332,0.317526,0.800032,1.349922,-0.100751,-0.600178,-0.228012,-1.082461,-0.525125,0.002266,-0.395642,-0.195876,-1.112334,-1.029621,0.014299,-0.094597,0.893754,0.190162,-1.040236,1.474328,-0.950622,0.496786
hsa-miR-3152-5p,-0.352761,1.103151,1.041553,-0.264485,-0.768797,-2.345205,-0.501011,1.483614,0.747496,-0.518396,0.609943,-0.576777,-1.016004,-1.441157,-1.177317,-0.166994,-0.978545,0.8712,-0.973459,-0.211144,0.528232,0.44314,-0.008791,0.924803,0.656744,-0.149258,-1.240727,0.331016,-1.014273,0.272787
hsa-miR-3153,0.01939,-1.003865,-0.169764,-0.006393,-1.589005,-0.372196,-0.890668,-0.40343,0.196735,-1.644503,0.627431,0.698608,-0.889246,0.641346,-0.404251,-1.199206,0.107777,2.242244,-0.769408,-1.410534,-2.004704,-0.306736,-0.34302,-0.858999,-2.886225,-0.550635,-0.23693,-0.20188,-2.287121,1.057501
hsa-miR-3154,-0.473103,-0.590594,0.384119,-0.425668,-0.771489,-0.270067,-0.871003,0.308046,-0.090615,-0.060264,0.926201,1.681957,-1.145586,0.889543,-1.331491,-1.349247,-1.029487,-0.016009,-1.237801,-0.783723,0.480766,-0.855655,0.206764,0.164826,-0.903927,-0.531462,-1.467635,0.493585,-0.46028,-0.752708
hsa-miR-3155a,-1.333671,-0.694844,0.293782,0.144162,-1.048436,-1.123971,1.673576,-0.03008,0.488824,-0.644639,1.372685,0.195594,-0.416493,-2.450324,-0.650908,-1.013599,-1.277771,-0.420836,-1.872797,-0.745606,-0.696226,0.053944,-0.331446,0.391943,-0.692052,-0.154234,-1.221442,-1.205051,0.541269,-0.062081
hsa-miR-3155b,0.859796,-1.63826,0.684352,-0.050386,-1.333839,-0.670605,-0.168528,0.994564,0.418521,-2.090302,0.271756,-1.524547,-1.889246,-0.042239,-1.21141,-0.252386,-5.711311,-0.221527,-6.395089,-1.28908,-0.355824,2.687659,1.267558,1.202847,-1.831777,0.611352,-4.229481,-0.00211,-0.112324,-0.664965
hsa-miR-3156-3p,-1.102034,-2.164329,-0.065981,-0.082515,-0.5994,-1.134552,-0.05949,-0.052951,0.571888,-0.545982,0.78077,-0.697207,-0.40382,-0.068234,-0.219644,-0.652924,-0.48049,0.441438,-0.01366,0.951087,-0.025,0.040769,0.029216,0.555103,-2.225313,-0.327657,-0.738652,0.408823,-0.945158,0.358739
hsa-miR-3156-5p,-0.009004,-1.386722,0.694405,-1.17801,-1.167357,-1.722267,-0.051222,-0.118894,1.632038,0.968591,0.116029,4.304118,-0.889246,2.886347,-1.932104,-0.578024,-1.157888,1.629771,0.391112,-0.710137,-1.969846,0.372689,-0.939895,1.172085,0.961772,-0.765258,-1.791557,2.123998,-2.576058,-0.308272
hsa-miR-3157-3p,-0.676036,1.546164,-1.311747,-0.213185,-1.256654,-1.655808,0.025987,0.952362,0.621919,-0.464982,1.574319,1.414052,-0.751743,0.292986,-0.931237,-0.801724,0.406832,1.616042,-1.657356,-1.832936,0.933278,1.418439,1.625797,0.778935,-0.383724,-0.259081,-0.50744,-0.749344,-0.860051,1.547085
hsa-miR-3157-5p,-0.402761,-0.395655,-0.274651,-1.176889,-0.839577,-0.372524,-0.643545,1.438314,1.386685,-0.085564,1.350279,1.35926,-1.763716,0.531228,-1.459337,-0.356494,-0.30551,-0.096901,-0.857047,0.927766,-0.004483,-0.629924,-1.430543,-0.205959,0.579156,0.33141,-0.095097,0.126623,-1.084145,0.321614
hsa-miR-3158-3p,0.428934,0.756815,1.180526,-0.555003,-0.456264,-0.058876,-0.361621,1.137627,0.97579,-0.924879,0.909668,0.355939,-1.126286,-0.43854,-0.758819,-0.160963,-1.824884,-0.484562,-0.475586,-0.493698,-0.566042,-1.199282,0.522851,0.002079,-2.291208,-1.322011,-0.013387,-0.098684,-0.936441,0.806988
hsa-miR-3159,-0.432002,-1.107746,0.177167,0.101412,0.669914,-0.75741,0.469154,0.852225,0.75608,-1.455952,0.220682,-0.225703,-0.152281,-0.076027,-0.491478,-0.338475,-1.172507,0.161007,-2.563688,-0.318834,0.720839,1.040769,0.260231,0.391943,0.2837,-0.268846,-1.073071,-0.355747,-2.233927,0.981398
hsa-miR-3160-3p,-0.540369,0.005596,-0.841169,0.298449,1.642777,-0.259291,-0.089216,-2.51627,1.714259,-0.362054,0.970248,1.134193,-1.474209,0.049392,-0.055682,-0.495471,-1.730891,-0.136639,-1.342282,-0.709427,-0.242006,-0.616344,-0.090385,1.552487,-0.301262,-0.26689,-1.184927,0.293345,-0.222551,0.206879
hsa-miR-3160-5p,0.58389,0.20764,-0.265405,0.404994,-0.724432,0.58505,-0.426114,0.550351,0.055951,-0.227806,1.264892,-1.687809,0.110754,0.547885,-0.823359,-1.461839,-0.16699,-0.63984,0.025273,-0.341244,-0.479273,-0.181624,1.172055,0.052058,-0.62319,0.064211,-1.207591,0.457321,-1.287619,0.813082
hsa-miR-3161,-1.768011,-0.172457,1.17956,-0.151677,-0.174777,0.01971,-0.012005,-0.178858,0.709241,-0.353337,0.802271,0.306569,0.501705,-1.24869,-1.036353,-0.703493,-1.190837,-0.011492,-1.283008,-0.922374,-0.35926,0.515548,-1.164325,0.339679,-0.431931,0.387898,-0.31126,0.135393,-1.143849,1.722191
hsa-miR-3162-3p,0.576237,-0.645456,0.002528,-0.328892,-0.943354,-0.68668,-0.146371,-0.823202,0.290753,-0.35019,0.364396,-0.347959,-1.429815,-2.674042,-1.344606,-1.097009,-0.92746,-0.315242,-0.810126,-1.377411,0.486951,0.267461,0.041555,0.341834,-2.430897,-0.333493,-1.664265,1.376401,-1.41638,0.99415
hsa-miR-3162-5p,-0.238569,2.137561,0.054605,-0.240497,-0.302227,-0.092496,0.015364,-0.387126,-1.723913,-0.801433,0.041196,-3.589015,-1.889246,1.461237,-0.078786,-1.424033,1.15324,-0.217542,-0.193651,-0.988011,1.826126,0.057643,-0.682817,0.201352,-2.181963,-0.715172,-0.175015,1.041312,-1.764346,0.814644
hsa-miR-3163,0.533631,1.135231,-0.238184,0.453161,-0.429995,-0.694853,-0.05401,0.273398,0.907108,-0.207659,0.273317,0.259724,1.918108,-2.903533,-1.689938,-1.299692,1.274237,0.310618,-0.608492,-1.165511,0.258249,-0.108978,0.569264,0.651861,-3.416739,0.230725,-1.328662,1.477882,-1.879136,1.082269
hsa-miR-3164,-0.077077,0.183594,0.837897,0.022182,-1.880666,-2.378799,-0.012998,-1.398135,-1.074753,0.216519,0.784354,2.318618,0.918108,0.391658,-1.640335,-0.656854,0.028026,-0.210997,0.00397,-1.13218,-1.695212,-0.091021,0.654755,0.828362,-0.873841,0.422823,-1.234671,0.501932,-0.864511,-0.062515
hsa-miR-3165,-1.849367,-1.864769,0.521507,0.224675,-0.718837,-0.293535,-1.122159,1.232264,0.318081,-0.814668,0.562347,-3.894081,-2.137174,0.045224,-0.990068,0.755268,3.643224,-0.514309,-1.179423,-1.450629,-0.034712,1.889475,-3.5012,1.361082,1.334326,1.00367,-1.090077,-1.210219,-1.227052,1.760519
hsa-miR-3166,-1.731007,0.28313,-0.742577,-0.038534,-0.357223,-1.255568,-1.065339,-1.54524,-0.99776,-1.220886,2.325091,-0.020384,-0.744857,0.089865,-0.565047,-1.197938,1.225327,0.669766,-0.664803,-0.659122,-0.320905,-0.746238,-0.242389,0.47454,1.148771,-1.167193,-0.971533,-0.841646,-1.438826,-1.375458
hsa-miR-3167,-0.977465,-0.901295,-0.227068,0.195267,-0.029801,-1.255568,-0.293961,-0.250783,0.610666,-1.11351,-0.123118,1.719156,-1.322206,-1.867516,-0.228483,-1.202755,-1.29746,-0.171062,-1.15805,-0.941157,0.755535,-1.142677,0.116554,0.32044,-0.760694,0.46442,-0.894925,-0.424134,-0.133308,0.03433
hsa-miR-3168,-0.146044,-1.351415,1.686824,-0.068959,-0.432402,-1.2031,0.134216,0.330151,1.657936,2.587372,2.406281,-0.245511,-0.153459,-0.41398,-2.607573,-0.882347,0.113392,-0.928746,-1.065537,0.144704,-0.401334,-0.701433,-0.809292,0.061288,0.545621,-0.384023,-2.564322,0.835239,-3.762986,-0.459416
hsa-miR-3169,-0.53454,0.835671,-0.245107,0.376365,-1.056951,-2.232204,0.057207,-0.899048,1.715787,-1.398425,2.301504,-1.00331,-1.474209,1.287817,-0.448007,-0.975546,-1.990833,0.340351,-0.925165,-0.888046,0.803631,2.162759,0.182854,0.637922,-0.453265,-1.221279,0.739114,0.761189,-0.11551,-0.397743
hsa-miR-3170,0.654647,1.174473,-0.187072,-0.697639,-1.042412,-4.279688,-2.940994,0.923442,0.600344,-0.590689,2.587562,1.067079,-0.918994,0.35369,-1.341516,-0.02753,1.211286,0.934349,-0.334131,0.459662,1.955152,0.71794,-0.599911,0.187662,-1.327734,-0.449859,1.563857,-1.012306,-2.264601,0.733343
hsa-miR-3171,-0.525415,-2.123687,0.519367,-0.597381,-0.608404,-0.153814,-0.105857,0.461035,1.164822,0.933186,0.425618,0.522758,0.570185,-1.160883,-3.269749,-1.033217,-1.16699,0.267955,-1.155564,0.374539,0.36311,-0.347634,0.031192,0.680643,-0.78043,0.673943,-0.990797,-0.174063,-0.660273,-0.021586
hsa-miR-3173-3p,-0.349715,-1.579367,-0.443739,-0.031451,-1.108295,-1.031277,-0.675713,0.72259,0.62953,-0.888668,1.185754,1.807212,-0.889246,-0.090534,-0.862979,-1.40097,-1.229147,-0.226961,-0.764443,-0.966642,1.577811,0.033915,1.327,0.425619,0.868663,-0.170088,-0.669908,2.621035,-0.400194,0.947832
hsa-miR-3173-5p,0.132425,0.078942,-0.139002,-0.582811,-1.037906,-0.281038,1.30936,-0.17769,0.653459,0.015051,-0.009425,1.029111,-1.087186,-0.789089,-0.911325,-1.447157,-0.435186,-0.187945,-0.792917,0.100961,0.52198,-0.1647,-0.277808,-0.412024,-0.886225,-0.413539,-0.925408,-0.084573,-1.118278,0.658765
hsa-miR-3174,-1.01894,1.388212,-0.253636,-0.266682,-1.127763,-0.73218,-2.228683,0.028506,0.914234,-0.855837,0.237284,0.698608,-1.933641,-0.135348,-0.832151,-0.777513,-0.697505,-0.080462,-0.844804,-0.433749,0.316571,0.433299,0.273652,0.112521,0.429551,-0.985642,-0.941965,-1.633723,-2.80183,-0.201993
hsa-miR-3175,-0.182345,0.070136,-0.267678,0.015756,-1.747045,-0.561573,-0.864503,0.607113,0.652363,0.419253,0.896247,-1.208425,0.148228,0.472334,-0.973132,-0.976527,-0.601136,0.040952,-0.60726,-0.636931,-0.425969,0.304769,0.075495,0.231091,0.461487,-0.134083,-0.107103,0.570252,-1.739611,0.510013
hsa-miR-3176,-1.411026,4.789867,-0.135482,0.160517,-0.018564,-0.670605,-0.957241,0.65958,0.11962,-0.160104,0.617712,0.013563,0.732242,-0.947138,-1.191232,0.52996,-1.072868,-0.557811,-0.884673,-0.379475,0.368465,-0.086512,0.390639,0.5553,-1.675658,-0.187696,-0.757671,-0.108044,-1.144307,-0.875312
hsa-miR-3177-3p,0.744349,-0.164329,-0.294045,-0.079373,-0.774871,0.359769,0.58718,0.39392,0.176017,0.325953,0.7465,0.203141,0.525791,-1.179742,0.226845,-0.172098,1.027388,-0.160127,-1.153658,0.120708,0.46215,-0.646073,-0.37253,0.87893,0.807262,-0.335182,-0.549676,0.868607,-0.326698,-0.475931
hsa-miR-3177-5p,-1.405257,-2.486257,0.748482,-0.374619,-0.862819,-0.465785,-0.077217,1.641433,1.324313,-1.598449,1.416254,3.067079,-2.696601,-0.434556,-0.21207,-1.126855,0.171332,0.111048,-0.935657,1.532774,-3.392719,-0.160865,0.285664,-0.382115,1.946665,1.51063,-0.099066,-0.339145,-1.036521,-0.923601
hsa-miR-3178,-0.124493,0.093983,0.479984,-0.089326,-0.26064,-1.426839,-0.757402,0.711936,0.039188,-0.648386,1.765851,-0.029505,0.254186,-0.988211,-1.413414,-0.592784,-1.525759,-0.027704,-1.148651,-0.347071,-0.075829,-0.346657,0.071169,0.171503,0.034505,0.191288,-0.636411,1.839082,-1.41802,0.077877
hsa-miR-3179,-1.165306,2.460162,-0.418936,-0.513149,-1.339485,-1.291318,0.275572,0.683654,0.55689,0.095849,1.04825,-0.286244,-0.233201,0.137509,-0.834508,-0.516643,-0.624672,0.042186,-0.164828,0.031924,0.688764,-0.321801,-0.918112,-0.074332,-1.201726,-0.281264,-0.268991,1.381218,-0.229733,0.280879
hsa-miR-3180,-0.671371,-0.338359,-0.244565,0.622745,-0.357663,-1.384301,-1.168792,0.498299,-0.74142,-0.967683,-0.227135,-1.325238,-2.552212,-1.339221,-1.113015,-1.667423,-0.611174,1.482271,-0.350695,0.029299,-0.471849,1.040769,-0.236288,-0.255371,-2.230873,0.044312,-2.595492,0.942748,-1.144307,0.254416
