Probes	G104	G108	G109	G110	G113	G117	G123	G126	G128	G132	G133	G134	G135	G136	G139	G142	G144	G302	G303	G304	G306	G310	G316	G319	G328	G332	G337	G356	G358	G359	G360	G362	G363	G367	G373	G374	G375	G382	G383	G385	G386	G387	G390	G397
APEX1	-0.424117306	0.32555112	-1.803334332	-1.023619502	-8.188445099	-0.310278943	-0.027205351	-1.104970287	-8.029079385	8.80479539	0.98982313	-0.532991097	-0.709041088	6.927030651	0.21778554	0.055076528	-8.356776408	0.684000875	0.56043055	-0.03023106	8.296143654	3.079676472	0.061531673	-0.262870834	-0.668376074	-8.629893752	-0.304266717	-0.286682004	0.470774328	-8.207453272	-8.064481889	-8.787196634	0.486132752	-0.822743837	-1.744236613	1.137261736	0.394067547	-0.505673655	1.415159921	7.79369883	-0.84499047	-0.541333404	3.748348694	7.429864672
APLP1	-0.016458221	-0.138525851	-0.142024397	0.214337852	0.466698761	-3.599675644	3.287508983	3.572303388	0.10824156	-3.541013513	-0.320918478	0.246493601	-0.144675524	-0.008875148	0.072882779	0.039505683	-3.050954347	0.147107718	3.264877891	-0.015961571	-0.171813023	0.016624837	6.458436436	-0.130145182	0.365610343	0.398321535	-3.270183551	-0.159744329	0.000411326	0.082503622	0.004985495	0.033795941	0.473034092	0.014612827	-0.243038912	-0.337368804	0.171719726	0.262398131	-0.119977534	0.008789076	0.122975734	-3.304458167	-0.596152005	-0.116411533
AREG	-0.024454803	-0.237023074	-6.84120474	-0.298792768	-7.034724919	0.369135039	0.273754541	-0.46726235	-6.84945004	0.078991976	-0.061958453	6.749055478	0.136067836	0.116410313	0.00731829	-0.030045352	-0.297608359	-7.170557164	0.228016175	-3.322333804	-0.247949926	-0.794913287	7.171868135	0.344099002	0.149194096	-0.005266521	0.744261739	-0.329490003	0.266109663	-0.078567173	-6.879621639	-6.562226899	0.129327207	-0.062956741	-0.092590025	-0.163925409	-7.004841558	0.114009414	3.804754397	-0.12530052	-0.706393494	-0.077705601	-0.060659855	0.015252316
ARG1	0.067404888	0.332877908	0.725554197	-1.433842953	-0.455262495	-3.674732918	3.425132017	-0.402807935	-1.030805325	-2.061456203	0.902390871	-0.161767074	-0.056572142	0.041068037	0.053176922	-3.349790884	-0.679353719	0.041348959	-0.176019368	-0.784659468	0.636921792	-0.806720291	-0.435432387	0.395134329	-0.237339537	-0.925992125	-0.095685246	-0.155132418	-3.184436599	-1.517161757	2.684257132	-1.321069596	6.069302961	-0.260832339	-4.405937342	-2.543793925	0.364692331	-1.490720815	0.412122639	0.366192222	-0.275282461	-0.575892785	-0.606998218	-0.003105766
AXIN1	2.865133961	-0.118070943	-1.528783418	-0.168458144	-8.503158082	-0.18904249	0.651089496	3.636405394	-0.915477493	0.406865591	-0.322775868	0.224907955	-0.586541363	-0.895909854	0.227614243	-8.490196776	-0.193018205	0.08424378	-0.344361065	0.01339075	-0.692545814	-0.786004903	-0.139125078	0.491363706	-0.533156118	1.425063458	0.394265108	-1.30251961	-8.584859751	-1.043568756	0.123413396	0.239971413	0.841249124	-0.211520864	-0.476722027	0.205049853	3.80953995	-3.520481202	-3.073743215	0.275238671	1.024633565	1.305700002	3.560018965	0.108815755
BACH1	-0.811970359	0.155382528	0.423164988	-4.495461166	-7.807029569	-0.201090981	-0.287371721	-9.294614178	-1.328986412	8.034751305	4.412641525	-8.232692838	-3.710867337	-1.225269811	0.568546059	-7.995869811	-3.127367967	-0.06483629	9.129249431	-8.613823882	8.060743615	-0.709492033	6.816085639	0.148348142	-0.10628714	-8.823323466	0.504992502	-0.015477633	0.40926031	-11.82378754	-7.377430877	-0.500066433	-7.542238124	-8.120322988	-0.606260493	0.592867425	0.090817942	-5.169478145	9.955467194	0.550205652	-0.643443832	-0.027512585	8.16718483	1.676575757
BAG6	-0.18219092	-0.047854894	0.433541066	-0.256345805	3.236736981	-0.234789642	-0.062551744	-0.219391432	-0.363650227	0.068856858	0.163792613	0.292205432	-0.144910348	3.219309782	-0.0067852	-0.188778528	-0.212385467	-0.10859378	-0.009681185	2.565902828	0.248336055	-0.082166658	-0.055698046	-3.159156805	0.008323323	-0.570749356	0.14540394	-0.106970085	0.005531157	-0.447368427	-0.191133692	-0.497026557	-0.116037442	3.032641396	6.413111755	-0.116460219	0.100454054	-0.245028891	0.269771273	0.24232488	-3.345894936	-0.232794159	-0.598296942	-0.087582482
Beta-NGF	-0.609922986	-6.844102014	-0.956468299	0.248956144	0.291632167	-0.553786139	0.92827136	7.61246363	-0.357199141	-0.343398065	-0.587673758	-0.155859743	0.796146179	-0.528519271	0.199214598	0.860294479	0.195663267	-0.532637407	0.491204246	-0.504456165	-0.18199707	-0.586210983	-0.133955067	-0.390766203	0.427191744	0.456644573	-0.085010766	0.018352701	-0.289010609	-3.359170372	0.194102962	0.370412622	0.1583528	-0.057891228	-0.855102007	0.133463555	0.426562386	0.387384419	0.110455112	-0.194023639	0.642836791	0.856230234	-0.215886544	1.451417871
BTN3A2	0.137692403	0.240223057	0.085279466	0.275477331	0.239724844	6.946360796	0.158752698	3.542202923	0.123331836	-0.076921812	0.093869167	3.580231799	-0.192248823	3.565088229	0.308463642	3.017958636	-3.248808549	-3.482053627	7.325813762	0.256143442	0.083249414	-0.08059889	7.443851037	0.243972598	0.106868948	-3.235922903	0.524446837	-3.402116515	-0.110016885	0.398032534	-6.889549746	0.126127211	-0.150439024	0.039680823	-3.299374603	-0.036619522	-0.206256645	0.11042653	0.263087955	-0.032354892	-7.071580399	-7.331905778	0.677138092	-6.917716337
CA13	-0.191981718	0.285345903	-0.114752624	-0.649508545	-0.24257511	-0.061787547	-3.808158917	-0.509311483	-0.484113562	0.543220868	0.531537688	3.290915347	-0.107757152	-0.182713497	0.299295901	-0.388286997	-0.840171483	-0.011291152	0.065957163	-1.090664818	-2.513746229	-3.495557478	0.397436533	0.247918345	0.034608089	-0.714564115	3.4140425	0.229925432	0.152451347	-1.086637466	-0.366213538	-0.83221832	-0.177475761	-0.424287396	-0.210306927	0.121645359	0.080200277	-0.590499558	1.129310565	-3.23840646	0.048865554	-0.141672277	0.018604054	0.008448309
CANT1	-0.056916928	-0.085952959	0.031456145	0.12089589	-0.054163655	0.036860615	0.010284332	-0.047916138	0.002275726	-0.008107376	0.052132682	0.11925048	-0.126093339	-0.060960001	0.051135236	-0.002474221	3.250393405	-0.081994088	-0.064883469	-0.139235115	0.059033556	-0.002819965	0.027039863	0.095756638	0.013827917	-0.032277821	3.374962534	3.297307233	-0.025170272	-0.059739967	3.308325515	-0.01437574	-3.302007005	-0.089475829	3.295286689	-3.404876714	-0.010611563	-0.041682364	0.02906057	0.040281108	0.041914464	-0.169309259	0.0134797	-0.056297075
CASP-8	-0.394573848	3.621860359	3.297420909	-0.609045329	-0.118135333	-0.625326836	-3.7564855	-0.514870939	-0.952583823	-2.453776749	0.611099398	-0.358344797	3.444557949	-0.217276183	0.159000143	0.083227016	-0.579852563	0.131304769	0.197504469	-0.51833886	0.822417236	-0.928104799	0.274213915	0.146013132	0.333320523	-0.056858587	0.188913964	0.041671884	0.318986269	-0.94937037	-0.05479446	-1.189900821	-0.251815071	-0.066311005	-0.696648986	0.879437969	0.215962877	2.930781194	0.927232308	-2.850855472	-0.233335463	-3.189914764	0.656551674	0.406688283
CCDC80	-0.100140729	-0.123582724	-0.047451438	0.264163845	-0.094880189	0.029029637	0.012483459	-0.30036396	0.259589775	-3.304552619	3.298427148	0.224618423	-0.111441523	-0.042197076	-0.103386473	0.011643675	-0.059510772	-0.221054847	-0.064220082	-0.103112789	-0.112917194	0.035067303	-0.103335497	0.061318874	0.019498487	3.252662416	3.264672391	3.156361788	-0.070220223	-0.017934758	0.037925893	-0.024021178	0.039970347	3.266634057	0.000855156	-0.227261637	-0.040427994	0.087922664	-0.191451115	-0.196938367	0.061217418	-0.089737654	-0.657283669	-0.285216292
CCL11	-0.002179799	0.025955637	-0.016657541	0.033378521	0.031510155	0.02552137	0.029051176	0.106362143	0.051494936	0.019046617	0.016336435	0.015132373	0.043213602	-0.01681751	3.315862261	-3.305567942	0.072641069	-3.341643248	0.020684434	0.072340846	0.002794072	0.041400544	0.004521369	0.02450163	0.058481693	3.337173475	0.061552434	0.067889494	3.366451499	-5.52e-05	-0.00269469	0.0059847	0.004851489	0.009032489	-0.032813928	0.031527075	-0.007290519	3.29219408	-6.638932743	0.004403773	0.028069584	3.365569307	0.00642454	3.40406966
CCL19	3.427423008	0.094265024	0.086790085	-6.539902432	0.12465031	0.04757553	0.053292918	0.411583085	0.173018732	0.021688194	0.001109814	-0.052471952	0.075941067	-3.322187325	-0.017827314	0.029488608	0.159720045	-3.263068886	0.078940597	0.209592518	0.083025728	0.051547978	-0.070282285	-3.311428783	-9.765111703	0.002703066	0.330111445	0.088661371	0.282785677	0.005503799	-0.062725105	0.08335436	0.013227281	0.05051365	-0.07543396	-3.159638503	0.014076331	-0.046775743	0.111039636	0.01386719	-3.298277191	0.003868806	0.065795699	0.117645593
CCL20	0.026685809	-6.801846457	-0.442331476	-0.065736527	0.09699988	-0.062154973	-3.611109326	-0.188224215	-0.094944361	-0.351296573	-3.40853017	-0.238380876	0.263387339	-0.04856819	0.063338787	0.202616846	-3.744311112	-0.08147942	0.063535441	0.16784851	0.012673933	-0.102074417	0.185770168	0.23084029	-0.132157797	0.027884	-0.06866666	-0.00632045	3.5889226	0.213345793	-6.499050995	-3.224630778	-0.085821241	0.087768132	-0.085094114	-0.179223116	-0.015447526	3.43914148	0.137006778	-3.304401325	-3.42508383	-0.155001839	-0.00910665	-3.164237421
CCL23	-0.151039297	-6.660058508	-0.034261025	0.015151687	0.059417039	-0.015325731	-0.015049263	-9.916394431	-0.014623243	-0.024762947	9.891542463	-0.030278454	0.095710013	3.31398439	0.104710203	0.058730696	-3.148761784	-0.046790822	3.379210068	3.334942286	-0.052181473	-0.042157027	-0.090994076	0.002683921	-3.326677771	-9.892887056	0.039589197	-0.021332196	-0.000718145	0.041579104	-0.012981972	0.027154052	0.014562871	9.886619293	9.842370492	0.071825523	0.052765582	-0.035211802	9.902820889	0.047742603	0.021824515	0.047879797	-0.008605865	0.087470793
CCL25	-0.039434594	-0.021661212	-0.12210911	-0.136075886	0.267563692	0.045692688	-0.164330315	-3.272241158	-0.057113946	-0.019679921	-0.038348217	0.031845811	0.066380808	-0.134143655	0.023197837	0.121796987	-0.090152973	-0.142957081	0.07806041	0.089402563	0.00093215	0.025305006	0.1716126	0.03990232	0.217296688	0.166406167	0.234013431	0.034196207	0.086390896	0.0018431	0.308047353	0.005265151	-0.085509612	0.117058304	-0.087248298	-0.025147891	0.002591976	3.371609583	0.097732879	-3.349335313	0.100619463	-0.014153361	-0.012611809	0.193525658
CCL3	0.302978607	0.288176356	-0.016345734	0.4003792	0.541486192	-3.322938236	-2.743809468	0.525019896	0.208392963	0.390486943	-3.353902493	0.074043891	0.206696329	-0.005558511	0.026114737	0.212312467	0.208688614	0.040684957	0.141865943	0.253648839	0.260475	0.16367991	0.009038897	-3.036049027	-2.963270095	3.615392589	0.379389776	0.33684117	0.274734895	0.156112943	-3.454090441	0.291417951	0.058671312	-3.100492339	0.005231463	0.260617438	0.20382045	-0.083460619	0.261075123	0.066421943	0.235038222	0.323188745	3.603127018	3.495744369
CCL4	0.383631035	-3.00461651	0.210235405	0.355311706	-2.826451323	0.056149347	-2.85397362	-2.749373696	-6.5213315	3.621429633	-0.012643731	0.024960499	3.551334722	0.069134398	0.110996529	0.257053378	0.092327007	0.114831603	0.238829769	0.206103495	-3.069163674	0.195916271	0.080141877	0.233679042	0.346445045	0.343847235	0.296105564	0.424094926	3.561882885	0.135524082	-0.073527426	0.330540338	0.041436257	-3.067728742	0.046112992	0.281931426	0.232092971	-0.021704867	0.230543906	0.082173381	0.160436683	0.308685085	-3.004947126	0.139836957
CD164	-0.06849043	-0.044059814	0.238700997	-3.269409918	-0.075152073	0.004727671	-0.055070178	-0.118154597	-0.071459187	0.134235405	0.080149728	0.112692728	3.234407794	-0.066431229	0.092487305	-3.324494077	-0.139528987	-0.064098258	-0.05222623	-0.116932848	0.14792542	-0.017457487	-3.211350381	0.105833144	-0.034807132	-0.074338349	0.018319014	-0.063769089	-0.015899812	-0.065780006	-0.034472045	-0.148219869	0.04453898	-0.117574439	-0.11011927	-0.021897654	0.04901447	-0.080639042	0.088929391	3.36317445	0.021292565	-0.168990994	0.087214473	-3.359281247
CD1C	-3.381857341	-0.078001997	-0.012141471	0.173814568	-0.036345662	-3.299665482	-0.010092749	-0.057016075	0.012796019	0.072587682	0.022226957	0.170376737	-3.436938395	-0.035796572	0.059626428	0.016189362	-0.058950795	-0.089054152	-0.055556929	-0.106327428	0.019227395	0.013035829	-0.008064116	0.043123921	0.018593768	-0.003978207	3.367409564	-0.057346588	0.011494354	-0.010705716	-0.018458546	0.004553134	0.080609327	-0.07608205	0.011199285	-0.10972585	3.315196263	0.001846736	-0.0106849	3.325845673	0.061382835	-0.073373856	0.088061618	-0.068469238
CD244	-3.346565978	3.313750133	-0.055575748	-0.125426217	0.098078059	0.003231676	-0.087123986	0.036745959	-0.086661682	-0.022823617	0.036038914	-0.032418791	-0.02309332	-0.128488841	0.06907078	0.090714726	3.337754532	-0.086661329	0.072472108	0.019189687	0.056792097	0.018964256	-3.256000137	0.000320861	-0.001831845	0.016583813	0.170262181	0.050218265	0.09225506	0.096859393	-0.041498425	-3.412873276	0.01680324	0.219479581	3.308531594	3.453469871	-0.095599222	3.166647764	0.163727666	0.06945256	0.075834846	6.753607659	-3.247985305	0.122288877
CD28	-0.015736109	-0.149181754	-0.137530706	0.271508191	0.247191847	-0.14239476	-0.69396211	-0.395150647	-0.112849608	-7.16273732	0.357755244	0.564847015	-0.313913301	-0.253743717	6.879276791	-0.135872434	-0.207596907	-0.076421731	0.444244355	-0.26073116	-0.085038367	-6.78475263	0.168835326	0.152098011	-0.157695298	0.369248134	0.31746877	-0.174953731	0.262865373	-0.063914952	0.001841131	0.243436125	0.411356968	-0.815250351	-0.015803668	0.271913947	-0.278479401	-0.00998079	0.865619639	0.234417937	-0.365145112	-0.535857203	-0.399166002	-0.063699209
CD2AP	0.035840106	-0.013770611	0.276005438	-0.466256398	-0.193443945	-0.236349033	-0.061943504	-0.380807128	-0.445121692	3.51838019	0.374827651	0.320246982	3.290341769	0.02688182	3.261176821	-0.136979333	-0.208179814	-0.204219735	-0.087585297	-1.163671292	0.333128044	-3.717648728	0.048003949	0.228928218	0.045583057	-0.551811553	0.028156331	-0.042126565	0.073157928	-4.205919057	-0.256117437	-0.41002179	-0.570460223	-0.124159364	-0.118173072	-0.054628102	0.107765293	-0.510610819	-2.797654586	0.310009874	-0.113825557	0.033388415	1.413393591	-0.08505021
CD40	9.898023535	6.645844264	9.821068801	0.008604568	-0.025739054	-0.025560226	0.02282832	-3.287112094	9.905211215	0.006979786	-0.039644753	0.009944761	6.65768536	9.897357879	0.018711205	9.928064291	0.081592236	0.013584799	0.035034015	-9.91775533	-0.090231686	9.904197286	-0.060502173	0.070198483	0.017023148	-3.248238204	-9.885616417	-0.030246066	-0.029158819	0.001415101	-6.659881911	3.367642163	0.053501417	9.900936139	6.552846413	0.085867079	0.025410159	9.88368619	0.056855504	0.024679045	0.116356228	-3.257868257	0.012371925	3.403970596
CD5	-0.072105107	-0.114688777	-0.272962438	3.344666308	-0.109860433	-3.304679597	0.026978829	0.351057667	-0.200361027	-0.073697827	-0.057575838	0.015453068	0.222508459	-0.175406734	0.247081976	-0.00682032	0.145388019	-0.062564068	-0.02870836	-3.264505594	-0.11589384	-0.13983965	3.143482304	0.137850805	0.131451959	0.057933407	0.132754759	-0.050649254	-0.172908399	-3.363609182	6.495784047	0.135712703	-3.222209532	-0.194508646	-3.492108292	0.203544945	0.000720533	-0.088615592	0.255658755	0.037911122	0.166996611	0.105902122	0.031030792	0.193724985
CD6	-0.182557211	-0.043075991	-0.703193649	-0.008307471	-0.255738944	0.013805639	-3.330340833	0.169523265	-0.225768152	-0.040301162	-0.038648363	-0.06618684	0.176127944	-0.146536876	0.114838796	-0.171056058	0.096961477	3.281787396	3.282493383	-0.077845806	-0.153194591	-0.213993095	-0.182882837	0.096107171	0.013502657	0.129156798	-3.025235153	-0.026201061	3.021953303	-0.01228089	-0.218592438	0.106705157	-3.17302067	-0.211835523	-0.20941623	0.398617117	-0.012897488	-3.519017766	0.422797062	0.054059386	0.122503074	-3.193209026	-0.02433878	0.203879303
CD79B	-0.063401844	-0.155202006	-0.084309362	0.330111263	-0.054414141	0.097396587	-0.158558851	-0.114062967	3.335612306	-0.005406937	0.068745032	0.360343944	-0.215423354	-0.074381695	3.404321733	0.053193549	-0.050608722	-0.064323949	-3.43205866	3.055039548	3.325672644	0.158276816	0.098933914	0.142022756	-0.008440759	0.014303667	-6.590480427	-0.165580554	0.010606722	3.327650876	-0.001352258	0.073936927	0.135642098	-0.1869783	-0.007495148	-0.195937889	-0.00043541	0.053159377	3.410469759	6.598167627	0.182025228	-3.888047353	0.087760768	-3.44040189
CD83	0.022258278	-0.041952366	-0.0998651	-0.041846143	0.043071132	-0.090938853	0.017321675	3.233236713	-0.034544435	-0.106322967	-0.002235864	-0.040399219	-0.088666735	-0.103649097	3.345096523	-0.042345792	-0.015977918	-0.200900948	0.132728174	0.010485553	0.083650327	-3.551869031	0.000524386	-3.234378822	-3.411475877	0.08444065	0.141016227	-0.030875136	-0.036755381	0.045228968	-0.044227111	-0.034280275	-0.084382794	-0.097367693	-3.195132513	-0.083576262	-0.105986263	-0.005705893	0.097618955	3.353278948	-3.49858978	0.11618338	-0.003340545	3.312591465
CD8a	-3.300390268	0.007208168	0.01096583	3.339239627	0.121415294	0.048473121	-0.014441097	0.025032008	0.036152017	0.116414611	-0.058349579	0.047905855	-0.010838274	-0.18682591	-0.003407752	-9.715970474	0.067658522	-0.012348157	0.083757213	3.353056798	0.072390933	-9.889483208	-3.156126389	-3.319045314	-0.01689973	0.122396772	0.15932135	-9.626661327	0.083425441	0.031317065	0.104142967	0.070494532	-3.242608248	0.353665689	-0.082717602	9.817756686	-0.059671735	-0.038331105	-9.849579514	-0.112335711	0.158547672	-9.673195718	-3.317548158	0.034095765
CDCP1	0.035051749	-0.040940307	-0.185151653	0.314409711	7.022454601	0.060567893	-0.088955052	0.082792865	-0.199161677	-0.855802741	0.606331391	-0.392801943	0.395906535	-0.385388406	-0.420917172	0.415037499	-0.937855447	-0.16730811	0.369031817	-3.250486861	0.038185214	0.137734026	0.420739539	0.023536614	8.387034659	-3.104090652	-2.36289098	0.009943222	0.160570085	0.327151923	0.7922307	-0.159845229	-0.13448889	-0.424065975	0.549780553	0.089049769	-0.114350489	2.857271996	0.091598546	-0.467399885	-3.572329015	-0.079700419	0.483565477	0.36687044
CDH2	-0.059599865	-0.254645972	0.036569424	-2.98152295	-0.058915206	0.052676947	-0.065142272	6.516002235	-0.050245734	-0.02543425	0.020743928	0.422206341	-0.256233942	-0.074920451	0.170392618	0.040440406	-0.149335625	-0.317930601	-3.446879121	-0.237091266	0.020889968	0.188016474	-0.131456568	0.216827726	6.607822968	0.024528425	0.233728583	-0.203820808	-0.039656279	-3.43058281	0.040831636	0.032052784	0.098629424	-0.187596406	0.002811381	-0.26008543	-0.079871225	6.705080305	-0.2916742	0.010002496	-3.222531934	-3.644034909	0.793669879	-0.183617173
CDHR5	-0.084725911	-0.191217242	-0.017993736	0.251946963	-0.058673717	0.007112207	-0.012726344	-0.226184859	6.76594386	-0.029990123	0.064358887	7.20282929	-0.234243437	-0.002203019	-0.01946329	0.054031765	-0.09490351	-0.133782289	-0.15609958	6.442067556	-0.052495697	-3.286160694	-3.363259237	3.430831575	0.012839498	0.051460696	0.065166077	-0.180555242	-0.019550982	0.016226202	0.00747019	0.01199381	3.370778941	-0.093733585	-0.050774139	-0.188065528	-0.027055844	-0.027912369	0.196341907	-0.149958809	-3.229707769	-0.983933123	-0.600225732	-0.182544533
CHRDL2	-0.164107075	-0.145211111	-0.009634515	0.343939739	-0.053146896	0.028025701	-0.102942444	-0.357851394	0.287793586	0.011966968	0.054408548	0.284892648	-0.092376865	-0.061459183	-0.089247358	0.051551756	-0.041026459	-0.164609543	-0.07810409	-0.150475706	-0.084588528	3.35113625	-0.164406198	0.046607621	0.018784714	-0.069395195	-0.036923464	-0.192890751	-0.070154744	-0.0272002	0.06123431	-0.0088368	0.094194523	-0.088851549	-3.313230784	-0.083553557	0.047430921	0.041243974	-0.249969192	-0.26068074	0.072840459	-6.781251417	-0.610235046	-0.324170673
CKAP4	0.108312944	0.039741809	0.477913739	-3.302868184	-0.077806603	0.045036668	-0.018270519	0.092451638	-0.10643891	-3.194049747	0.02711245	-3.282089514	-0.030010053	0.069662765	0.05550637	-0.082749934	0.033806307	0.116248205	0.092534326	0.08760175	0.12937537	0.019282569	0.130133786	0.044497625	0.033187146	0.089221247	0.064155546	-0.054318889	0.058447204	-0.06883596	-0.02560855	-0.028718849	-0.063442386	0.001607271	-0.120968683	0.087881827	0.012935622	-3.233788178	0.186483204	0.075194573	2.990364598	0.129886912	0.356062054	0.045894256
CLEC4A	-0.021382007	3.307651982	-3.126316342	-0.023110101	-0.068217647	-0.064172428	0.005838403	-0.028087679	-0.000714685	0.040473487	-0.034438159	0.016396655	-0.016671516	-0.031928563	0.045471074	3.2734883	-0.017534596	0.041421822	-3.274238267	-0.002718576	0.034212289	-0.067340368	-0.015839756	0.005231912	-0.112203551	0.067184583	0.079430503	-0.005379773	6.704877808	-0.09782603	-0.078748809	-0.008035426	-0.031623269	-0.02197176	-0.018352186	0.111535881	-0.035092228	-3.279992421	0.015091187	0.043188897	-0.138845031	0.151603892	0.02240551	0.003503916
CLEC4C	0.45431263	0.471001728	0.445385648	0.554199541	-3.191016949	0.437268782	0.387583248	0.435246741	-2.479622291	0.167739114	0.381471453	0.153453653	-0.105692733	0.400637922	0.303647991	0.015047197	0.636759942	0.256331821	0.551264048	-2.871356643	-3.054714586	0.319381366	0.555689912	3.569451029	-0.053940146	3.90015634	0.504859011	0.177252928	0.28531373	-2.854483069	0.000413267	3.777281446	0.128218298	0.549070727	0.179534198	3.830340022	0.29009823	0.228218382	3.978344218	0.33901169	0.15172498	0.095833082	0.079824244	-3.330753888
CLEC4D	0.44431535	0.131204585	0.669997614	0.888302006	-0.503298144	0.524431954	3.172774336	0.106767773	-0.231268399	0.457979732	0.502421086	-0.174209336	-0.257286604	-0.104824836	-3.162561531	-3.455816613	-0.325719086	-2.773202346	0.772949024	0.320354856	0.548536936	-0.163862264	0.264527932	0.283140624	-0.154753682	0.263203484	0.46826159	0.209716241	0.396845193	-0.123067257	-0.51429662	-0.563391499	3.375840303	-0.387738369	-0.297459968	0.339250834	0.054153216	0.036403319	0.079915067	0.090311772	-0.372386959	-0.133425094	0.10670025	0.11700414
CLEC4G	3.591636421	-0.010557334	0.182031407	0.219395436	0.066945917	3.404394213	0.089414721	0.24011468	-0.033484794	-3.323192117	0.075783937	-0.03114438	-0.088892575	0.082242676	0.127488226	0.034636831	0.077378346	-0.029627084	0.157823467	0.106505848	0.117821545	-0.085458352	0.162700463	0.228534161	0.045030898	0.312583826	0.196267122	0.086461094	0.126825428	0.015612132	-0.117493826	0.1498835	0.181123279	-3.103523024	0.075758879	6.77e-05	-0.091970602	0.057128674	-0.088411345	0.134263852	-0.064597357	-0.130562717	0.037151864	0.015227944
CLEC5A	-0.0630253	-0.084197284	0.738571271	0.218219424	-0.082103302	0.09927163	-3.377626922	-0.026161982	-3.508154513	0.155056454	0.125688887	0.164961503	-0.130161676	-0.025488997	0.188114744	3.397029594	-0.103432057	0.123676929	0.028456266	3.2928721	0.161238712	0.061449392	0.033101031	0.117148359	-0.085999475	-0.003502559	-3.202633867	-3.389483384	0.037698232	-0.032768212	-0.009026848	-0.032610382	0.149722125	-0.110972492	-0.134313185	3.458212273	0.004414519	0.010061163	3.526650777	0.154038066	-3.318058411	3.342167233	0.066326723	-3.342162803
CLEC6A	1.102524735	0.061308265	1.01736649	-2.328641523	-0.031683074	7.573185156	-2.960262554	-0.008114285	0.344371408	-0.030721498	0.536068927	0.059068474	-0.557625224	-3.467716845	0.228366874	-0.120523489	-0.100783271	-2.983533647	7.413419342	0.224210506	0.756993727	0.015358438	1.33227119	0.412112574	-3.168767063	0.973936842	-2.598346495	-2.70050049	-4.016664357	0.687985176	-7.230781968	-0.019673115	-0.069533976	3.424378933	3.097509787	0.221261493	-0.358807914	0.011110685	0.428483658	3.536670017	-3.691050956	-0.443030111	0.111999309	0.033338668
CLEC7A	-0.066906923	0.030744145	0.109951232	0.112039921	-0.04755035	-3.252250861	0.077937837	-0.035650238	0.048449215	-0.058871368	0.002215631	0.075589644	-0.02836873	3.28767326	0.077436892	-0.355585985	0.016175319	-0.080121096	0.158182694	0.055182461	0.103616875	-0.150395129	0.061699336	0.126259845	0.017831507	0.065980913	0.098685687	-0.052687954	0.040540269	-0.022158738	-0.089310866	-0.051728391	-3.330940752	-0.002469992	0.011488619	0.099074695	-0.069666825	0.130080088	0.304803731	0.035194982	-0.095408435	-0.203251251	0.095229466	-0.027660204
CLMP	-0.038613859	-0.245712775	-0.152113343	0.46936522	-3.313850916	0.265562692	3.460503979	-0.173052489	0.187299373	0.159373799	0.122336833	0.578643984	-0.249037741	-0.05885759	-0.100752725	-0.017123015	-0.142299776	-0.443872298	-0.064558705	-0.401404827	-0.05795379	0.042668211	-0.003299901	0.312559229	3.2467424	-0.097222645	-0.019596422	-0.053104796	0.051672607	-0.023545679	0.167426405	0.132744303	0.099452028	-0.100512848	-0.099034354	6.13593071	0.112929521	0.007176129	-0.389545385	-0.030858979	0.059543792	-0.33543479	0.101227033	-0.230262718
CLSTN2	-0.335901086	3.014551721	-0.197981171	-3.14618824	-0.023473808	3.372496672	-0.003716425	-0.311341444	0.092307576	-3.266960667	0.010866176	0.371864744	3.268331168	-0.008912687	-0.129139062	0.089980338	-0.106490483	-0.349174959	-0.120650392	-0.205954082	-0.082149	-0.067545412	-0.219285585	-0.074303742	-0.006615088	-0.312029316	-3.504754193	-0.266147766	-0.085201865	-3.350494813	0.138020315	-0.248537054	0.170304507	-0.129580106	3.254441973	-0.251994658	-0.02278144	0.220474806	-0.117821182	-0.1951573	0.206428345	-0.436606585	0.186774475	-0.150146196
CLUL1	-0.080582508	-0.115383099	-0.02387332	0.173022401	-0.052293656	-0.025962669	0.025394843	-0.116101249	-0.005398575	3.291179433	-0.008333661	-3.071091638	-0.098381318	-0.069589131	-3.275836049	0.002399855	-0.03500864	-0.122927423	-3.404647749	-0.131895922	0.002999682	0.042648133	3.355441275	3.378521568	0.007579733	0.038523298	0.045654848	-0.139969791	-0.00484408	-0.041225554	0.005471499	0.018540014	0.103881144	-0.10216851	-0.028799422	-0.07748124	0.003015227	0.000280888	0.006182538	3.310265095	0.061575921	0.257108872	1.501209629	-0.083277242
CNTNAP2	0.050801349	-0.265558742	-0.111932562	-0.313297485	0.073045522	-0.052099676	3.336961616	-0.310220752	0.014420747	-6.851292207	-0.413338662	0.272180327	-0.982325916	-0.042750182	6.561851704	-0.237084694	0.049511364	-3.190329828	0.114886398	0.006489483	-3.595791591	0.069926303	-0.236391957	-0.234783448	0.291350548	0.322878487	0.01869526	-0.085983694	-3.362848834	0.421014182	-0.143861313	-0.278276063	0.218771626	-0.034214806	-0.24166725	-0.603162944	3.647719217	-0.226715644	1.180859823	0.15066057	-0.155004949	-0.073016742	-0.364904853	-0.135228038
