Probes,G101,G102,G103,G104,G105,G108,G109,G110,G111,G112,G114,G117,G119,G120,G126,G128,G130,G302,G303,G304,G305,G306,G311,G313,G314,G315,G317,G322,G324,G332,G336,G337,G347,G358
LOC100506023,-1.441789826,-1.070999329,-0.952297936,-0.535555624,-0.562152843,-1.303445553,-0.53366716,-0.906658783,-1.153990971,0.007886743,-0.641509908,-1.277392678,-0.745030058,-0.591173735,-0.641056968,0.913806293,-0.183711491,-0.911336366,0.046491254,-0.880679912,-0.048876231,-0.654041368,-0.242549819,-1.36459129,-0.177831635,-0.943756107,-1.003281839,-0.743227786,-0.858427748,-0.277164538,-0.070475151,-0.81698422,-1.197602008,0.49010678
LOC148696,-0.56759054,-0.297702105,-0.101968357,-0.034212857,-0.027863429,-0.542104104,0.008852963,0.395665518,-0.492547057,1.092941638,0.17892926,-0.122897232,-0.292754541,0.652331329,-0.083939699,0.333584689,0.869917359,-0.10313953,0.84729491,0.339562482,-0.43487952,-0.613618805,-0.722277281,-0.435804378,0.80082416,0.251447029,0.311808995,0.479405304,1.632724134,0.362759314,0.583453008,0.221521482,0.164197969,0.691191395
LOC283070,-0.428306833,-1.784786416,-0.297578552,-0.247624571,0.103993764,-0.252052628,-0.227425698,-0.102740998,-0.857894941,0.359660171,-1.207826294,-0.644718527,-0.098488606,-0.114973322,-0.977330318,0.448645908,0.373389284,-0.439562976,1.031769351,-0.42209764,0.221647981,-0.313864496,-1.200256904,-0.836025336,-0.029332546,0.020751667,-0.750879623,0.330603937,0.294358623,-0.490668012,0.722114788,-0.851358426,-1.806916826,1.137506831
LOC441454,-0.21435417,-0.344864241,-0.303154253,-0.362102494,-0.744664795,-0.566351502,-0.132730213,-0.704522079,-0.358841059,0.785609826,-0.340763961,-0.58314228,-0.053099656,0.251338811,-0.201161468,0.216636564,0.409654368,0.073457385,0.581022056,-0.126385414,-0.03367552,-0.392465671,-0.575072674,-1.1357914,-0.18448271,0.025116064,-0.192198371,-0.485816736,-0.566522787,-0.039369374,-0.122626377,-0.390280085,-1.04843849,0.458286538
LOC727896,0.370965039,0.33600022,1.70386876,1.677567061,0.938814415,0.684363789,0.797479647,1.565560969,1.077347696,1.777774564,1.344086142,0.946120418,0.802593129,1.716018473,1.544279062,1.512979072,1.995054301,1.197311146,1.315119423,1.385279667,-0.077839482,-0.240785045,0.181113816,0.866127856,1.062852289,1.330944636,1.111888345,1.58840911,2.07028228,1.359559592,2.017290345,0.965446788,0.699576801,1.567931751
LRFN3,0.110345791,-1.408906571,-0.611431361,-2.771641816,-1.346364827,-0.955055786,-0.490331651,-1.134205056,-0.498437749,-1.241267663,-1.282174602,-0.669615971,-0.484646522,-1.033597923,-1.193732067,-0.258221328,-3.127226482,0.748528516,-1.992725332,-1.783198103,-0.905323122,-0.491374963,0.476701945,-1.196078075,-1.409446414,-1.827201347,-2.054094959,-0.983750979,-3.14357453,-2.758573346,-1.092037301,-1.957936942,-2.026167305,-0.437417853
LRRC47,-0.729894053,-0.308042938,-0.279596256,0.101537913,0.029798548,-0.139774099,-0.346742419,0.030562642,-0.025097755,0.11283327,0.386472841,-0.430314022,-0.369935391,-0.423204492,-0.203167425,-0.013263401,0.575114066,0.06340621,0.452049028,-0.144576745,-0.162908476,-0.172736627,-0.097322738,-0.287797537,0.128942789,-0.125012504,-0.112124973,-0.086633385,0.061045756,0.035771109,-0.300185631,-0.052064526,-0.427150283,0.507846808
LRRFIP2,-0.561372412,-0.360560479,0.476440987,0.466769589,0.552276897,-0.190202408,0.298694972,0.264631038,0.173990514,0.787120037,1.226213245,0.148548765,-0.112009281,0.568905153,0.315014951,0.038216846,1.376003718,0.420264685,0.390968615,0.397455573,0.077998441,0.10683575,-0.464079838,0.563535275,0.546939462,0.536637722,0.521596505,0.010185304,0.384789711,1.039322926,1.384123767,0.168296527,0.301620358,0.874242013
LSM14A,-0.388535771,-0.26553786,0.058409783,-0.002179099,0.00010459,0.234422277,0.314880218,0.301271729,-0.232960393,0.369432731,0.275602064,-0.129374676,-0.087050194,0.336761553,0.476644803,-0.02780947,0.745218054,0.010018723,0.505626323,0.201628959,0.331963393,-0.215353838,-0.003703344,-0.124746882,0.078936005,0.270580791,-0.125709895,-0.261067296,0.13076559,0.842206992,-0.026862534,0.063115255,0.14140217,0.533661263
LYSMD3,0.478183096,0.06787322,0.090486852,0.232966249,-0.640217899,0.34025275,-0.195019043,-0.001837691,0.289411066,0.39433366,0.648565993,0.286988335,-0.007213664,-0.202201618,0.295055243,-0.035344533,-0.381395594,0.139982432,-0.384325997,0.080973355,-0.120096378,-0.512622762,0.207413763,0.737723368,-0.21835577,-0.533240764,0.278489261,-0.01111076,-0.584089379,-0.053170585,-0.108668434,0.979253873,0.330318207,-0.225778858
MAN2C1,0.326934962,0.398729301,0.306638424,-0.549897777,0.180001209,-0.071322096,-0.177122879,-0.498008977,-0.07663275,-1.07734533,-0.18790403,-0.218808809,0.870423478,-0.618311074,-0.671414248,0.301707062,-0.620272209,0.318293378,-0.603247406,0.585662136,-0.150777783,-0.487862279,0.532984477,0.168117713,-0.929611327,-0.360586589,-0.288437206,0.494765847,-0.478951656,-0.846963253,0.272713896,-0.210050945,-0.387318968,-0.536573668
MAP1LC3A,-0.144532827,0.2643012,0.523970577,0.564430345,0.632835077,0.547268581,0.942809893,1.065636252,0.014222354,1.412288075,0.653574756,0.917040814,0.545691901,1.020565158,1.285928675,1.089988155,1.822066268,0.434322056,1.396755275,0.622447082,0.17014096,0.773407905,-0.682203509,1.993422333,1.313235627,0.582166096,1.34933138,1.36431002,2.460343307,2.569362532,2.142799465,1.885293803,0.428664648,1.618342848
MCCC1,0.703448461,-0.445931707,-0.327688665,-1.677260614,-0.093965423,-1.203429093,-1.383074092,-0.759626237,0.066566603,-0.184576093,-0.085000023,-0.412304891,-0.626602374,-1.243725482,-0.448424432,0.516187721,-1.973926233,0.571892376,-1.458819438,-0.915714861,-0.2004452,-0.153863633,0.571901255,-1.018738227,-1.299217667,0.419331114,-1.706086513,-0.492797005,-1.135603555,-2.830713878,-1.583952397,-0.798976638,-1.099778047,-1.853191566
MED19,-0.260956816,-0.527975676,-0.16859126,-0.074836019,0.050456077,-0.332691903,0.09164976,0.329319903,0.303570575,1.206759338,0.446377694,-0.074047786,0.054327335,0.008246518,-0.236605949,0.386156209,1.170315974,-0.346953964,0.558638813,-0.017744833,-0.296647212,-0.074498876,-0.578402616,0.602645593,0.597164096,-0.009484554,0.032947015,-0.326950094,0.933925575,0.577689219,-0.135300836,-0.512035888,0.563577314,0.043752006
METTL17,0.347800886,-0.00343711,-0.3959892,-0.60523331,-0.095456284,-0.058443831,-0.462637383,-0.710263405,-0.050732096,0.256296219,-0.904327779,0.821609989,0.606356961,0.37535506,-0.705444917,-1.141896338,-0.687772252,0.001944887,-0.552379751,0.190493353,-0.408481067,-0.208493866,0.423121696,-0.511287408,0.107244959,-0.357805453,-0.381637617,0.078945012,-0.943839453,-1.494984238,-1.50496566,-0.761266993,-0.057051608,-1.654629733
METTL23,0.462802929,0.485509423,-0.493156731,-0.284711507,-0.874213155,0.030862044,-0.120750683,-0.248857804,0.480563704,-0.347817651,-0.102987153,0.327732409,0.264462617,-0.515794714,-0.007575167,-0.659963659,-0.600411534,0.209655694,-0.947854624,-0.687013312,0.29595556,0.217840869,-0.085027138,-0.314457708,0.003661958,0.019214745,0.477540081,0.106680681,-1.108697072,-0.649190213,-0.885187701,0.10720491,0.715966068,-0.134460996
MFSD6,0.600211384,-0.5209601,-0.430613954,-0.194795578,0.363512571,0.395553693,-0.198244011,0.06686622,-0.094316472,-1.005445037,-0.01032373,-0.284182239,-0.24887792,-1.457152127,-0.346579231,0.105091532,-1.514092505,-0.352174139,-1.420244818,-0.402812106,0.867614499,-0.112725902,0.239405003,-0.951128385,-0.530064827,-0.876522752,0.326006837,0.660009932,-0.588985309,-0.53385221,-0.938084239,-0.223683178,-0.947199934,-0.06226914
MIB1,-0.967268419,-0.329243816,0.274864008,0.102957112,-0.475047696,-0.237759414,0.647352531,0.319299382,-0.440474813,0.743549584,0.111429295,-0.449876484,-0.593404225,0.282955293,0.382706902,0.217881433,0.744449465,0.152140985,0.814365307,-0.236273725,0.150437897,-0.519098708,-0.523827017,-0.611101877,0.545718755,0.404507367,0.440190061,-0.426089172,0.323510062,0.656426883,0.995973432,0.173519714,-0.513864077,0.378520087
MLL5,-0.597739526,0.070505366,-0.064561756,0.206294024,-0.328555805,-0.328959629,0.594542488,0.158085819,-0.595008468,1.060964392,0.732584561,-0.132440427,-0.066961702,0.346010596,0.267689914,-0.176347991,0.580716702,-0.135252861,0.556851938,-0.490139309,-0.188319178,0.124732998,-0.306607484,-0.106257571,0.85602786,0.100288083,0.808368458,-0.16270864,0.867223184,0.645411994,-0.11114759,0.090388863,-0.227031496,0.125860854
MMD,-0.440259688,-0.505170893,-0.397818856,0.353711718,0.170997213,-0.362834654,0.492778665,0.566753555,-1.370230101,0.953830495,0.507540517,-0.188923774,0.19165533,0.112851634,0.67921462,0.473520419,1.325764913,0.017167984,1.239929342,0.201542494,1.217732517,0.465618525,-0.382303713,1.53738124,1.423464292,0.296763537,-0.175572501,0.258735487,0.262340504,1.45636688,1.056246937,1.009435359,0.239599044,0.704274122
MMP25,-1.084277979,-0.914775694,0.505760246,-0.19269608,0.5318157,-0.769403037,0.198966149,-0.119931859,-1.63357391,-0.3990987,-0.49100728,-0.47923597,-0.438655147,0.828437591,0.023321246,0.8048251,0.953597679,-1.124925511,1.252108115,0.346921773,-0.0196252,-0.375443146,-0.01568052,-0.633785417,-0.373574612,-0.45131598,-0.988596296,0.2980795,1.28983552,-0.594411004,1.11329625,-0.145874297,-0.888362353,1.557098906
MOSPD2,-0.583838196,-0.090371045,0.41189225,0.187474284,-0.707616189,0.046655972,0.438906578,0.556509981,0.221930716,0.867990156,0.11924827,-0.114577251,-0.301545717,1.045656481,1.093461631,0.192455503,0.98824834,-0.326695308,0.599855443,0.547651363,0.298428511,-0.218129972,-0.249346444,0.137583673,1.021170945,-0.070419413,0.907925936,0.109750115,1.518753853,0.986616446,1.300845017,0.491993962,-0.289481228,1.017411518
MPHOSPH9,0.100044668,-0.025297015,-1.0359405,-0.629874875,-0.427228894,-0.122489414,-0.208054598,-0.249797155,0.285727018,0.677401567,-0.440058547,0.224609787,-0.13307832,0.254410448,-1.066161287,-0.894079317,-1.615152989,-0.6289878,-1.441161955,-0.325669576,0.40407859,-0.095783246,-0.453706524,-1.138185808,1.110577796,-0.971988375,-0.26343164,-0.64992683,-1.346775452,-1.553953285,-2.005264219,-0.42591324,0.634229607,-1.142321462
MRPL51,1.292466343,0.006504096,-0.031569232,0.140344717,0.480642924,0.402207106,-0.745686938,-0.099792094,0.188718694,-1.383116093,-0.035406713,-0.294726048,0.231969958,-0.166238924,-0.387165775,-0.428445339,-1.149691996,0.309084331,-1.381874717,-0.176754062,0.187476765,-0.364336822,0.81796346,0.487421826,-1.278026896,-1.274290778,-0.196165082,1.157934855,-0.499498021,-0.477089707,0.38668985,0.09335263,-0.704632864,-0.836734394
MRPS31,0.388798833,-0.311539264,-0.509841136,-0.418669305,-0.222211489,-0.045536536,-0.229037848,-0.198264566,0.127608517,-1.167170998,-0.629730554,-0.18828945,0.384000673,-0.682343958,0.00585142,0.427545507,-1.406812191,-0.095495467,-1.207400237,-0.042686211,-0.084858764,-0.5441847,0.073629239,-0.373632536,-0.935118714,-0.338502349,-0.929375601,0.054695256,-0.934809376,-0.830002078,-0.48216016,-0.871366561,-0.393709393,-0.239073987
MRPS31P3,0.775866811,-1.153529902,-1.627594974,-0.455596678,-0.521557933,-1.063218824,-0.488815794,-1.149079925,-1.004024849,-1.175819173,-1.25308461,-0.230414552,-0.268274679,-0.699348991,-0.672497345,-0.282249869,-2.98421815,0.007871925,-1.905756351,-0.844915832,-0.286522482,-0.329154652,-0.044380864,-1.977438183,-0.805230302,-0.337208542,-0.968652303,0.298385923,-1.869976951,-2.712829642,-3.180830924,-0.580695218,-1.68955719,-0.971615559
MS4A1,0.329048792,-0.059684516,0.18712639,-0.875804716,-0.667632724,-0.283069255,0.062085214,-0.418167167,-0.648509157,0.050552744,-0.234566436,-0.222860297,0.771885338,-0.212471968,0.185614954,-0.327942469,-0.598553452,0.099455729,-0.789731509,-0.235869431,0.354645928,0.016245532,-0.011782803,-0.293272502,0.057187771,-0.259183464,-0.79115085,-0.266751042,-1.190935483,-0.58312988,-1.032076744,-0.147331731,0.192196687,-0.494200793
MTL5,-1.090163008,-1.98341085,0.015000554,1.094106371,-0.317768675,0.356466347,0.743759695,0.09113439,-1.0704349,-0.326977873,-0.154746339,-1.738183692,-1.274272849,0.813928574,-1.035739567,-0.077206073,1.610410793,-0.704580771,0.496478129,-1.16280001,0.62832077,0.341162902,0.632821357,-0.478584936,-1.081201123,-1.572470841,-0.727804643,-0.688420553,0.327007561,0.483796426,1.79607158,-0.87853115,0.168717472,1.269112034
MTMR3,-0.133722791,-0.457638055,0.268519517,0.832885285,-0.313889905,0.403070925,0.359169248,0.813748373,-0.343285327,-0.012453907,0.105085828,-0.206058711,0.150158423,0.510061206,0.656436691,0.758176957,0.419383157,-0.217657229,0.79018484,0.913124013,0.305967706,-0.906658848,0.192475744,-0.137767064,-0.166424788,-0.289560367,0.328221542,1.019880354,1.478489053,1.239552639,1.266115888,0.70039894,-0.158926948,1.449406784
MTPAP,0.461072424,0.027477005,-0.741700924,0.122328127,-0.568403137,0.155850994,-0.859778211,0.125930717,-0.250869608,-0.505402192,-0.079508031,0.460525633,0.030258028,-0.896029218,0.287372644,-0.469094354,-1.25122849,-0.262860187,-0.740016355,-0.41905715,0.123342277,-0.290945218,0.591279287,0.029833352,0.526710928,-0.431892638,0.693136677,0.046351834,-1.227097663,-0.121125196,-1.368853645,0.201489539,-0.453983045,-0.520626681
MX1,5.89005132,5.167952495,5.567904259,7.036425485,5.425656145,5.610343454,6.263843275,6.444594654,6.564298471,3.492707359,5.118101687,5.920277451,6.336382151,5.680726329,6.074253675,5.862904162,6.805415808,5.647649875,6.243899068,6.363634925,4.459898304,3.872310069,3.55200064,4.218389277,5.297820853,6.227066764,5.553974811,6.261058101,6.84530944,7.134690448,6.791656362,4.866153867,4.987641336,6.069494123
MZT1,0.713215038,0.094062226,0.381311382,0.013169454,-0.472438238,-0.212513724,-0.488076825,-0.234115772,0.889618088,-0.736690456,0.586699632,0.308802349,0.419237379,0.699790143,0.04313535,-1.335797271,-0.449648918,-0.264383157,-1.251123652,0.552403216,0.145342268,0.092766039,0.068934253,-0.074869877,-0.422284745,-0.311941627,0.121910442,0.294720396,-0.633070865,-1.718158215,0.061118783,0.016928038,0.67110602,-1.655561223
NAPB,0.711373201,0.445624,-0.37529595,-0.720277543,-0.423006504,-0.352324347,0.299611918,-0.070972518,0.067999589,0.115159165,-0.230014279,0.272180023,-0.0312838,-0.22338433,-0.243542318,-0.710150636,-0.951352817,-0.326555898,-1.321155677,0.220229661,-0.64668207,-0.565294375,0.115031094,-1.207625838,0.770449376,-0.475228824,0.14691451,-0.747093889,-0.502782049,-0.361678562,-1.133079811,-0.153690123,-0.692259611,-1.018028425
NARF,0.289626728,0.213995975,0.591526552,0.138159808,0.871639131,0.430554761,0.574880543,1.059228331,-0.248161243,0.84037428,0.214376789,0.355327543,0.098313638,0.533843667,1.127049513,0.235909582,1.205651818,-0.00427889,1.083440615,0.65807358,0.569399898,0.092977915,-0.748447472,0.517735047,0.58161294,0.801286371,-0.049358003,0.903765106,1.161340191,0.796338636,1.680044505,0.654287704,-0.14896705,1.042651513
NCBP1,-0.002380569,-0.030666074,-0.304581756,0.013207673,-0.564670854,-0.285748335,-0.143610286,-0.491497547,0.240558154,-0.544865021,0.00820224,-0.191919029,-0.07825576,-0.050543456,0.112658742,-0.321949489,-0.72191129,0.235864843,-0.646220427,-0.542683874,-0.171201959,-0.2982188,-0.198834014,-0.359589537,-0.313066796,-0.49310833,-0.164946942,0.040537694,-0.767346785,-0.68729685,-0.429389643,-0.058707684,-0.556294544,-0.241268213
NCOA6,-0.67546396,-0.274141207,-0.253579812,-0.123791385,-0.615133895,-0.567851183,0.163969695,0.02201922,-0.51183363,0.337835015,0.324278089,0.050509659,-0.397941611,0.092026597,0.199559308,-0.048448639,0.364624718,-0.519134787,0.548652339,-0.310196495,0.039680646,-0.37277048,-0.481174932,-0.506670906,0.756194303,-0.054776517,0.615334811,0.001785878,0.601238994,0.366043232,0.020592388,-0.298966039,-0.693677012,0.446341733
NDST2,-0.051053914,-0.344637979,0.354585025,0.277813507,0.466608817,-0.150405975,0.093536019,0.086358751,0.000287962,0.698079539,0.077049635,0.070127333,0.25652677,-0.11466679,0.377243012,0.183039343,0.837354316,0.217567933,0.316799663,0.357576505,0.261236674,-0.053466536,-0.694208145,-0.118191779,0.402263889,0.70938843,0.317361235,0.316690557,-0.302987639,0.231038886,0.785093658,0.14372748,-0.35947299,0.486188167
NDUFA8,0.760929578,0.07371067,0.245253732,0.073942688,-0.250210066,0.903843443,-0.338897997,0.391287018,1.319571803,1.124089697,0.121229938,0.004052219,-0.178177322,-0.117316654,-0.089485001,0.477427267,-0.399939361,0.126173087,-1.040726074,-0.144464227,0.00370524,-0.352579038,0.477743671,0.403050858,1.159155713,-0.08477809,0.460367099,0.06893413,-0.893842291,-0.235805255,-0.243568587,0.377674242,-0.040733301,0.089545643
NECAP2,0.510992885,0.604171246,0.501813419,-1.043125803,0.35983565,0.357345864,0.398921787,0.620514765,0.990304024,-0.442755473,0.319084515,0.014246201,0.141152155,0.279539141,0.640621124,-0.342236666,0.626628148,0.902524481,0.069819839,0.589992003,-0.014627376,1.089303966,0.368786379,0.593148091,0.11925866,0.198829292,0.179670574,0.702791854,0.906408735,-0.994825691,-0.043459801,0.267316695,1.181425018,-1.888979177
NEFL,-0.231372141,-0.909539451,-1.766905481,-3.152600483,0.215957864,0.915727244,-0.150038619,-1.905510664,-0.176411479,-0.174988488,0.222799646,-0.471234508,-1.059453928,-1.206093676,-1.713858726,0.946216364,-3.149736414,-0.155648263,-1.916481749,-1.805964584,0.252693316,-0.320071197,0.415383366,-1.257066903,-0.401525521,-0.884714177,-1.246128616,-0.842431716,-3.540656276,-0.925402738,0.144120313,-0.40546182,-1.577914118,-1.230729148
NFKBIE,1.09310245,1.058778486,1.161849856,0.754560636,1.983412317,2.027109673,0.911739365,1.432634081,1.4548046,0.438860598,1.480136059,1.795231467,2.222780141,0.825193269,1.033424589,1.629663386,0.08801577,1.326061299,0.724923104,1.888554642,0.624492489,0.630976506,1.739461561,2.562146192,0.145249004,1.151044235,1.577567252,1.707710925,1.784284339,1.192796098,1.693744774,2.083258357,1.120157907,0.458999405
NINL,-1.975486761,0.412509583,-1.323024855,-2.496382695,-0.696268896,-0.579456257,-0.302520525,-0.608205435,-2.373669142,-0.08316137,-0.377536989,-0.367676301,0.302490199,-0.536849431,0.073161908,-1.196130032,-1.857972258,-0.359267107,-1.209899574,-1.00040434,-0.91318654,-1.411410364,0.083622152,0.424134578,-2.108474926,-1.241199976,-0.81261561,-2.271900878,-2.184499575,-1.136901826,-2.980140999,-1.19453767,-0.126064363,-1.77752987
NIPAL3,-0.845115278,-0.792729476,-1.046873965,-0.825285912,-0.343080246,-0.300373668,-0.267332342,-0.968097296,-0.640103334,-0.109791079,-0.195766564,-0.587090072,-0.921673005,-1.121296826,-0.4613213,-0.429144332,-0.177940297,-0.484362061,-0.201801129,-0.77673313,-0.291221925,-0.064430841,-0.460967526,-0.78665217,-0.257124085,-0.179898998,-0.811940406,-0.431179659,-1.282371888,-0.195209856,-1.628122073,-0.809176623,-1.035774355,-0.04052572
NOL8,0.302839212,-0.099717217,0.053973401,0.313690044,-0.517065086,0.149522559,-0.29844447,0.150272648,0.855071066,0.916670795,-0.193455483,0.075613462,-0.329312191,0.512563699,0.587414602,-0.586910243,-0.715999332,0.119854414,-0.765987484,-0.160587665,0.419431908,-0.149009708,-0.093289581,-0.876439636,1.622216362,-0.11546914,-0.254939065,-0.165145822,-0.837628635,-0.634760564,-0.812512556,0.104567674,-0.367197973,-0.633863517
NPSR1-AS1,0,0.759171369,-0.368288426,-3.152600483,-0.615045999,0.171871694,0,-0.550349637,0.081985081,-1.402792604,0,0,0,0,0,-1.108633694,0,-0.111301384,0,-0.03920845,0,2.360467958,0.739737608,0,-1.073215144,0,-1.190976624,0.435557108,0,-2.638314998,1.527188489,0,0,-2.758937304
NQO2,-1.077360628,0.045755443,0.990472254,0.156378803,0.341349826,-0.373009301,0.491544765,0.74892568,-0.264202991,0.060798191,0.423004558,-0.407803916,-0.749568075,1.109981663,1.032374705,-0.04645252,1.755615598,-0.377181549,0.967233223,0.537007795,-0.001136311,0.160426054,-0.306168586,0.629502172,0.127744107,0.096477416,-0.014522468,-0.000453759,1.156611136,0.358871715,1.905812671,-0.328211794,0.411002846,0.95316605
NR1H3,-0.113592015,1.321869026,1.512272272,-0.546674619,-1.3273514,0.808080254,0.743759695,1.739996677,2.629247372,-1.003226158,3.300799666,1.12333315,0.821372804,0.708308291,1.936692227,1.538369859,-0.975424969,1.056176236,-0.512430451,0.943340591,-0.001130834,-0.097880231,0.198798998,2.432561358,-0.116136049,0.110132988,1.485918247,-0.71603855,1.11060298,2.013891729,-0.434738328,2.101662493,0.97722993,-0.300759002
NR3C2,-1.105399997,-1.029376205,-0.7368737,-2.893128173,-0.495535089,-1.23894106,-0.573872156,-1.512272674,-1.39650557,0.240516588,-0.872773623,-1.360958287,-0.81648009,-0.161363948,-0.590744212,-1.058115493,0.913727851,-0.478979606,0.081785298,-1.179537331,-0.584416947,0.313962954,-1.473533042,-1.394482062,-0.285875541,-0.088837882,-2.427150713,-1.924141095,-1.845070936,-1.254719782,-3.254684843,-1.801626813,-0.926561914,-0.471314513
NRBP1,1.218739854,0.966385503,-0.112599504,0.5142806,-0.10744737,0.593947656,-0.063241041,0.032419835,0.198406966,-0.916686762,-0.38445646,1.102108498,0.311691957,0.54358979,0.713293875,-1.090077,-0.688421147,0.036694185,-1.205065387,0.082280301,-0.136430873,-0.199724359,0.306857643,0.14843698,-0.417154095,-0.256914797,0.885282437,0.661796761,-0.211220517,-0.133780016,0.403354038,0.263907412,0.174323506,-1.012102655
NRF1,-0.646331023,-0.538668892,-0.059293316,0.077439493,-0.521355466,-0.085908055,-0.581538228,-0.355506337,-0.468978739,-0.237366673,0.329225811,-0.517041731,0.445819835,-0.118118094,-0.066524653,0.227124613,0.092627384,-0.210116055,0.63120681,-0.242331128,0.158199477,-0.224757327,-0.614190739,-0.474162379,-0.715217057,-0.179859088,0.041479047,-0.108137535,-0.024572203,-0.032575621,0.318336727,-0.436224976,-0.946514087,0.412705653
NUP37,-0.322557041,0.068238731,-0.206739851,-0.857833994,0.48715443,0.655713983,-0.218840546,-0.744453586,0.107549595,-1.066007666,0.102167243,-0.080962554,-0.002341101,-0.272942802,-0.429580307,-0.121176584,-0.461014928,0.229468612,-0.888763336,-0.565431818,-0.17186321,0.299021114,0.098826451,-0.192354518,-0.102686094,0.704932063,0.151606534,-0.37680058,-0.40678242,-0.487830227,-1.653041248,-0.315031233,0.058509247,-0.377884287
OR56B1,2.453908825,0.492821829,0.767692434,0.972004811,0.751266909,-0.018044388,1.58818773,-0.622281258,1.946511177,2.29335211,1.286592834,1.153506651,0.664776972,0.644310927,0.385192537,1.540852688,2.33760665,1.329276498,1.424169462,0.548843652,0.69470735,1.856393688,1.013559049,-0.098256046,1.973939003,0.787317,0.868662393,0.345695075,1.409842132,0.152261585,2.572667415,1.12024055,0.536740777,1.962130363
PAFAH1B2,-0.18926749,0.05923214,-0.062883592,0.50677533,-0.143258423,-0.051315389,0.234027963,0.32102204,0.055616966,0.143573975,0.375186982,-0.05357563,-0.028668155,0.636859076,0.396242397,-0.563458589,0.173235092,-0.265863355,0.577720654,-0.353793493,0.202255818,0.060578946,-0.413062929,0.308445767,0.439298228,0.225897605,0.449687904,-0.02318725,0.82941744,0.979813556,0.118386753,0.2214869,0.657323998,0.482681857
PANK3,-0.782554458,-0.015662484,0.372758245,0.412004642,0.113150633,-0.098047339,-0.060384986,0.19954735,0.254505455,0.456031018,0.348621525,-0.324883242,-0.400768594,-0.252131157,0.430882333,-0.177044689,0.285960526,-0.217731904,0.36570355,-0.23373953,-0.390417745,-0.268350655,-0.471622531,-0.098780306,-0.174514759,0.376363967,-0.338372345,-0.380026307,0.080718411,0.432574552,-0.615498733,0.058454845,-0.172469036,0.392380974
PAQR6,-0.64195838,-0.705987714,0.846710111,-0.220392687,0.229234003,-0.29255047,-1.039673266,-0.253128755,-0.886135122,-0.439327824,-0.499180852,-0.348166916,-1.127843419,0.71527494,-0.024894357,0.204089993,1.117272272,-0.184548852,1.354910868,-0.399973054,0.141002684,-0.653659356,-0.599710877,-0.248976899,-0.479609302,0.432540154,-0.351354259,-0.185222097,0.207816866,-0.443848529,2.252115286,0.486165667,-0.622108298,1.672335007
PATZ1,0.311305813,-0.491962374,-0.281172452,-0.966461396,0.404268746,0.038154192,-0.394472511,-0.639483092,0.131391493,-1.884072274,-0.596769631,0.312575895,0.090647808,0.524383234,-0.901281764,0.202785642,-2.137270396,-0.279510676,-0.133821568,-0.039016465,0.897846326,-0.240568184,0.679042193,-0.24981352,-0.098235151,-0.39661767,0.747163657,-0.123597016,0.65856146,-2.03392604,0.210013697,-0.68496443,-0.440136872,-0.342341235
PCED1B,0.170457145,-0.432533916,-0.861390334,-1.817675061,-0.158264051,-0.693308116,-0.547957821,-1.576689898,-1.163372687,-0.417695376,-1.775160809,-0.565381661,-0.55718259,-0.340205178,-1.055233541,-0.80117589,-1.251576208,-0.801332947,-1.387286129,-0.522862837,0.304087509,0.200085261,-0.02008181,-1.328916153,-0.913062427,-0.103549416,-1.489843116,-0.682277677,-2.628999296,-2.953985133,-1.813235512,-0.828795926,-1.398150207,-0.804861832
PCNA,0.403081767,-0.521153496,-0.290041199,-0.454830624,-0.002497333,0.684470972,-0.212035732,-0.058704375,0.50691394,0.046640044,0.022266248,-0.290685209,0.224474049,-0.225299976,-0.469217634,-0.275580324,-1.055046793,0.271471139,-0.877612358,0.086773727,-0.591110485,0.393035204,0.250015712,0.107568704,0.141333325,-0.08232787,-0.311091112,-0.226385085,-0.764266022,-0.676943465,-0.010282362,0.59600055,0.480023341,-0.532790712
PCNP,0.919402929,0.417690517,0.025737216,0.249311314,-0.293185339,0.267015762,-0.177247946,-0.298393028,0.788743213,-0.177282581,-0.253890771,0.298808876,0.188254185,-0.100416479,-0.260116239,-0.139409346,-1.118522262,0.077138332,-0.878715868,0.307865153,-0.166703068,-0.257442461,0.114265508,0.148398358,-0.250624262,-0.374516833,-0.081980024,-0.244312523,-1.031584988,-0.626912325,-0.306468731,0.298082674,0.49070246,-0.461308873
PDCD4,-0.03762171,-0.207109484,0.325641036,0.496078762,0.332459138,0.175403592,0.538975036,0.096031605,-0.053101331,0.430381732,0.811878907,0.500916389,0.187962698,0.686034431,-0.318958504,-0.004580441,1.069498226,0.172303981,0.824591529,0.03041186,-0.125212094,0.003561999,-0.441946817,0.166452268,-0.404098106,0.596692611,-0.019322818,0.209742023,0.599227165,1.144677098,0.687480296,0.922894639,0.103428148,0.331127549
PDCD5,0.435764455,-0.198500444,0.062675342,-0.36605865,-0.235153234,0.166368772,-0.773017124,-0.604006415,0.095082792,-0.973547551,0.007939831,-0.289024447,0.671120516,-0.10543318,-0.402802584,-0.526174282,-1.169870769,-0.018154207,-0.662804855,-0.663110565,0.14030202,0.216898161,0.644744484,0.02351646,-0.587912294,-0.383924771,-0.11433076,0.133356619,-0.849625766,-0.199104925,-0.887599822,-0.484582104,-0.150978618,-0.309981266
