Probes,p_4E-BP1,p_ACP6,p_ADA,p_ADGRE2,p_ADGRG2,p_AHCY,p_ALDH1A1,p_ANGPT2,p_ANGPTL1,p_ANGPTL7,p_APEX1,p_APLP1,p_AREG,p_ARG1,p_AXIN1,p_BACH1,p_BAG6,p_Beta-NGF,p_BTN3A2,p_CA13,p_CANT1,p_CASP-8,p_CCDC80,p_CCL11,p_CCL19,p_CCL20,p_CCL23,p_CCL25,p_CCL3,p_CCL4,p_CD164,p_CD1C,p_CD244,p_CD28,p_CD2AP,p_CD40,p_CD5,p_CD6,p_CD79B,p_CD83,p_CD8a,p_CDCP1,p_CDH2,p_CDHR5,p_CHRDL2,p_CKAP4,p_CLEC4A,p_CLEC4C,p_CLEC4D,p_CLEC4G,p_CLEC5A,p_CLEC6A,p_CLEC7A,p_CLMP,p_CLSTN2,p_CLUL1,p_CNTNAP2,p_COMT,p_CRKL,p_CSF-1,p_CST5,p_CTSH,p_CTSO,p_CX3CL1,p_CXADR,p_CXCL1,p_CXCL10,p_CXCL12,p_CXCL5,p_CXCL6,p_CXCL9,p_DAB2,p_DAPP1,p_DCBLD2,p_DCTN1,p_DDC,p_DDX58,p_DFFA,p_DNER,p_DPP10,p_DPP7,p_EDAR,p_EGLN1,p_EIF4G1,p_ENO2,p_ENPP7,p_EN-RAGE,p_ENTPD5,p_FAM3B,p_FAM3C,p_FBP1,p_FCRL1,p_FCRL3,p_FCRL6,p_FGF-19,p_FGF-21,p_FGF23,p_FKBP4,p_Flt3L,p_GAL,p_GALNT3,p_GHRL,p_GLB1,p_GLRX,p_GRAP2,p_HCLS1,p_HDGF,p_HEXIM1,p_HGF,p_HNMT,p_HSD11B1,p_ICA1,p_IFNLR1,p_IGFBPL1,p_IL10,p_IL-10RB,p_IL-12B,p_IL12RB1,p_IL18,p_IL-18R1,p_IL6,p_IL7,p_IL8,p_IRAK1,p_IRAK4,p_IRF9,p_ITGA11,p_ITGB6,p_ITGB7,p_ITM2A,p_KLK10,p_KLRD1,p_KRT19,p_KYAT1,p_LAG3,p_LAMP3,p_LAPTGF-beta1,p_LIF-R,p_LILRA5,p_LILRB4,p_LRIG1,p_LRP11,p_LY75,p_MASP1,p_MCFD2,p_MCP1,p_MCP-2,p_MCP3,p_MCP4,p_MEP1B,p_METRNL,p_MGMT,p_MILR1,p_MMP-1,p_MMP-10,p_NADK,p_NCR1,p_NECTIN2,p_NFATC3,p_NOMO1,p_NPDC1,p_NPTXR,p_NTF4,p_NT-proBNP,p_OPG,p_OSM,p_PAG1,p_PD-L1,p_PIK3AP1,p_PILRB,p_PLXNA4,p_PPP1R2,p_PPP1R9B,p_PRDX5,p_PSIP1,p_PTH1R,p_QDPR,p_RANKL,p_REG4,p_RNASE3,p_ROR1,p_RTN4R,p_S100P,p_SCF,p_SDC4,p_SEMA3F,p_SERPINB6,p_SERPINB8,p_SH2B3,p_SH2D1A,p_SIGLEC7,p_SIRT2,p_SIT1,p_SNAP23,p_SOST,p_SSC4D,p_ST1A1,p_STAMPB,p_STC1,p_SUMF2,p_TANK,p_TFF2,p_TGF-alpha,p_THOP1,p_TINAGL1,p_TNFB,p_TNFRSF9,p_TNFSF14,p_TPSAB1,p_TRAF2,p_TRAIL,p_TREM1,p_TRIM21,p_TRIM5,p_TSHB,p_TWEAK,p_TXNDC5,p_TYMP,p_TYRO3,p_uPA,p_USP8,p_VCAN,p_VEGFA,p_ZBTB16,Class
G104,0.06884754,-0.131858956,0.034257893,0.144582134,-0.071123744,-0.971715078,0.245614274,-0.162710135,0.36251999,-7.399859649,-0.424117306,-0.016458221,-0.024454803,0.067404888,2.865133961,-0.811970359,-0.18219092,-0.609922986,0.137692403,-0.191981718,-0.056916928,-0.394573848,-0.100140729,-0.002179799,3.427423008,0.026685809,-0.151039297,-0.039434594,0.302978607,0.383631035,-0.06849043,-3.381857341,-3.346565978,-0.015736109,0.035840106,9.898023535,-0.072105107,-0.182557211,-0.063401844,0.022258278,-3.300390268,0.035051749,-0.059599865,-0.084725911,-0.164107075,0.108312944,-0.021382007,0.45431263,0.44431535,3.591636421,-0.0630253,1.102524735,-0.066906923,-0.038613859,-0.335901086,-0.080582508,0.050801349,0.06713177,-0.294503692,-3.255623744,-0.072825529,-0.08128528,0.760515341,0.4397895,0.246951709,0.08951817,-9.315708134,-0.012166886,-0.080287789,0.022190023,0.05117115,-1.293043922,0.010057031,-0.128685331,-0.052968918,0.081005134,0.164939491,-0.105537797,-0.053210116,0.028748503,2.161187215,2.999037041,-0.304748823,-0.130963609,-0.153833254,0.006544835,-0.15183296,0.422799608,3.311998822,-0.100891038,-0.439579046,-6.648950141,0.003114672,3.371139945,3.34660102,0.49990458,-0.40991886,0.160063579,-0.066459655,-0.057701415,-0.214937951,-0.478412696,0.100711811,-0.112557565,-0.265812527,3.233019252,-0.241846348,-0.279778421,-3.296496065,-0.836020768,0.10160063,-7.419245791,3.031568356,-0.146980977,0.958552603,-0.035046216,0.079629302,0.467763293,-0.038961687,-0.036069327,1.336649291,-0.067186804,-0.044213641,-4.201536811,-0.010572407,-0.096806032,-0.04391335,3.223821772,-0.214304046,0.543094047,-3.546863936,0.046345242,0.02134625,0.00799079,0.574684087,-2.712140544,-0.019881297,-0.030792813,0.065607661,-0.003835518,-0.06137904,-0.063580456,-0.081086599,-0.08081389,0.032744991,0.3290455,-9.268267972,1.023101029,0.074347341,-0.032563498,-0.064902647,0.012933759,-0.044801033,-0.086371626,-0.089927585,-0.131033937,0.201599868,0.018110712,8.115621403,-0.057306766,-0.047642303,-0.101001616,-0.160075922,-0.232283806,0.042073748,3.372199385,-0.347776196,7.052375851,-0.023454765,0.033693309,-0.129724788,-0.265978012,-0.182174892,-0.066976988,-0.112784251,-0.123657579,0.098135667,-0.271673296,-0.159261038,-0.235832317,-0.228844648,-0.432073306,-0.196292911,-0.023880042,-0.30662798,0.268414682,-0.164781722,0.024375361,-0.252063734,-4.205847174,-0.049463252,-3.348747151,-0.175306226,-0.429643389,-0.010490766,3.266090211,-0.68560659,0.018385215,0.100377024,-0.164413259,2.759147049,3.226651852,-0.14469912,0.049820416,0.096859135,0.058244718,-0.059045571,-0.034800146,-0.076989746,-0.031046206,0.168698736,-0.040800034,-3.275183247,-0.211795023,-0.565791425,6.557599805,-7.491156599,-0.145464914,-0.203098095,-0.100573987,-7.438194517,-0.039574598,0.001116637,-7.509380883,P
G108,-9.780702871,-0.117816404,-0.007227689,-0.009334381,3.105420602,7.43096394,0.016352576,-0.1168079,0.006761836,-0.215207509,0.32555112,-0.138525851,-0.237023074,0.332877908,-0.118070943,0.155382528,-0.047854894,-6.844102014,0.240223057,0.285345903,-0.085952959,3.621860359,-0.123582724,0.025955637,0.094265024,-6.801846457,-6.660058508,-0.021661212,0.288176356,-3.00461651,-0.044059814,-0.078001997,3.313750133,-0.149181754,-0.013770611,6.645844264,-0.114688777,-0.043075991,-0.155202006,-0.041952366,0.007208168,-0.040940307,-0.254645972,-0.191217242,-0.145211111,0.039741809,3.307651982,0.471001728,0.131204585,-0.010557334,-0.084197284,0.061308265,0.030744145,-0.245712775,3.014551721,-0.115383099,-0.265558742,0.298114842,-2.905221775,0.014275061,-0.025664611,-0.223333021,0.340324855,0.010092204,-7.012046966,-6.451920096,-2.827933206,0.034229986,0.047042336,-6.571020073,0.040802889,0.122026511,0.521173129,-0.085656267,0.143460298,-0.133318894,0.733456962,0.146790864,-0.056210344,-7.275667374,-0.069828216,0.192739621,-3.302084106,0.390402548,0.208837668,-0.063669401,0.695160865,0.00473113,-0.002121106,-3.486018822,-0.035832821,-0.142874376,0.108383317,-0.016705256,0.119409464,-3.533960282,-0.144982952,0.108747194,-0.072529511,-0.135604043,-0.96350884,-0.449810484,-0.113618288,0.205108383,3.281210415,-0.010113528,0.321695802,0.094828894,0.129561681,-0.201435428,-0.078602691,0.244132478,0.220839878,-3.66739951,0.53076383,-0.136317996,0.148658355,-0.117896909,-0.015748689,6.651346367,0.970056315,0.090805243,-0.070722602,6.7443042,0.003747925,0.601965428,-0.105594408,-0.105283634,-0.184716912,-0.643395754,-0.250557411,-0.036350024,-0.063713507,0.072833858,0.00172073,3.374477139,-0.060423753,-0.214500617,-0.042761318,-0.048717715,-3.490546617,-0.098772013,-3.366758339,-0.132468443,3.211571273,-6.357403011,-9.522740046,0.66497307,0.053018382,-0.25033079,-0.1362678,0.176961522,-0.045122185,0.017459209,-0.108048847,0.119030385,-0.063903792,0.003344478,0.695262942,-0.128681993,-0.146376592,-0.257159242,-0.080002176,-0.199403629,-0.111985712,0.70633759,-0.151236717,0.095028892,0.105778998,-0.03812595,-0.006017244,-0.041866148,0.124857232,0.222740911,0.344394888,0.008342401,0.112657085,0.382026092,-0.190880805,0.475011685,-3.505093473,-0.274512518,0.776794867,-0.019342881,-0.157124956,-0.094910839,-3.233881427,0.141981635,3.299910063,-0.015696928,-0.205027993,0.57634801,0.072088421,0.074338681,-3.65048165,-0.481173309,0.440508652,0.208016672,-0.109788686,-0.075849272,-3.311270908,3.19690905,0.227374293,6.623695151,-0.129304839,3.278433353,-0.093913407,0.655802874,-0.082881758,0.266480885,3.471356547,0.264111319,0.70467616,-2.828248828,-0.13850711,-0.038226503,-0.26990149,-3.262962658,-0.186984873,-0.049241567,3.230454863,-0.120717288,-0.021472017,0.439618068,P
G110,6.384284895,0.154670065,2.598116094,0.485644128,0.373115352,-0.753875723,-0.533756919,0.473735059,4.082708432,0.584737599,-1.023619502,0.214337852,-0.298792768,-1.433842953,-0.168458144,-4.495461166,-0.256345805,0.248956144,0.275477331,-0.649508545,0.12089589,-0.609045329,0.264163845,0.033378521,-6.539902432,-0.065736527,0.015151687,-0.136075886,0.4003792,0.355311706,-3.269409918,0.173814568,-0.125426217,0.271508191,-0.466256398,0.008604568,3.344666308,-0.008307471,0.330111263,-0.041846143,3.339239627,0.314409711,-2.98152295,0.251946963,0.343939739,-3.302868184,-0.023110101,0.554199541,0.888302006,0.219395436,0.218219424,-2.328641523,0.112039921,0.46936522,-3.14618824,0.173022401,-0.313297485,-0.951910653,-8.715006115,0.050784793,-0.041672882,0.396899226,1.496663403,0.264165458,0.189662694,3.373712689,-9.400457072,7.337539023,0.050671671,0.063827437,0.100216874,-5.383284628,-8.437345436,-0.0526537,-0.604334151,0.097584543,-0.630558746,-0.648482227,-0.027603378,-0.037178757,-0.857551993,-0.719370579,-3.969526002,2.074348834,-0.711435612,0.143431708,-3.39636763,0.761982814,0.039956487,0.177148214,-7.665419028,0.258836924,0.049592189,0.201391301,-0.428220675,0.090196589,0.147984837,-8.781027792,0.014247553,0.187858066,0.467423329,4.066549935,0.013460307,-1.993437343,-0.747883806,2.987221753,-7.777451757,-0.633962596,0.137577189,-0.810365204,-0.071319281,-7.691146966,0.011905857,0.075745759,0.70490876,0.010880001,0.168035993,-2.895082787,-6.638266685,0.008417551,1.264375178,3.654647681,-3.431012887,-11.0801601,-8.590612554,-4.087685875,0.037414513,0.002196155,0.03167766,0.390760084,0.028780728,0.047309337,0.020808209,-0.332009494,3.691323824,0.48147317,-0.176149639,0.115894348,0.309959197,0.151626286,0.291396773,0.177501193,-3.327662883,0.272870922,0.183231422,0.275862312,-9.404941962,1.020480158,-6.57622377,0.292876417,0.127820909,-4.001500126,-3.170770227,0.038079206,0.188201403,0.137598865,0.334359881,0.116721463,-1.136483397,0.190714771,0.194929634,0.128963594,0.09366617,0.056632432,-0.007148965,0.577198207,-0.661318637,0.338147452,-0.487268685,0.270819025,-0.371700576,-0.32393289,-0.609867689,-0.807284712,-1.070796166,-0.098665619,-0.33486287,0.226621961,0.14385983,0.649874231,0.274053129,-0.007977215,-0.30277135,-0.005134138,-0.169282082,0.420883299,-0.47970714,-0.810130468,-3.843473039,-8.348774145,0.189212495,-0.337402958,-8.186075433,-7.6408511,0.199466523,0.163802262,-1.505721276,-7.683936504,0.143705979,0.027310281,-8.490886099,0.249396954,3.922665002,-0.122597122,0.294810478,-3.352684069,-0.200147488,0.380766273,0.006931036,-1.017827871,0.162982973,-3.184289366,-8.113414678,-1.200669994,-0.075658407,-0.104925201,-7.141625346,-0.20388097,3.588682821,-0.080067724,-0.381200077,-2.970347572,-0.065896885,-1.521597904,P
G117,-0.780330836,0.092650338,-0.104408097,3.459609681,-0.058909963,-8.664534376,-0.578567856,-3.354417579,0.372938645,0.018805133,-0.310278943,-3.599675644,0.369135039,-3.674732918,-0.18904249,-0.201090981,-0.234789642,-0.553786139,6.946360796,-0.061787547,0.036860615,-0.625326836,0.029029637,0.02552137,0.04757553,-0.062154973,-0.015325731,0.045692688,-3.322938236,0.056149347,0.004727671,-3.299665482,0.003231676,-0.14239476,-0.236349033,-0.025560226,-3.304679597,0.013805639,0.097396587,-0.090938853,0.048473121,0.060567893,0.052676947,0.007112207,0.028025701,0.045036668,-0.064172428,0.437268782,0.524431954,3.404394213,0.09927163,7.573185156,-3.252250861,0.265562692,3.372496672,-0.025962669,-0.052099676,-0.031841899,-3.582091939,0.072561767,-0.006405589,-0.092724488,0.738151316,0.261911401,-6.890846977,-0.012874905,-9.665563452,0.261866412,-0.079052563,0.056529445,9.747204468,0.104559369,-0.425098189,0.026506837,-0.237218495,-0.005458168,0.118911857,-0.216199493,-0.003961537,-7.428895569,0.041853227,-0.131257743,-0.043848209,-0.199630852,-0.238785249,0.028985726,-0.061513813,-3.153922732,0.08604096,0.023197966,7.713680328,0.042010513,0.123075607,-0.010395428,-0.012554731,-0.711287778,-0.7448406,-0.913451087,-6.605668552,0.084300911,-0.056785713,0.67338453,-0.195461198,-0.588154009,-0.202475994,-3.40701635,-0.597831664,-0.383903688,-0.024665094,-0.144789469,3.33099741,-0.248976855,6.916220693,-0.041122399,-0.130367369,-0.018711938,-0.017077652,0.149255956,-0.012295165,0.010438797,4.352588587,-0.286837898,-3.280277938,-0.322198333,-0.494705249,-0.032768601,0.008825694,-0.069342537,-0.081504237,0.389445263,0.097176259,0.065013282,3.591522081,-0.128005748,0.308735605,0.200541131,0.157103826,-0.011478696,0.089783832,6.694093831,-3.259619886,0.02061126,-0.041527027,0.127713959,0.037064713,0.06178307,-6.091585575,0.918589806,0.058784596,0.089874285,0.09982747,-0.447069034,-0.015296538,6.471710887,-0.174249184,0.027543395,0.108052683,0.057415774,-1.731717619,-0.039438985,0.052839627,-0.01091694,-6.859407622,-6.411975396,0.029508662,3.300410482,-0.032370748,0.071495923,-0.191638164,0.067584589,-0.120920877,-0.152866325,-0.207812473,-0.153729639,-0.450217499,0.126170842,-0.171652962,-0.097541947,-0.003703934,0.276523597,3.39717328,-0.048955406,-0.09688128,0.002850869,0.051947432,0.266965127,-3.358138699,0.132731661,-0.217473993,-7.195270154,0.062735649,-0.541014533,-0.118325601,-0.119865137,0.014912704,0.136419036,-0.111293944,-0.302014172,0.070424098,0.140847873,-0.063525661,-3.30109491,-0.147306556,-0.078617889,0.073674299,3.484172488,0.018344513,-0.113922376,-0.09129272,-0.494377317,0.119323733,0.192847627,-0.828730523,3.180540648,3.304522028,0.019063031,0.266072792,-0.215951434,-0.039855338,-0.020337577,-0.085769351,0.098978868,0.045374849,-0.494365792,w
G126,-0.209295983,-0.190467126,3.365417786,0.055254485,-0.066173994,1.666878652,0.225456705,3.184442483,0.467063883,-0.292920268,-1.104970287,3.572303388,-0.46726235,-0.402807935,3.636405394,-9.294614178,-0.219391432,7.61246363,3.542202923,-0.509311483,-0.047916138,-0.514870939,-0.30036396,0.106362143,0.411583085,-0.188224215,-9.916394431,-3.272241158,0.525019896,-2.749373696,-0.118154597,-0.057016075,0.036745959,-0.395150647,-0.380807128,-3.287112094,0.351057667,0.169523265,-0.114062967,3.233236713,0.025032008,0.082792865,6.516002235,-0.226184859,-0.357851394,0.092451638,-0.028087679,0.435246741,0.106767773,0.24011468,-0.026161982,-0.008114285,-0.035650238,-0.173052489,-0.311341444,-0.116101249,-0.310220752,-3.514669663,-7.933080984,0.15429903,0.083843459,-0.056725315,0.87693251,0.705659493,0.121768697,0.030469044,-9.230310119,8.072672854,-0.00347498,-9.944496332,0.365963648,-1.419470482,-7.612350163,-0.036512214,-0.327895568,0.003799298,-6.847813865,-0.477588988,0.106023656,-3.594017125,-0.556724545,-4.005386832,-7.972312082,-0.713850301,-0.069824668,3.218513029,3.542474419,0.389160256,-0.038997003,0.103094249,1.807207146,-0.063353423,-0.110533617,-0.011166103,3.457516132,-0.407447255,0.714558264,-0.623100025,0.116101904,-0.138072533,0.005336001,-0.113026189,-7.381269223,0.525971605,-4.12732589,-3.993325519,-8.73551266,3.014092616,0.107089882,3.524243827,0.083131529,-7.665187843,-0.316071301,-0.187521306,1.09154534,0.219659887,0.312967905,-0.004163265,0.179586131,0.209171687,1.063670987,0.310164724,0.032594659,-1.891522974,-8.065763394,-7.293817459,-0.087067899,-0.136964031,0.008969921,-10.54639115,-0.211162977,-3.359585583,0.151557178,-0.039169288,0.188370028,0.18000039,-0.015343087,0.631899703,0.054285989,-0.049938749,-0.050994013,-0.081168006,-0.07180335,3.332087935,0.084176233,0.303695169,-9.211050655,0.652626668,0.12537036,-0.062853823,-0.152697188,2.577581254,0.087572913,-0.048075651,0.132942415,-0.178787819,0.042573523,-3.277700426,0.331594554,3.183061125,6.631280599,-0.100437606,0.011340204,-0.056518584,0.016973993,0.328195856,-0.354733207,0.511648323,-0.459286569,-0.018486957,-0.529122883,-0.462391778,-0.707226313,-0.283090498,-0.838454674,-0.17503376,-0.015509629,0.864588432,-0.102321826,-8.68189458,-0.165182934,2.806353751,-7.06189249,0.105003097,-0.78929552,0.177051427,-3.378147363,-0.12755633,-9.048756409,-4.458745076,-0.095654828,0.220363683,0.048778697,2.405877364,-0.122351304,-0.333059039,7.632087902,0.019299629,-0.124351823,-0.121745943,-0.480629363,-0.0415653,0.313314431,-0.030363778,0.031199896,0.371095003,0.02683262,0.049198257,-0.156181279,-0.532953998,0.468442503,-0.054413691,-1.095292373,-6.972464732,-0.408721519,-0.020383101,-0.50042513,0.033939251,3.21605246,-0.032153762,-9.608584745,-0.052830919,-2.47e-05,-5.058396413,P
G128,-0.420482548,-0.111981716,-0.524792055,0.042731893,-0.004444369,-1.924546748,-0.86087306,-0.045927564,0.195360482,-0.258300005,-8.029079385,0.10824156,-6.84945004,-1.030805325,-0.915477493,-1.328986412,-0.363650227,-0.357199141,0.123331836,-0.484113562,0.002275726,-0.952583823,0.259589775,0.051494936,0.173018732,-0.094944361,-0.014623243,-0.057113946,0.208392963,-6.5213315,-0.071459187,0.012796019,-0.086661682,-0.112849608,-0.445121692,9.905211215,-0.200361027,-0.225768152,3.335612306,-0.034544435,0.036152017,-0.199161677,-0.050245734,6.76594386,0.287793586,-0.10643891,-0.000714685,-2.479622291,-0.231268399,-0.033484794,-3.508154513,0.344371408,0.048449215,0.187299373,0.092307576,-0.005398575,0.014420747,-1.348063486,-0.815531217,0.019854729,0.161120903,-3.579988444,0.421437543,-3.482955645,-0.532274739,9.816825345,-2.768143091,0.625565439,-0.217108563,9.792244913,0.080948245,-2.704389928,-0.284453986,0.088349987,-0.321384343,0.086851829,-0.688172398,-6.946628169,-0.022081447,-0.130433789,-6.749181636,2.575107476,0.079758931,2.523972274,-0.701656737,3.325828064,-1.111939113,3.569934975,0.205736352,0.058548652,-5.401901369,-0.001241333,-0.166297177,3.365629354,0.106487156,0.725674492,-0.26090461,-8.603944719,0.054715284,0.05470257,0.606763448,-3.209895129,-0.454176544,-8.779259527,-0.182945679,-0.099431849,0.26068127,-0.367524309,-0.156295681,0.0,0.053455673,-4.10107485,0.0,-0.008732891,0.558722209,-0.076910535,0.400136356,0.699517876,0.00538487,-3.299436844,0.314850125,-0.655326396,-0.305967765,-5.997333833,-7.83159546,-7.966055793,-0.117816527,-0.074463578,-0.163441344,-0.009619071,0.033292036,0.047641473,-0.147488483,2.995082366,0.387983576,0.140016748,-0.059307788,-0.140739654,0.046032056,0.326337054,0.037638233,0.047892353,-0.038601349,2.390154658,-0.069726124,0.305047907,-2.846024042,0.53790641,0.058531612,1.465416182,-0.036951746,-4.027443999,-0.04205409,-0.156677466,-0.067500449,-0.205772764,-0.027272965,0.016162067,1.888538897,0.004780766,0.04988301,0.004462581,1.816016723,0.550343946,-0.102757063,-0.701752942,-0.604794008,3.460868129,-0.623069847,-0.017371871,0.047129412,-0.234830598,-0.334859711,-0.603298648,-7.846190802,-0.017187771,-0.379627394,0.201962725,0.096720956,-8.385416421,0.011739364,-0.169938099,-7.803759,-0.020063114,-0.386055071,0.11751807,-0.447928247,-0.683848977,8.339511795,-0.155525911,3.275300305,-0.912030051,-0.180602441,-0.79973054,3.27744301,0.002015398,-9.530246794,-0.754818907,0.177747572,-0.046561546,6.852335764,0.058277295,-0.494839253,-0.179027562,0.074343712,0.10180924,-0.126233713,-0.729766139,0.103157598,-7.622904939,0.147531386,-0.313640592,-6.828425102,-7.320529542,-0.257925394,-0.073440787,-0.339263766,-0.036279838,-0.002300121,-3.376516992,-0.813036566,-0.002008292,-0.057209023,-8.088710308,P
G302,0.203758633,-0.068736509,-0.013388938,0.004209126,-0.348810738,-2.550384661,-3.415853983,-0.218248031,6.806852801,-7.374925186,0.684000875,0.147107718,-7.170557164,0.041348959,0.08424378,-0.06483629,-0.10859378,-0.532637407,-3.482053627,-0.011291152,-0.081994088,0.131304769,-0.221054847,-3.341643248,-3.263068886,-0.08147942,-0.046790822,-0.142957081,0.040684957,0.114831603,-0.064098258,-0.089054152,-0.086661329,-0.076421731,-0.204219735,0.013584799,-0.062564068,3.281787396,-0.064323949,-0.200900948,-0.012348157,-0.16730811,-0.317930601,-0.133782289,-0.164609543,0.116248205,0.041421822,0.256331821,-2.773202346,-0.029627084,0.123676929,-2.983533647,-0.080121096,-0.443872298,-0.349174959,-0.122927423,-3.190329828,0.032382149,-0.115803395,0.020287202,-0.056555285,-0.017517135,0.334596741,0.048505422,-0.28662258,-9.891511104,0.281922481,0.4773521,-0.079482308,9.947932146,0.035478882,-6.895986392,-0.050658868,-0.154997614,3.297364237,-0.127519825,0.377018917,-0.019848383,-0.034061565,6.188877692,-0.067935455,-0.157861569,0.376143319,-0.053865775,0.003764643,3.170396856,0.483383395,-0.000523116,-0.117687213,-0.112524992,-2.577474016,-0.084917365,0.005691859,-0.097986854,-3.193867992,-0.684479566,-0.197267449,-0.179490429,-0.002245109,-0.171218024,-0.071263562,-0.402753771,-0.117009065,-0.073477697,-3.484761,0.042329409,0.084831251,-3.277286761,0.02273111,-0.24286907,-0.213910328,-0.336526282,-1.127664192,-0.290915048,0.782927361,-0.035999879,-0.055520231,-0.138504891,-0.017495219,-0.018129234,0.633364141,-0.210686034,0.016553582,0.059238884,-0.220575232,0.52826655,-0.060653647,-0.281549502,3.117392863,-0.857971236,-0.421855897,-0.053370375,-0.317555556,-0.013645168,0.028457379,-0.040083043,-0.095100462,-0.105914319,0.000561747,-0.230948416,-0.224409023,-3.44465379,-0.137106578,-0.162127131,-0.022268998,0.118262882,-9.549280686,-2.606519402,-6.628525239,-0.215406648,-0.115842645,0.001165144,-0.117506823,-0.04453116,-0.081878403,-3.06073148,-0.078498244,-0.081821333,-7.22734002,-0.154203856,-0.099651219,-0.115947323,-3.906703245,-8.026961787,3.314424915,-2.94306483,-0.170632584,0.141102925,3.297901006,-0.024438741,-0.508432132,3.159837648,-0.065537061,3.355074098,0.247734055,-0.321177752,-0.049491448,0.631753933,-0.195588362,0.500155165,3.047174335,6.335855504,0.746471384,-0.0208788,-0.1764444,-0.038424998,-0.036569655,0.271138324,-0.391924091,-0.199366728,-0.06015089,0.198140909,-0.077721852,-0.106540555,-0.184488047,-0.222383111,-2.831688346,-0.008465623,-6.605442165,-0.05040536,-0.414127867,-0.193752845,3.219253583,3.223153507,-0.094381991,-0.050146804,-0.123907914,0.356391252,-0.091350805,-0.044329544,0.127254593,0.214257866,0.022211773,0.186565952,-0.378143393,-0.048377546,-3.724109059,0.097230095,-0.409330949,-0.041396218,-0.169269778,-0.024684766,0.011679016,0.086871387,w
G304,-0.167746032,-3.547770007,-0.161626707,0.025267,-0.254123694,-1.194205076,2.495296962,-0.27816846,0.044989104,-7.077636411,-0.03023106,-0.015961571,-3.322333804,-0.784659468,0.01339075,-8.613823882,2.565902828,-0.504456165,0.256143442,-1.090664818,-0.139235115,-0.51833886,-0.103112789,0.072340846,0.209592518,0.16784851,3.334942286,0.089402563,0.253648839,0.206103495,-0.116932848,-0.106327428,0.019189687,-0.26073116,-1.163671292,-9.91775533,-3.264505594,-0.077845806,3.055039548,0.010485553,3.353056798,-3.250486861,-0.237091266,6.442067556,-0.150475706,0.08760175,-0.002718576,-2.871356643,0.320354856,0.106505848,3.2928721,0.224210506,0.055182461,-0.401404827,-0.205954082,-0.131895922,0.006489483,-8.146168972,-9.670370209,0.077577123,0.055264994,-3.461265267,0.247799555,0.229669618,0.301558403,-9.893537855,-9.621698561,-0.579428548,-0.007777351,-0.01140678,0.046579006,-5.670281934,-10.81899127,-0.104461858,-0.679255309,-0.135959481,-0.221263675,2.854494198,3.390570441,-3.491866053,-7.281912506,-0.906622141,-0.288824749,-1.553197581,-0.802397944,-0.302254126,-1.077603587,-0.015875586,-0.007473643,-3.414066109,0.408399307,-0.146687481,-0.308153379,-3.198669249,-0.089224836,-0.04629873,-0.045241557,-8.551054181,-3.269768893,-0.097811503,0.077597814,0.021939791,-0.152504059,-7.86940465,-8.56264716,-0.302437767,-1.022781535,-0.775472489,-0.063418776,0.0,-0.027242612,-7.549024194,-0.41795086,-0.132603396,1.091492084,3.339630749,3.627607861,0.194058115,0.099308693,-3.233029942,1.649524408,-0.071522213,-0.009055038,-6.164060691,-8.941118973,-0.289679384,3.342907159,-0.059893485,-0.306940358,-0.118525358,-0.041695232,0.010662152,-0.147328246,-0.394502008,0.258741339,0.186993139,-3.361226545,-3.046087309,-0.054306899,0.036829142,-0.127102022,-0.125280399,3.272046835,-0.00899826,-0.139590809,0.114263338,-9.284117606,1.22472223,-6.582484595,-3.493174118,-0.167372557,-8.908188025,-0.000919843,6.528320831,-3.145885395,-0.043548027,0.165614257,-0.079904447,-1.188408056,-0.120651137,-3.457755007,-0.121999331,0.215326765,-0.124735067,-0.042459938,-0.440771944,-0.859483693,0.228765779,-3.703418403,-0.02962085,5.836686372,-0.861482539,-1.268516614,-0.30543606,-0.150132294,-0.144980019,-0.450024834,0.407583417,-0.06427748,-3.370076418,-0.259431524,-0.184915477,0.447693172,0.056880842,-0.616734419,-0.074579109,-0.478427998,-0.169969915,-1.602925237,-7.797007288,-0.180516434,-0.116517502,-0.644396939,-10.07737296,-0.196125684,-0.134227663,-4.173309372,-0.750145206,0.049871376,-0.193014261,-4.994204563,-0.089692615,-0.227557079,-0.222866702,-0.096577923,0.18858806,0.014525198,-0.233622689,-3.274320916,-7.732761125,-3.02984552,0.140792279,-8.364447316,-8.629647292,-0.291700447,0.006042542,-8.788263975,-0.346461948,-3.604536227,-0.005738807,-6.015413026,-0.135652831,0.041616487,-10.38502174,w
