"x"
"ADM5"
"ADNP"
"ADNP2"
"ADO"
"ADORA2A"
"ADORA2B"
"ADORA3"
"ADPGK"
"ADPRH"
"ADPRHL1"
"ADPRHL2"
"ADPRM"
"ADRA2B"
"ADRA2C"
"ADRB1"
"ADRB2"
"ADRM1"
"ADSL"
"AEBP1"
"AEBP2"
"AEN"
"AES"
"AFAP1"
"AFAP1L2"
"AFF1"
"AFF2"
"AFF3"
"AFF4"
"AFG3L1P"
"AFG3L2"
"AFMID"
"AFTPH"
"AGA"
"AGAP1"
"AGAP2"
"AGAP3"
"AGAP5"
"AGAP6"
"AGBL2"
"AGBL3"
"AGBL5"
"AGER"
"AGFG1"
"AGFG2"
"AGGF1"
"AGL"
"AGMAT"
"AGPAT1"
"AGPAT2"
"AGPAT3"
"AGPAT4"
"AGPAT5"
"AGPAT9"
"AGPS"
"AGRN"
"AGRP"
"AGTPBP1"
"AGTRAP"
"AHCTF1"
"AHCY"
"AHCYL1"
"AHCYL2"
"AHDC1"
"AHI1"
"AHNAK"
"AHR"
"AHRR"
"AHSA1"
"AHSA2"
"AHSP"
"AICDA"
"AIDA"
"AIF1"
"AIFM1"
"AIFM2"
"AIFM3"
"AIG1"
"AIM2"
"AIMP1"
"AIMP2"
"AIP"
"AJAP1"
"AJUBA"
"AK1"
"AK2"
"AK3"
"AK4"
"AK5"
"AKAP1"
"AKAP10"
"AKAP11"
"AKAP12"
"AKAP13"
"AKAP17A"
"AKAP5"
"AKAP6"
"AKAP7"
"AKAP8"
"AKAP8L"
"AKAP9"
"AKIP1"
"AKIRIN1"
"AKIRIN2"
"AKNA"
"AKR1A1"
"AKR1B1"
"AKR1C1"
"AKR1C2"
"AKR1C3"
"AKR1E2"
"AKR7A2"
"AKR7A3"
"AKT1"
"AKT1S1"
"AKT2"
"AKT3"
"AKTIP"
"ALAD"
"ALAS1"
"ALAS2"
"ALCAM"
"ALDH16A1"
"ALDH18A1"
"ALDH1A1"
"ALDH1A2"
"ALDH1B1"
"ALDH2"
"ALDH3A2"
"ALDH3B1"
"ALDH4A1"
"ALDH5A1"
"ALDH6A1"
"ALDH7A1"
"ALDH8A1"
"ALDH9A1"
"ALDOA"
"ALDOC"
"ALG1"
"ALG10"
"ALG10B"
"ALG11"
"ALG12"
"ALG13"
"ALG14"
"ALG1L"
"ALG2"
"ALG3"
"ALG5"
"ALG6"
"ALG8"
"ALG9"
"ALKBH1"
"ALKBH2"
"ALKBH3"
"ALKBH4"
"ALKBH5"
"ALKBH6"
"ALKBH7"
"ALKBH8"
"ALMS1"
"ALOX12"
"ALOX12P2"
"ALOX15"
"ALOX15B"
"ALOX5"
"ALOX5AP"
"ALPK1"
"ALPL"
"ALS2"
"ALS2CL"
"ALYREF"
"AMACR"
"AMBRA1"
"AMD1"
"AMDHD1"
"AMDHD2"
"AMFR"
"AMICA1"
"AMIGO1"
"AMIGO2"
"AMIGO3"
"AMMECR1"
"AMMECR1L"
"AMN1"
"AMOT"
"AMOTL1"
"AMPD2"
"AMPD3"
"AMT"
"AMZ2"
"AMZ2P1"
"ANAPC1"
"ANAPC10"
"ANAPC13"
"ANAPC15"
"ANAPC16"
"ANAPC2"
"ANAPC4"
"ANAPC5"
"ANAPC7"
"ANGEL1"
"ANGEL2"
"ANGPT1"
"ANGPTL6"
"ANGPTL7"
"ANK1"
"ANKAR"
"ANKDD1A"
"ANKFY1"
"ANKH"
"ANKHD1"
"ANKIB1"
"ANKK1"
"ANKLE1"
"ANKLE2"
"ANKMY1"
"ANKMY2"
"ANKRA2"
"ANKRD10"
"ANKRD11"
"ANKRD12"
"ANKRD13A"
"ANKRD13B"
"ANKRD13C"
"ANKRD13D"
"ANKRD16"
"ANKRD17"
"ANKRD18A"
"ANKRD20A11P"
"ANKRD22"
"ANKRD23"
"ANKRD24"
"ANKRD26"
"ANKRD27"
"ANKRD28"
"ANKRD33B"
"ANKRD34B"
"ANKRD36"
"ANKRD36B"
"ANKRD36BP1"
"ANKRD36BP2"
"ANKRD37"
"ANKRD39"
"ANKRD40"
"ANKRD42"
"ANKRD44"
"ANKRD46"
"ANKRD49"
"ANKRD50"
"ANKRD52"
"ANKRD54"
"ANKRD6"
"ANKRD9"
"ANKS1A"
"ANKS3"
"ANKS6"
"ANKUB1"
"ANKZF1"
"ANLN"
"ANO10"
"ANO5"
"ANO6"
"ANO8"
"ANO9"
"ANP32A"
"ANP32B"
"ANP32C"
"ANP32E"
"ANPEP"
"ANTXR2"
"ANXA1"
"ANXA11"
"ANXA2"
"ANXA2P1"
"ANXA2P2"
"ANXA2P3"
"ANXA2R"
"ANXA3"
"ANXA4"
"ANXA5"
"ANXA6"
"ANXA7"
"ANXA8"
"ANXA9"
"AOAH"
"AOC2"
"AOC3"
"AP1AR"
"AP1B1"
"AP1G1"
"AP1G2"
"AP1M1"
"AP1M2"
"AP1S1"
"AP1S2"
"AP1S3"
"AP2A1"
"AP2A2"
"AP2B1"
"AP2M1"
"AP2S1"
"AP3B1"
"AP3D1"
"AP3M1"
"AP3M2"
"AP3S1"
"AP3S2"
"AP4B1"
"AP4E1"
"AP4M1"
"AP4S1"
"AP5B1"
"AP5M1"
"AP5S1"
"AP5Z1"
"APAF1"
"APBA1"
"APBA2"
"APBA3"
"APBB1"
"APBB1IP"
"APBB2"
"APBB3"
"APC"
"APCDD1"
"APEH"
"APEX1"
"APEX2"
"APH1A"
"APH1B"
"API5"
"APIP"
"APITD1"
"APLF"
"APLNR"
"APLP2"
"APMAP"
"APOB"
"APOBEC2"
"APOBEC3A"
"APOBEC3B"
"APOBEC3C"
"APOBEC3D"
"APOBEC3F"
"APOBEC3G"
"APOBEC3H"
"APOBR"
"APOL1"
"APOL3"
"APOL4"
"APOL6"
"APOM"
"APOO"
"APOOL"
"APP"
"APPBP2"
"APPL1"
"APPL2"
"APRT"
"APTX"
"AQP1"
"AQP10"
"AQP3"
"AQP7"
"AQP9"
"AQR"
"AR"
"ARAF"
"ARAP1"
"ARAP2"
"ARAP3"
"ARCN1"
"AREG"
"ARF1"
"ARF3"
"ARF4"
"ARF5"
"ARF6"
"ARFGAP1"
"ARFGAP2"
"ARFGAP3"
"ARFGEF1"
"ARFGEF2"
"ARFIP1"
"ARFIP2"
"ARFRP1"
"ARG1"
"ARG2"
"ARGLU1"
"ARHGAP1"
"ARHGAP10"
"ARHGAP11A"
"ARHGAP11B"
"ARHGAP12"
"ARHGAP15"
"ARHGAP17"
"ARHGAP18"
"ARHGAP19"
"ARHGAP20"
"ARHGAP21"
"ARHGAP22"
"ARHGAP23"
"ARHGAP24"
"ARHGAP25"
"ARHGAP26"
"ARHGAP27"
"ARHGAP29"
"ARHGAP30"
"ARHGAP31"
"ARHGAP32"
"ARHGAP33"
"ARHGAP35"
"ARHGAP4"
"ARHGAP42"
"ARHGAP5"
"ARHGAP6"
"ARHGAP8"
"ARHGAP9"
"ARHGDIA"
"ARHGDIB"
"ARHGEF1"
"ARHGEF10"
"ARHGEF10L"
"ARHGEF11"
"ARHGEF12"
"ARHGEF17"
"ARHGEF18"
"ARHGEF19"
"ARHGEF2"
"ARHGEF28"
"ARHGEF3"
"ARHGEF35"
"ARHGEF37"
"ARHGEF39"
"ARHGEF4"
"ARHGEF40"
"ARHGEF5"
"ARHGEF6"
"ARHGEF7"
"ARHGEF9"
"ARID1A"
"ARID1B"
"ARID2"
"ARID3A"
"ARID3B"
"ARID4A"
"ARID4B"
"ARID5A"
"ARID5B"
"ARIH1"
"ARIH2"
"ARIH2OS"
"ARL1"
"ARL10"
"ARL11"
"ARL13B"
"ARL14"
"ARL14EP"
"ARL15"
"ARL16"
"ARL17A"
"ARL17B"
"ARL2"
"ARL2BP"
"ARL3"
"ARL4A"
"ARL4C"
"ARL4D"
"ARL5A"
"ARL5B"
"ARL6IP1"
"ARL6IP4"
"ARL6IP5"
"ARL6IP6"
"ARL8A"
"ARL8B"
"ARMC1"
"ARMC10"
"ARMC12"
"ARMC2"
"ARMC3"
"ARMC5"
"ARMC6"
"ARMC7"
"ARMC8"
"ARMC9"
"ARMCX1"
"ARMCX2"
"ARMCX3"
"ARMCX4"
"ARMCX5"
"ARMCX6"
"ARNT"
"ARNTL"
"ARNTL2"
"ARPC1A"
"ARPC1B"
"ARPC2"
"ARPC3"
"ARPC4"
"ARPC5"
"ARPC5L"
"ARPP19"
"ARRB1"
"ARRB2"
"ARRDC1"
"ARRDC2"
"ARRDC3"
"ARRDC3-AS1"
"ARRDC4"
"ARSA"
"ARSB"
"ARSD"
"ARSK"
"ARV1"
"ARVCF"
"AS3MT"
"ASAH1"
"ASAH2B"
"ASAP1"
"ASAP2"
"ASB1"
"ASB13"
"ASB2"
"ASB3"
"ASB6"
"ASB7"
"ASB8"
"ASCC1"
"ASCC2"
"ASCC3"
"ASCL4"
"ASF1A"
"ASF1B"
"ASGR2"
"ASH1L"
"ASH1L-AS1"
"ASH2L"
"ASIC1"
"ASIC3"
"ASL"
"ASMT"
"ASMTL"
"ASNA1"
"ASNS"
"ASNSD1"
"ASPDH"
"ASPH"
"ASPHD2"
"ASPM"
"ASPRV1"
"ASPSCR1"
"ASRGL1"
"ASS1"
"ASTE1"
"ASXL1"
"ASXL2"
"ATAD1"
"ATAD2"
"ATAD2B"
"ATAD3A"
"ATAD3B"
"ATAD5"
"ATAT1"
"ATE1"
"ATF1"
"ATF2"
"ATF3"
"ATF4"
"ATF5"
"ATF6"
"ATF6B"
"ATF7"
"ATF7IP"
"ATF7IP2"
"ATG10"
"ATG12"
"ATG14"
"ATG16L1"
"ATG16L2"
"ATG2A"
"ATG2B"
"ATG3"
"ATG4A"
"ATG4B"
"ATG4C"
"ATG4D"
"ATG5"
"ATG7"
"ATG9A"
"ATIC"
"ATL1"
"ATL2"
"ATL3"
"ATM"
"ATMIN"
"ATN1"
"ATOH7"
"ATOH8"
"ATOX1"
"ATP10A"
"ATP10D"
"ATP11A"
"ATP11B"
"ATP11C"
"ATP13A1"
"ATP13A2"
"ATP13A3"
"ATP13A4"
"ATP1A1"
"ATP1A3"
"ATP1B1"
"ATP1B2"
"ATP1B3"
"ATP2A1"
"ATP2A2"
"ATP2A3"
"ATP2B1"
"ATP2B4"
"ATP2C1"
"ATP2C2"
"ATP5C1"
"ATP5D"
"ATP5H"
"ATP5I"
"ATP5J"
"ATP5J2"
"ATP5L"
"ATP5O"
"ATP6AP1"
"ATP6AP1L"
"ATP6AP2"
"ATP6V0A1"
"ATP6V0A2"
"ATP6V0B"
"ATP6V0C"
"ATP6V0D1"
"ATP6V0E1"
"ATP6V0E2"
"ATP6V0E2-AS1"
"ATP6V1A"
"ATP6V1B2"
"ATP6V1C1"
"ATP6V1D"
"ATP6V1E1"
"ATP6V1E2"
"ATP6V1F"
"ATP6V1G1"
"ATP6V1G2"
"ATP6V1H"
"ATP7A"
"ATP7B"
"ATP8A1"
"ATP8B2"
"ATP8B3"
"ATP8B4"
"ATP9A"
"ATP9B"
"ATPAF1"
"ATPAF2"
"ATR"
"ATRAID"
"ATRIP"
"ATRN"
"ATRX"
"ATXN1"
"ATXN10"
"ATXN1L"
"ATXN2"
"ATXN2L"
"ATXN3"
"ATXN3L"
"ATXN7"
"ATXN7L1"
"ATXN7L2"
"ATXN7L3"
"ATXN7L3B"
"ATXN8OS"
"AUH"
"AUNIP"
"AUP1"
"AURKAIP1"
"AURKB"
"AUTS2"
"AVEN"
"AVIL"
"AVL9"
"AVPI1"
"AVPR1A"
"AVPR2"
"AWAT1"
"AXIN1"
"AXIN2"
"AXL"
"AZI2"
"AZIN1"
"AZU1"
"B2M"
"B3GALNT1"
"B3GALNT2"
"B3GALT2"
"B3GALT4"
"B3GALT6"
"B3GAT1"
"B3GAT3"
"B3GNT2"
"B3GNT3"
"B3GNT5"
"B3GNTL1"
"B4GALNT3"
"B4GALNT4"
"B4GALT1"
"B4GALT2"
"B4GALT3"
"B4GALT4"
"B4GALT5"
"B4GALT6"
"B4GALT7"
"B9D1"
"B9D2"
"BABAM1"
"BACE1"
"BACE2"
"BACH1"
"BACH2"
"BAD"
"BAG1"
"BAG2"
"BAG3"
"BAG4"
"BAG6"
"BAHCC1"
"BAHD1"
"BAIAP2"
"BAIAP2L1"
"BAIAP2L2"
"BAIAP3"
"BAK1"
"BAMBI"
"BANF1"
"BANK1"
"BANP"
"BAP1"
"BARD1"
"BASP1"
"BATF"
"BATF2"
"BATF3"
"BAX"
"BAZ1A"
"BAZ1B"
"BAZ2A"
"BAZ2B"
"BBC3"
"BBIP1"
"BBS1"
"BBS10"
"BBS12"
"BBS2"
"BBS4"
"BBS5"
"BBS7"
"BBS9"
"BBX"
"BCAM"
"BCAP29"
"BCAP31"
"BCAR3"
"BCAS1"
"BCAS2"
"BCAS3"
"BCAS4"
"BCAT1"
"BCAT2"
"BCCIP"
"BCDIN3D"
"BCDIN3D-AS1"
"BCKDHA"
"BCKDHB"
"BCKDK"
"BCL10"
"BCL11A"
"BCL11B"
"BCL2"
"BCL2A1"
"BCL2L1"
"BCL2L11"
"BCL2L12"
"BCL2L13"
"BCL2L15"
"BCL2L2"
"BCL3"
"BCL6"
"BCL7A"
"BCL7B"
"BCL7C"
"BCL9"
"BCL9L"
"BCLAF1"
"BCO2"
"BCOR"
"BCORL1"
"BCR"
"BCS1L"
"BDH1"
"BDH2"
"BDP1"
"BECN1"
"BEND2"
"BEND3"
"BEND4"
"BEND5"
"BEST1"
"BEST4"
"BET1"
"BET1L"
"BEX1"
"BEX2"
"BEX4"
"BFAR"
"BFSP1"
"BGLAP"
"BHLHA15"
"BHLHE22"
"BHLHE23"
"BHLHE40"
"BHLHE41"
"BICD1"
"BICD2"
"BID"
"BIK"
"BIN1"
"BIN2"
"BIN3"
"BIRC2"
"BIRC3"
"BIRC5"
"BIRC6"
"BIRC8"
"BIVM"
"BLID"
"BLK"
"BLM"
"BLMH"
"BLNK"
"BLOC1S1"
"BLOC1S2"
"BLOC1S3"
"BLOC1S4"
"BLOC1S5"
"BLOC1S6"
"BLVRA"
"BLVRB"
"BLZF1"
"BMF"
"BMI1"
"BMP1"
"BMP2"
"BMP2K"
"BMP6"
"BMP8B"
"BMPR1A"
"BMPR2"
"BMS1"
"BMS1P1"
"BMX"
"BNC2"
"BNIP1"
"BNIP2"
"BNIP3"
"BNIP3L"
"BNIPL"
"BOD1"
"BOD1L1"
"BOLA1"
"BOLA2B"
"BOLA3"
"BOP1"
"BORA"
"BPGM"
"BPHL"
"BPI"
"BPNT1"
"BPTF"
"BRAF"
"BRAP"
"BRAT1"
"BRCA1"
"BRCA2"
"BRCC3"
"BRD1"
"BRD2"
"BRD3"
"BRD4"
"BRD7"
"BRD9"
"BRF1"
"BRF2"
"BRI3"
"BRI3BP"
"BRICD5"
"BRIP1"
"BRIX1"
"BRK1"
"BRMS1"
"BRMS1L"
"BROX"
"BRPF1"
"BRPF3"
"BRSK1"
"BRWD1"
"BRWD3"
"BSCL2"
"BSDC1"
"BSG"
"BSPRY"
"BST1"
"BST2"
"BTAF1"
"BTBD1"
"BTBD10"
"BTBD11"
"BTBD19"
"BTBD2"
"BTBD3"
"BTBD6"
"BTBD7"
"BTBD8"
"BTBD9"
"BTD"
"BTF3"
"BTF3L4"
"BTF3P11"
"BTG1"
"BTG2"
"BTG3"
"BTK"
"BTLA"
"BTN2A1"
"BTN2A2"
"BTN2A3P"
"BTN3A1"
"BTN3A2"
"BTN3A3"
"BTRC"
"BUB1"
"BUB1B"
"BUB3"
"BUD13"
"BUD31"
"BYSL"
"BZW1"
"BZW2"
"C10orf10"
"C10orf54"
"C10orf62"
"C10orf88"
"C10orf95"
"C11orf1"
"C11orf21"
"C11orf24"
"C11orf49"
"C11orf54"
"C11orf58"
"C11orf63"
"C11orf73"
"C11orf75"
"C11orf80"
"C11orf82"
"C11orf94"
"C11orf96"
"C12orf10"
"C12orf23"
"C12orf29"
"C12orf4"
"C12orf42"
"C12orf43"
"C12orf45"
"C12orf49"
"C12orf57"
"C12orf65"
"C12orf66"
"C12orf73"
"C12orf75"
"C14orf119"
"C14orf178"
"C14orf28"
"C14orf93"
"C15orf23"
"C15orf39"
"C15orf40"
"C15orf41"
"C15orf48"
"C15orf54"
"C15orf61"
"C15orf62"
"C16orf54"
"C16orf70"
"C16orf72"
"C16orf74"
"C16orf82"
"C16orf86"
"C16orf87"
"C16orf96"
"C17orf100"
"C17orf49"
"C17orf58"
"C17orf67"
"C17orf70"
"C17orf75"
"C17orf80"
"C17orf97"
"C17orf99"
"C18orf21"
"C18orf25"
"C18orf32"
"C18orf54"
"C19orf12"
"C19orf25"
"C19orf33"
"C19orf38"
"C19orf44"
"C19orf53"
"C19orf54"
"C19orf59"
"C19orf71"
"C19orf73"
"C19orf77"
"C1D"
"C1GALT1"
"C1GALT1C1"
"C1orf109"
"C1orf112"
"C1orf115"
"C1orf116"
"C1orf122"
"C1orf131"
"C1orf159"
"C1orf162"
"C1orf174"
"C1orf198"
"C1orf21"
"C1orf220"
"C1orf226"
"C1orf35"
"C1orf43"
"C1orf50"
"C1orf52"
"C1orf54"
"C1orf56"
"C1orf68"
"C1orf74"
"C1QA"
"C1QB"
"C1QBP"
"C1QC"
"C1QTNF3"
"C1QTNF6"
"C1R"
"C1RL"
"C1RL-AS1"
"C2"
"C20orf194"
"C20orf197"
"C20orf27"
"C20orf94"
"C20orf96"
"C21orf58"
"C21orf91"
"C22orf39"
"C22orf46"
"C2CD2"
"C2CD2L"
"C2CD3"
"C2orf15"
"C2orf42"
"C2orf49"
"C2orf68"
"C2orf69"
"C2orf72"
"C2orf76"
"C2orf81"
"C2orf88"
"C3"
"C3AR1"
"C3orf14"
"C3orf18"
"C3orf33"
"C3orf35"
"C3orf36"
"C3orf38"
"C3orf52"
"C3orf58"
"C3orf62"
"C4A"
"C4B"
"C4BPA"
"C4orf33"
"C4orf34"
"C4orf36"
"C4orf46"
"C4orf48"
"C5"
"C5orf15"
"C5orf22"
"C5orf24"
"C5orf34"
"C5orf51"
"C6orf120"
"C6orf136"
"C6orf141"
"C6orf163"
"C6orf226"
"C6orf47"
"C6orf62"
"C6orf89"
"C7orf25"
"C7orf26"
"C7orf31"
"C7orf50"
"C7orf61"
"C8orf31"
"C8orf33"
"C8orf37"
"C8orf58"
"C8orf76"
"C8orf82"
"C9orf163"
"C9orf64"
"C9orf72"
"C9orf78"
"C9orf85"
"CA1"
"CA11"
"CA13"
"CA2"
"CA4"
"CA5B"
"CA5BP1"
"CA6"
"CA8"
"CAAP1"
"CAB39"
"CABIN1"
"CABLES1"
"CABLES2"
"CABP4"
"CABP5"
"CACFD1"
"CACHD1"
"CACNA1D"
"CACNA1E"
"CACNA1H"
"CACNA1I"
"CACNA2D2"
"CACNA2D3"
"CACNA2D4"
"CACNB1"
"CACNB3"
"CACNB4"
"CACTIN"
"CACUL1"
"CACYBP"
"CAD"
"CADM1"
"CADM2"
"CADM4"
"CALCOCO1"
"CALCOCO2"
"CALCRL"
"CALD1"
"CALHM2"
"CALM1"
"CALM2"
"CALM3"
"CALML4"
"CALML5"
"CALR"
"CALU"
"CAMK1"
"CAMK1D"
"CAMK2D"
"CAMK2G"
"CAMK2N1"
"CAMK4"
"CAMKK1"
"CAMKK2"
"CAMKMT"
"CAMLG"
"CAMP"
"CAMSAP1"
"CAMSAP2"
"CAMSAP3"
"CAMTA1"
"CAMTA2"
"CAND1"
"CAND2"
"CANT1"
"CANX"
"CAP1"
"CAPG"
"CAPN1"
"CAPN10"
"CAPN11"
"CAPN14"
"CAPN2"
"CAPN3"
"CAPN5"
"CAPN7"
"CAPNS1"
"CAPNS2"
"CAPRIN1"
"CAPRIN2"
"CAPS"
"CAPS2"
"CAPZA1"
"CAPZA2"
"CAPZA3"
"CAPZB"
"CARD11"
"CARD16"
"CARD17"
"CARD6"
"CARD8"
"CARD9"
"CARHSP1"
"CARM1"
"CARNS1"
"CARS2"
"CASC3"
"CASC4"
"CASC5"
"CASD1"
"CASK"
"CASKIN2"
"CASP1"
"CASP10"
"CASP2"
"CASP3"
"CASP4"
"CASP5"
"CASP6"
"CASP7"
"CASP8"
"CASP8AP2"
"CASP9"
"CASS4"
"CAST"
"CASZ1"
"CAT"
"CATSPER2"
"CATSPER2P1"
"CATSPER3"
"CATSPERB"
"CAV2"
"CBFA2T2"
"CBFA2T3"
"CBFB"
"CBL"
"CBLB"
"CBLL1"
"CBLN3"
"CBR1"
"CBR3"
"CBR3-AS1"
"CBR4"
"CBWD1"
"CBWD2"
"CBWD3"
"CBWD5"
"CBWD6"
"CBX1"
"CBX2"
"CBX3"
"CBX4"
"CBX5"
"CBX6"
"CBX7"
"CBX8"
"CBY1"
"CC2D1A"
"CC2D1B"
"CC2D2B"
"CCAR1"
"CCDC102A"
"CCDC103"
"CCDC106"
"CCDC107"
"CCDC112"
"CCDC115"
"CCDC117"
"CCDC12"
"CCDC120"
"CCDC121"
"CCDC124"
"CCDC125"
"CCDC126"
"CCDC127"
"CCDC13"
"CCDC130"
"CCDC134"
"CCDC136"
"CCDC137"
"CCDC138"
"CCDC14"
"CCDC141"
"CCDC142"
"CCDC144A"
"CCDC144B"
"CCDC146"
"CCDC149"
"CCDC15"
"CCDC150"
"CCDC152"
"CCDC153"
"CCDC157"
"CCDC159"
"CCDC17"
"CCDC170"
"CCDC171"
"CCDC174"
"CCDC18"
"CCDC22"
"CCDC24"
"CCDC25"
"CCDC28A"
"CCDC28B"
"CCDC3"
"CCDC34"
"CCDC43"
"CCDC47"
"CCDC50"
"CCDC51"
"CCDC54"
"CCDC57"
"CCDC58"
"CCDC59"
"CCDC6"
"CCDC66"
"CCDC68"
"CCDC69"
"CCDC7"
"CCDC71"
"CCDC71L"
"CCDC77"
"CCDC78"
"CCDC8"
"CCDC81"
"CCDC82"
"CCDC84"
"CCDC85B"
"CCDC85C"
"CCDC86"
"CCDC88A"
"CCDC88B"
"CCDC88C"
"CCDC89"
"CCDC9"
"CCDC90A"
"CCDC90B"
"CCDC91"
"CCDC92"
"CCDC93"
"CCDC96"
"CCDC97"
"CCER1"
"CCHCR1"
"CCIN"
"CCL2"
"CCL23"
"CCL3"
"CCL4"
"CCL5"
"CCL7"
"CCL8"
"CCM2"
"CCNA1"
"CCNA2"
"CCNB1"
"CCNB1IP1"
"CCNB2"
"CCNB3"
"CCNC"
"CCND1"
"CCND2"
"CCND3"
"CCNDBP1"
"CCNE1"
"CCNE2"
"CCNF"
"CCNG1"
"CCNG2"
"CCNH"
"CCNI"
"CCNI2"
"CCNJ"
"CCNJL"
"CCNK"
"CCNL1"
"CCNL2"
"CCNT1"
"CCNT2"
"CCNY"
"CCNYL1"
"CCP110"
"CCPG1"
"CCR1"
"CCR2"
"CCR4"
"CCR5"
"CCR6"
"CCR7"
"CCR8"
"CCRL2"
"CCS"
"CCSAP"
"CCT2"
"CCT3"
"CCT4"
"CCT5"
"CCT6A"
"CCT7"
"CCT8"
"CCT8L2"
"CCZ1"
"CCZ1B"
"CD101"
"CD109"
"CD14"
"CD151"
"CD160"
"CD163"
"CD164"
"CD177"
"CD180"
"CD19"
"CD1A"
"CD1C"
"CD1D"
"CD1E"
"CD2"
"CD200"
"CD200R1"
"CD207"
"CD209"
"CD22"
"CD226"
"CD244"
"CD247"
"CD248"
"CD27"
"CD274"
"CD27-AS1"
"CD28"
"CD2AP"
"CD2BP2"
"CD300A"
"CD300C"
"CD300E"
"CD300LB"
"CD300LD"
"CD300LF"
"CD302"
"CD320"
"CD33"
"CD34"
"CD36"
"CD37"
"CD38"
"CD3D"
"CD3E"
"CD3EAP"
"CD3G"
"CD4"
"CD40"
"CD40LG"
"CD44"
"CD46"
"CD47"
"CD48"
"CD5"
"CD52"
"CD53"
"CD55"
"CD58"
"CD6"
"CD63"
"CD68"
"CD69"
"CD7"
"CD72"
"CD74"
"CD79A"
"CD79B"
"CD80"
"CD81"
"CD82"
"CD83"
"CD84"
"CD86"
"CD8A"
"CD8B"
"CD9"
"CD93"
"CD96"
"CD97"
"CD99"
"CD99L2"
"CD99P1"
"CDA"
"CDADC1"
"CDAN1"
"CDC123"
"CDC14A"
"CDC14B"
"CDC14C"
"CDC16"
"CDC20"
"CDC23"
"CDC25A"
"CDC25B"
